# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g728f5f489" 
Date_of_run______________________________________________________________ (date)_________________________ "13/04/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "15:55" 
User_____________________________________________________________________ (username)_____________________     "runner" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________ "EU-DEMO LAR 2023 baseline" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________           "" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           "" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/low_aspect_ratio_DEMO.IN.DAT" 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________          -14 
# Numerics #
# PROCESS found a feasible solution #
W__concentration_at_point_463____________________________________________ (f_nd_impurity_electrons13_463)_ 2.75616742983691000e+15 OP 
W__concentration_at_point_464____________________________________________ (f_nd_impurity_electrons13_464)_ 2.74849319303250200e+15 OP 
W__concentration_at_point_465____________________________________________ (f_nd_impurity_electrons13_465)_ 2.74080239908288550e+15 OP 
W__concentration_at_point_466____________________________________________ (f_nd_impurity_electrons13_466)_ 2.73309504798806000e+15 OP 
W__concentration_at_point_467____________________________________________ (f_nd_impurity_electrons13_467)_ 2.72537113974802500e+15 OP 
W__concentration_at_point_468____________________________________________ (f_nd_impurity_electrons13_468)_ 2.71763067436278100e+15 OP 
W__concentration_at_point_469____________________________________________ (f_nd_impurity_electrons13_469)_ 2.70987365183232850e+15 OP 
W__concentration_at_point_470____________________________________________ (f_nd_impurity_electrons13_470)_ 2.70210007215666650e+15 OP 
W__concentration_at_point_471____________________________________________ (f_nd_impurity_electrons13_471)_ 2.66501242410745700e+15 OP 
W__concentration_at_point_472____________________________________________ (f_nd_impurity_electrons13_472)_ 2.62792477605824800e+15 OP 
W__concentration_at_point_473____________________________________________ (f_nd_impurity_electrons13_473)_ 2.59083712800903900e+15 OP 
W__concentration_at_point_474____________________________________________ (f_nd_impurity_electrons13_474)_ 2.55374947995983000e+15 OP 
W__concentration_at_point_475____________________________________________ (f_nd_impurity_electrons13_475)_ 2.51666183191062050e+15 OP 
W__concentration_at_point_476____________________________________________ (f_nd_impurity_electrons13_476)_ 2.47957418386141150e+15 OP 
W__concentration_at_point_477____________________________________________ (f_nd_impurity_electrons13_477)_ 2.44248653581220200e+15 OP 
W__concentration_at_point_478____________________________________________ (f_nd_impurity_electrons13_478)_ 2.40539888776299350e+15 OP 
W__concentration_at_point_479____________________________________________ (f_nd_impurity_electrons13_479)_ 2.36831123971378400e+15 OP 
W__concentration_at_point_480____________________________________________ (f_nd_impurity_electrons13_480)_ 2.33122359166457500e+15 OP 
W__concentration_at_point_481____________________________________________ (f_nd_impurity_electrons13_481)_ 2.29413594361536550e+15 OP 
W__concentration_at_point_482____________________________________________ (f_nd_impurity_electrons13_482)_ 2.25704829556615650e+15 OP 
W__concentration_at_point_483____________________________________________ (f_nd_impurity_electrons13_483)_ 2.21996064751694725e+15 OP 
W__concentration_at_point_484____________________________________________ (f_nd_impurity_electrons13_484)_ 2.18287299946773850e+15 OP 
W__concentration_at_point_485____________________________________________ (f_nd_impurity_electrons13_485)_ 2.14578535141852900e+15 OP 
W__concentration_at_point_486____________________________________________ (f_nd_impurity_electrons13_486)_ 2.10869770336932025e+15 OP 
W__concentration_at_point_487____________________________________________ (f_nd_impurity_electrons13_487)_ 2.07161005532011075e+15 OP 
W__concentration_at_point_488____________________________________________ (f_nd_impurity_electrons13_488)_ 2.03452240727090175e+15 OP 
W__concentration_at_point_489____________________________________________ (f_nd_impurity_electrons13_489)_ 1.99743475922169250e+15 OP 
W__concentration_at_point_490____________________________________________ (f_nd_impurity_electrons13_490)_ 1.96034711117248350e+15 OP 
W__concentration_at_point_491____________________________________________ (f_nd_impurity_electrons13_491)_ 1.92325946312327425e+15 OP 
W__concentration_at_point_492____________________________________________ (f_nd_impurity_electrons13_492)_ 1.88617181507406525e+15 OP 
W__concentration_at_point_493____________________________________________ (f_nd_impurity_electrons13_493)_ 1.84908416702485600e+15 OP 
W__concentration_at_point_494____________________________________________ (f_nd_impurity_electrons13_494)_ 1.81199651897564675e+15 OP 
W__concentration_at_point_495____________________________________________ (f_nd_impurity_electrons13_495)_ 1.77490887092643775e+15 OP 
W__concentration_at_point_496____________________________________________ (f_nd_impurity_electrons13_496)_ 1.73782122287722850e+15 OP 
W__concentration_at_point_497____________________________________________ (f_nd_impurity_electrons13_497)_ 1.70073357482801950e+15 OP 
W__concentration_at_point_498____________________________________________ (f_nd_impurity_electrons13_498)_ 1.66364592677881025e+15 OP 
W__concentration_at_point_499____________________________________________ (f_nd_impurity_electrons13_499)_ 1.62655827872960100e+15 OP 
W__concentration_at_point_500____________________________________________ (f_nd_impurity_electrons13_500)_ 1.58947063068039200e+15 OP 
Average_mass_of_all_ions_(amu)___________________________________________ (m_ions_total_amu)_____________ 2.68034200556559643e+00 OP 
Total_mass_of_all_ions_in_plasma_(kg)____________________________________ (m_plasma_ions_total)__________ 7.88683422623726363e-04 OP 
Average_mass_of_all_fuel_ions_(amu)______________________________________ (m_fuel_amu)___________________ 2.51452696425700006e+00 OP 
Total_mass_of_all_fuel_ions_in_plasma_(kg)_______________________________ (m_plasma_fuel_ions)___________ 6.89684462894560660e-04 OP 
Average_mass_of_all_beam_ions_(amu)______________________________________ (m_beam_amu)___________________ 2.01355421449150329e+00 OP 
Total_mass_of_all_alpha_particles_in_plasma_(kg)_________________________ (m_plasma_alpha)_______________ 7.91140713694740260e-05 OP 
Total_mass_of_all_electrons_in_plasma_(kg)_______________________________ (m_plasma_electron)____________ 1.76044624207359408e-07 OP 
Total_mass_of_the_plasma_(kg)____________________________________________ (m_plasma)_____________________ 7.88859467247933748e-04 OP 
Volume_averaged_plasma_effective_charge__________________________________ (n_charge_plasma_effective_vol_avg)_ 2.17078777306309689e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile0)_ 2.34116701585881204e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile1)_ 2.34116639015792405e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile2)_ 2.34116451304397000e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile3)_ 2.34116138448307787e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile4)_ 2.34115700441879548e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile5)_ 2.34115137277208385e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile6)_ 2.34114448944131359e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile7)_ 2.34113635430226052e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile8)_ 2.34112696720809765e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile9)_ 2.34111632798938718e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile10)_ 2.34110443645407029e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile11)_ 2.34109129238745828e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile12)_ 2.34107689555222009e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile13)_ 2.34106124568836771e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile14)_ 2.34104434251324367e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile15)_ 2.34102618572150512e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile16)_ 2.34100677498510379e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile17)_ 2.34098610995327316e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile18)_ 2.34096419025250446e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile19)_ 2.34094101548652800e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile20)_ 2.34091658523628965e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile21)_ 2.34089089905993086e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile22)_ 2.34086395649275891e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile23)_ 2.34083575704722691e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile24)_ 2.34080630021290093e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile25)_ 2.34077558545643694e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile26)_ 2.34074361222154614e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile27)_ 2.34071037992896924e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile28)_ 2.34067588797643777e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile29)_ 2.34064013573864793e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile30)_ 2.34060312256721970e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile31)_ 2.34056484779066354e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile32)_ 2.34052531071434178e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile33)_ 2.34048451062043128e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile34)_ 2.34044244676788216e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile35)_ 2.34039911839237691e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile36)_ 2.34035452470628691e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile37)_ 2.34030866489862843e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile38)_ 2.34026153813502136e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile39)_ 2.34021314355763455e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile40)_ 2.34016348028514543e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile41)_ 2.34011254741268626e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile42)_ 2.34006034401179397e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile43)_ 2.34000686913036082e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile44)_ 2.33995212179257761e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile45)_ 2.33989610099888035e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile46)_ 2.33983880572589520e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile47)_ 2.33978000660174112e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile48)_ 2.33971985543610739e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile49)_ 2.33965842013635106e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile50)_ 2.33959569958037594e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile51)_ 2.33953169262191230e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile52)_ 2.33946639809045642e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile53)_ 2.33939981479119963e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile54)_ 2.33933194150496426e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile55)_ 2.33926277698813401e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile56)_ 2.33919231997258370e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile57)_ 2.33912056916560918e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile58)_ 2.33904752324985044e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile59)_ 2.33897318088322193e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile60)_ 2.33889754069883482e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile61)_ 2.33882060130491753e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile62)_ 2.33874236128474111e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile63)_ 2.33866281919653485e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile64)_ 2.33858197357340858e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile65)_ 2.33849982292326386e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile66)_ 2.33841636572871758e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile67)_ 2.33833160044700605e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile68)_ 2.33824552550990550e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile69)_ 2.33815813932363614e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile70)_ 2.33806944026877828e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile71)_ 2.33797942670017322e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile72)_ 2.33788809694683408e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile73)_ 2.33779544931184846e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile74)_ 2.33770148207228212e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile75)_ 2.33760619347907950e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile76)_ 2.33750958175696377e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile77)_ 2.33741164510433652e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile78)_ 2.33731238169317290e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile79)_ 2.33721178966891774e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile80)_ 2.33710986715037761e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile81)_ 2.33700661222961426e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile82)_ 2.33690202297183358e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile83)_ 2.33679609741527461e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile84)_ 2.33668883357109625e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile85)_ 2.33658022942326360e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile86)_ 2.33647028292842940e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile87)_ 2.33635899201581720e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile88)_ 2.33624635458710106e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile89)_ 2.33613236851628558e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile90)_ 2.33601703164957986e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile91)_ 2.33590034180527351e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile92)_ 2.33578229677361104e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile93)_ 2.33566289431666263e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile94)_ 2.33554213216819262e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile95)_ 2.33542000803353034e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile96)_ 2.33529651958943152e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile97)_ 2.33517166448394864e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile98)_ 2.33504544033628747e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile99)_ 2.33491784473667296e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile100)_ 2.33478887524620404e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile101)_ 2.33465852939671192e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile102)_ 2.33452680469061757e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile103)_ 2.33439369860078161e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile104)_ 2.33425920857035596e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile105)_ 2.33412333201263689e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile106)_ 2.33398606631090688e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile107)_ 2.33384740881828634e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile108)_ 2.33370735685757147e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile109)_ 2.33356088341474432e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile110)_ 2.33340762417148184e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile111)_ 2.33325286031998402e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile112)_ 2.33309658886487536e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile113)_ 2.33293880677749188e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile114)_ 2.33277951099570213e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile115)_ 2.33261869842372338e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile116)_ 2.33245636593193906e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile117)_ 2.33229251035671226e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile118)_ 2.33212712850019876e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile119)_ 2.33196021713015389e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile120)_ 2.33179177297974238e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile121)_ 2.33162179274734038e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile122)_ 2.33145027309634090e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile123)_ 2.33127721065495264e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile124)_ 2.33110260201599884e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile125)_ 2.33092644373671121e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile126)_ 2.33074873233852564e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile127)_ 2.33056946430687129e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile128)_ 2.33038863609096136e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile129)_ 2.33020624410357469e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile130)_ 2.33002228472084605e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile131)_ 2.32983675428204240e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile132)_ 2.32964964908934391e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile133)_ 2.32946096540761927e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile134)_ 2.32927069946420184e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile135)_ 2.32907884744865790e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile136)_ 2.32888540551255829e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile137)_ 2.32869036976924448e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile138)_ 2.32849373629359091e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile139)_ 2.32829550112176742e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile140)_ 2.32809566025099723e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile141)_ 2.32789420963931404e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile142)_ 2.32769114520531639e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile143)_ 2.32748646282791594e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile144)_ 2.32728015834608604e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile145)_ 2.32707222755860998e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile146)_ 2.32684339620326730e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile147)_ 2.32660213473849398e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile148)_ 2.32635900216576763e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile149)_ 2.32611399353200587e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile150)_ 2.32586710383710304e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile151)_ 2.32561832803362423e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile152)_ 2.32536766102649839e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile153)_ 2.32511509767270530e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile154)_ 2.32486063278096378e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile155)_ 2.32460426111141061e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile156)_ 2.32434597737528259e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile157)_ 2.32408577623459101e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile158)_ 2.32382365230179433e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile159)_ 2.32355960013946738e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile160)_ 2.32329361425996961e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile161)_ 2.32302568912510488e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile162)_ 2.32275581914578400e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile163)_ 2.32248399868167832e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile164)_ 2.32221022204087735e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile165)_ 2.32193448347953169e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile166)_ 2.32165677720150576e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile167)_ 2.32137709735801812e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile168)_ 2.32109543804727991e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile169)_ 2.32081179331413434e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile170)_ 2.32052615714968624e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile171)_ 2.32023852349093440e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile172)_ 2.31994888622039586e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile173)_ 2.31965723916572930e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile174)_ 2.31936327079958415e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile175)_ 2.31906698104782327e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile176)_ 2.31876865917880659e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile177)_ 2.31846829879780314e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile178)_ 2.31816589345333224e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile179)_ 2.31786143663676958e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile180)_ 2.31755492178194444e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile181)_ 2.31724634226473647e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile182)_ 2.31693569140266797e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile183)_ 2.31662296245449539e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile184)_ 2.31630814861979140e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile185)_ 2.31599124303853099e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile186)_ 2.31567223879066830e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile187)_ 2.31535112889571204e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile188)_ 2.31502790631229827e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile189)_ 2.31470256393776053e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile190)_ 2.31437509460769109e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile191)_ 2.31404549109550572e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile192)_ 2.31371374611200231e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile193)_ 2.31337985230491316e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile194)_ 2.31304380225846007e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile195)_ 2.31270558849289865e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile196)_ 2.31236520346406715e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile197)_ 2.31202263956292509e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile198)_ 2.31165344518961469e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile199)_ 2.31127977768112247e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile200)_ 2.31090374251829678e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile201)_ 2.31052533130093796e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile202)_ 2.31014453555740040e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile203)_ 2.30976134674408495e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile204)_ 2.30937575624494151e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile205)_ 2.30898775537095036e+00 OP 
