# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g4763ddcce" 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile408)_ 1.08747020906315583e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile409)_ 1.08736945340176749e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile410)_ 1.08726469021714944e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile411)_ 1.08712510460071421e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile412)_ 1.08698427276822329e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile413)_ 1.08684217474335831e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile414)_ 1.08669879003208791e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile415)_ 1.08651588657211806e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile416)_ 1.08632103822094317e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile417)_ 1.08612465397542568e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile418)_ 1.08592671429247001e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile419)_ 1.08568332040504689e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile420)_ 1.08541921604483860e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile421)_ 1.08515348260142264e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile422)_ 1.08488611354525233e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile423)_ 1.08457653442635560e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile424)_ 1.08425620613763973e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile425)_ 1.08393443222012564e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile426)_ 1.08360989081435966e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile427)_ 1.08327535094516980e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile428)_ 1.08293949614625151e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile429)_ 1.08260235751435241e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile430)_ 1.08228464597370011e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile431)_ 1.08197635891802957e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile432)_ 1.08166664718135852e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile433)_ 1.08137534764622667e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile434)_ 1.08111885188104773e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile435)_ 1.08086068145284364e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile436)_ 1.08061234855172450e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile437)_ 1.08040254227291843e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile438)_ 1.08019093733923821e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile439)_ 1.07998664091274765e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile440)_ 1.07980954318865807e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile441)_ 1.07963061548901296e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile442)_ 1.07945755960936096e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile443)_ 1.07929411256841568e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile444)_ 1.07912879085760682e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile445)_ 1.07896927346541860e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile446)_ 1.07881094956080381e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile447)_ 1.07865072037478282e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile448)_ 1.07848878892546307e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile449)_ 1.07832480878073778e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile450)_ 1.07815733504450550e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile451)_ 1.07798708796140730e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile452)_ 1.07781510469169928e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile453)_ 1.07764159843567309e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile454)_ 1.07746593856647066e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile455)_ 1.07728864594080176e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile456)_ 1.07710940603954319e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile457)_ 1.07693412380176734e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile458)_ 1.07675672214878970e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile459)_ 1.07658160255935220e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile460)_ 1.07640579864052022e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile461)_ 1.07623778192963138e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile462)_ 1.07607210470326464e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile463)_ 1.07591267896648879e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile464)_ 1.07575725649966469e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile465)_ 1.07560290355732291e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile466)_ 1.07546272064389137e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile467)_ 1.07532320320412533e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile468)_ 1.07518565545541867e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile469)_ 1.07505643705589504e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile470)_ 1.07492864275226796e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile471)_ 1.07480225592144141e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile472)_ 1.07467951525410044e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile473)_ 1.07455677153128626e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile474)_ 1.07443355494836146e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile475)_ 1.07430837873925622e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile476)_ 1.07418050005455834e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile477)_ 1.07405200159461867e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile478)_ 1.07391881475685436e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile479)_ 1.07378195559853751e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile480)_ 1.07364302374133636e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile481)_ 1.07349457127722725e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile482)_ 1.07334279628010520e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile483)_ 1.07318354128900895e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile484)_ 1.07301608192581055e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile485)_ 1.07284322363382989e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile486)_ 1.07266310518659647e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile487)_ 1.07247151416175490e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile488)_ 1.07227154090405352e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile489)_ 1.07205436274461952e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile490)_ 1.07181433240538082e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile491)_ 1.07154118447524338e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile492)_ 1.07121880513056067e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile493)_ 1.07085419989625197e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile494)_ 1.07047590134018655e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile495)_ 1.07011416880949439e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile496)_ 1.06972298706003177e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile497)_ 1.06919639593329219e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile498)_ 1.06867984391286708e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile499)_ 1.06814426929621531e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile500)_ 1.87291225622047649e-03 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_0)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_1)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_2)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_3)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_4)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_5)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_6)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_7)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_8)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_9)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_10)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_11)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_12)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_13)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_14)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_15)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_16)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_17)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_18)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_19)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_20)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_21)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_22)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_23)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_24)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_25)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_26)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_27)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_28)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_29)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_30)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_31)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_32)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_33)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_34)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_35)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_36)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_37)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_38)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_39)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_40)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_41)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_42)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_43)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_44)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_45)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_46)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_47)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_48)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_49)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_50)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_51)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_52)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_53)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_54)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_55)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_56)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_57)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_58)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_59)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_60)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_61)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_62)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_63)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_64)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_65)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_66)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_67)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_68)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_69)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_70)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_71)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_72)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_73)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_74)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_75)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_76)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_77)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_78)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_79)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_80)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_81)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_82)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_83)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_84)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_85)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_86)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_87)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_88)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_89)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_90)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_91)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_92)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_93)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_94)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_95)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_96)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_97)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_98)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_99)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_100)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_101)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_102)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_103)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_104)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_105)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_106)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_107)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_108)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_109)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_110)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_111)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_112)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_113)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_114)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_115)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_116)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_117)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_118)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_119)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_120)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_121)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_122)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_123)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_124)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_125)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_126)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_127)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_128)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_129)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_130)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_131)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_132)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_133)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_134)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_135)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_136)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_137)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_138)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_139)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_140)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_141)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_142)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_143)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_144)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_145)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_146)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_147)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_148)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_149)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_150)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_151)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_152)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_153)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_154)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_155)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_156)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_157)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_158)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_159)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_160)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_161)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_162)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_163)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_164)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_165)_ 1.00000000000000000e+00 OP 
