# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g726df45a3" 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile384)_ 1.22181473935514107e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile385)_ 1.22174262304360859e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile386)_ 1.22167651162335589e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile387)_ 1.22161127958217230e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile388)_ 1.22154546933422936e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile389)_ 1.22147907203674655e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile390)_ 1.22141207862796874e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile391)_ 1.22134519871692926e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile392)_ 1.22128214545614178e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile393)_ 1.22121850717424341e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile394)_ 1.22115427436669388e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile395)_ 1.22108943728037045e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile396)_ 1.22102398590469874e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile397)_ 1.22096217684964614e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile398)_ 1.22090098768823418e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile399)_ 1.22083919798684648e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile400)_ 1.22077679725494925e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile401)_ 1.22071377470875686e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile402)_ 1.22065273669836349e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile403)_ 1.22059216854026342e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile404)_ 1.22053097695094404e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile405)_ 1.22046915036203685e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile406)_ 1.22040667686303683e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile407)_ 1.22034513312236004e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile408)_ 1.22028307441020600e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile409)_ 1.22022034693794468e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile410)_ 1.22015693754903620e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile411)_ 1.22009204472412525e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile412)_ 1.22002528319020320e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile413)_ 1.21995777921274118e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile414)_ 1.21988951755733899e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile415)_ 1.21981968809556274e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile416)_ 1.21974367111083004e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile417)_ 1.21966678801666117e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile418)_ 1.21958902039303685e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile419)_ 1.21950936523973619e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile420)_ 1.21941304531621331e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile421)_ 1.21931562473511890e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile422)_ 1.21921707971101112e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile423)_ 1.21911205539976342e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile424)_ 1.21898843784809596e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile425)_ 1.21886342232427358e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile426)_ 1.21873697860469021e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile427)_ 1.21858263105146891e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile428)_ 1.21840695999420645e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile429)_ 1.21822943849865073e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile430)_ 1.21804181199409189e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile431)_ 1.21779968398772165e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile432)_ 1.21755534407397636e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile433)_ 1.21730875792538829e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile434)_ 1.21699279942597660e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile435)_ 1.21666323501816231e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile436)_ 1.21633136218192983e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile437)_ 1.21595170957102727e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile438)_ 1.21555357536159248e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile439)_ 1.21515347930818463e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile440)_ 1.21474196190633887e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile441)_ 1.21432583640941161e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile442)_ 1.21390800491109152e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile443)_ 1.21352604193395575e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile444)_ 1.21314353934595642e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile445)_ 1.21277947967487054e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile446)_ 1.21246232163933132e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile447)_ 1.21214279995540175e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile448)_ 1.21186936288535030e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile449)_ 1.21160877526874766e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile450)_ 1.21136156252568794e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile451)_ 1.21114274690513724e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile452)_ 1.21092213703673779e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile453)_ 1.21072158190605261e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile454)_ 1.21051831301028323e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile455)_ 1.21032357960086956e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile456)_ 1.21012804287983888e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile457)_ 1.20992995347010268e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile458)_ 1.20972900740799227e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile459)_ 1.20952313327293948e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile460)_ 1.20931352292693295e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile461)_ 1.20910198741656050e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile462)_ 1.20888737558844706e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile463)_ 1.20867034961206743e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile464)_ 1.20845278455775662e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile465)_ 1.20823706255470209e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile466)_ 1.20802230911262343e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile467)_ 1.20780781446756813e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile468)_ 1.20760229359816695e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile469)_ 1.20740447568428566e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile470)_ 1.20721156470046309e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile471)_ 1.20702419352478807e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile472)_ 1.20685183360973181e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile473)_ 1.20668323495104146e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile474)_ 1.20652002592309437e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile475)_ 1.20636354096391796e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile476)_ 1.20621010165611953e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile477)_ 1.20606062248768842e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile478)_ 1.20591120893334391e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile479)_ 1.20576134086856834e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile480)_ 1.20560644770898429e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile481)_ 1.20545083397382591e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile482)_ 1.20528852895254990e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile483)_ 1.20512264742805875e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile484)_ 1.20494717845732047e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile485)_ 1.20476383805926779e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile486)_ 1.20457117652732393e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile487)_ 1.20436826509811401e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile488)_ 1.20415421107629972e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile489)_ 1.20392938010615635e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile490)_ 1.20368848000556561e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile491)_ 1.20342546043294041e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile492)_ 1.20312552730521616e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile493)_ 1.20276978272905777e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile494)_ 1.20234579837716238e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile495)_ 1.20188944552739096e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile496)_ 1.20145338816220137e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile497)_ 1.20094208674581071e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile498)_ 1.20028040324304297e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile499)_ 1.19945621676533154e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile500)_ 1.60978361835093409e-03 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_0)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_1)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_2)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_3)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_4)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_5)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_6)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_7)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_8)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_9)___ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_10)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_11)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_12)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_13)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_14)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_15)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_16)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_17)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_18)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_19)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_20)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_21)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_22)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_23)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_24)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_25)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_26)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_27)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_28)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_29)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_30)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_31)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_32)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_33)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_34)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_35)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_36)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_37)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_38)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_39)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_40)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_41)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_42)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_43)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_44)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_45)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_46)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_47)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_48)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_49)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_50)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_51)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_52)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_53)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_54)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_55)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_56)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_57)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_58)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_59)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_60)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_61)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_62)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_63)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_64)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_65)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_66)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_67)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_68)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_69)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_70)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_71)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_72)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_73)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_74)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_75)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_76)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_77)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_78)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_79)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_80)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_81)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_82)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_83)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_84)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_85)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_86)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_87)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_88)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_89)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_90)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_91)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_92)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_93)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_94)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_95)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_96)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_97)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_98)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_99)__ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_100)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_101)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_102)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_103)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_104)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_105)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_106)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_107)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_108)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_109)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_110)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_111)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_112)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_113)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_114)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_115)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_116)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_117)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_118)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_119)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_120)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_121)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_122)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_123)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_124)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_125)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_126)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_127)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_128)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_129)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_130)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_131)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_132)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_133)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_134)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_135)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_136)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_137)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_138)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_139)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_140)_ 1.00000000000000000e+00 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile0_141)_ 1.00000000000000000e+00 OP 
