# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g051965122" 
Date_of_run______________________________________________________________ (date)_________________________ "02/07/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "16:39" 
User_____________________________________________________________________ (username)_____________________     "runner" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________      "SQuID" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________           "" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           "" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/stellarator_helias.IN.DAT" 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________            6 
# Numerics #
# PROCESS found a feasible solution #
Error_flag_______________________________________________________________ (ifail)________________________            1 
Number_of_iteration_variables____________________________________________ (nvar)_________________________            8 
Number_of_constraints_(total)____________________________________________ (neqns+nineqns)________________           14 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________            6 
Objective_function_name__________________________________________________ (objf_name)____________________ "Cost of electricity" 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile26)_ 1.09889411272442317e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile27)_ 1.09889060842878616e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile28)_ 1.09888697130502777e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile29)_ 1.09888320128729733e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile30)_ 1.09887929830730813e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile31)_ 1.09887526229433097e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile32)_ 1.09887109317519038e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile33)_ 1.09886679087425976e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile34)_ 1.09886235531345555e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile35)_ 1.09885778641223242e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile36)_ 1.09885308408757787e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile37)_ 1.09884824048150964e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile38)_ 1.09884322948417590e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile39)_ 1.09883808368458147e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile40)_ 1.09883280298927333e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile41)_ 1.09882738730228735e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile42)_ 1.09882183652514254e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile43)_ 1.09881615055683346e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile44)_ 1.09881032929382449e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile45)_ 1.09880437263004183e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile46)_ 1.09879828045686678e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile47)_ 1.09879205266312763e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile48)_ 1.09878568913509334e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile49)_ 1.09877918975646449e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile50)_ 1.09877255440836619e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile51)_ 1.09876578296933891e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile52)_ 1.09875887531533167e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile53)_ 1.09875183131969179e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile54)_ 1.09874465085315798e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile55)_ 1.09873733378384930e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile56)_ 1.09872987997725802e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile57)_ 1.09872228929623938e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile58)_ 1.09871456160100212e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile59)_ 1.09870669674909904e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile60)_ 1.09869869459541647e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile61)_ 1.09869055499216550e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile62)_ 1.09868227778887007e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile63)_ 1.09867386283235757e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile64)_ 1.09866530996674805e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile65)_ 1.09865661903344258e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile66)_ 1.09864778987111311e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile67)_ 1.09863882231569043e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile68)_ 1.09862971620035266e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile69)_ 1.09862047135551411e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile70)_ 1.09861108760881243e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile71)_ 1.09860156478509752e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile72)_ 1.09859190270641771e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile73)_ 1.09858210119200850e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile74)_ 1.09857216005827896e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile75)_ 1.09856207911879844e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile76)_ 1.09855185818428414e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile77)_ 1.09854149706258664e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile78)_ 1.09853099555867662e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile79)_ 1.09852035347463106e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile80)_ 1.09850957060961862e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile81)_ 1.09849864675988496e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile82)_ 1.09848758171873850e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile83)_ 1.09847637527653541e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile84)_ 1.09846502722066397e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile85)_ 1.09845353733552975e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile86)_ 1.09844190540253939e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile87)_ 1.09843013120008481e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile88)_ 1.09841821450352684e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile89)_ 1.09840615508517936e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile90)_ 1.09839395271429141e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile91)_ 1.09838160715703159e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile92)_ 1.09836911817646943e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile93)_ 1.09835648553255871e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile94)_ 1.09834370898211997e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile95)_ 1.09833078827882091e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile96)_ 1.09831772317315957e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile97)_ 1.09830451341244517e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile98)_ 1.09829115874077887e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile99)_ 1.09827765889903461e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile100)_ 1.09826401362484027e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile101)_ 1.09825022265255701e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile102)_ 1.09823628571325949e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile103)_ 1.09822220253471547e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile104)_ 1.09820797284136540e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile105)_ 1.09819359635430036e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile106)_ 1.09817907279124216e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile107)_ 1.09816440186652065e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile108)_ 1.09814958329105217e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile109)_ 1.09813461677231694e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile110)_ 1.09811950201433683e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile111)_ 1.09810407966849466e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile112)_ 1.09808803482915329e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile113)_ 1.09807183487927351e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile114)_ 1.09805547950084503e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile115)_ 1.09803896837219894e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile116)_ 1.09802230116798261e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile117)_ 1.09800547755913347e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile118)_ 1.09798849721285463e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile119)_ 1.09797135979258775e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile120)_ 1.09795406495798664e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile121)_ 1.09793661236489148e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile122)_ 1.09791900166530021e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile123)_ 1.09790123250734140e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile124)_ 1.09788330453524718e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile125)_ 1.09786521738932286e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile126)_ 1.09784697070591997e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile127)_ 1.09782856411740615e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile128)_ 1.09780999725213557e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile129)_ 1.09779126973441898e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile130)_ 1.09777238118449327e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile131)_ 1.09775333121848995e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile132)_ 1.09773411944840493e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile133)_ 1.09771474548206593e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile134)_ 1.09769520892309980e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile135)_ 1.09767550937090075e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile136)_ 1.09765564642059688e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile137)_ 1.09763561966301593e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile138)_ 1.09761542868465223e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile139)_ 1.09759507306763116e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile140)_ 1.09757455238967405e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile141)_ 1.09755386622406315e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile142)_ 1.09753301413960558e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile143)_ 1.09751199570059588e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile144)_ 1.09749081046677976e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile145)_ 1.09746945799331574e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile146)_ 1.09744793783073757e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile147)_ 1.09742624952491519e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile148)_ 1.09740439261701517e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile149)_ 1.09738236664346145e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile150)_ 1.09736017113589468e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile151)_ 1.09733734466636079e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile152)_ 1.09731412919925586e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile153)_ 1.09729073786405973e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile154)_ 1.09726717016422715e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile155)_ 1.09724342559814714e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile156)_ 1.09721950365909993e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile157)_ 1.09719540383521008e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile158)_ 1.09717112560940278e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile159)_ 1.09714666845935716e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile160)_ 1.09712203185745882e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile161)_ 1.09709721527075299e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile162)_ 1.09707221816089628e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile163)_ 1.09704703998410769e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile164)_ 1.09702168019111923e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile165)_ 1.09699613822712516e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile166)_ 1.09697041353173153e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile167)_ 1.09694450553890421e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile168)_ 1.09691841367691700e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile169)_ 1.09689213736829738e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile170)_ 1.09686567602977325e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile171)_ 1.09683902907221764e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile172)_ 1.09681219590059431e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile173)_ 1.09678517591389979e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile174)_ 1.09675796850510721e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile175)_ 1.09673057306110877e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile176)_ 1.09670298896265495e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile177)_ 1.09667521558429715e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile178)_ 1.09664725229432580e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile179)_ 1.09661909845470862e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile180)_ 1.09659076729082217e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile181)_ 1.09656230615698380e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile182)_ 1.09653365299616090e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile183)_ 1.09650480714539045e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile184)_ 1.09647576793507384e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile185)_ 1.09644653468890874e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile186)_ 1.09641710672382242e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile187)_ 1.09638748334990166e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile188)_ 1.09635766387032252e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile189)_ 1.09632764758128065e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile190)_ 1.09629743377191735e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile191)_ 1.09626702172424717e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile192)_ 1.09623641071308375e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile193)_ 1.09620560000596390e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile194)_ 1.09617458886307118e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile195)_ 1.09614337653715754e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile196)_ 1.09611196227346563e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile197)_ 1.09608034530964749e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile198)_ 1.09604852487568349e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile199)_ 1.09601650019380004e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile200)_ 1.09598427047838576e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile201)_ 1.09595183493590520e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile202)_ 1.09591919276481442e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile203)_ 1.09588634315547107e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile204)_ 1.09585328529004689e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile205)_ 1.09581975650586827e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile206)_ 1.09578576923488979e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile207)_ 1.09575156828515063e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile208)_ 1.09571715279823811e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile209)_ 1.09568252190703963e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile210)_ 1.09564767473564562e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile211)_ 1.09561261039924940e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile212)_ 1.09557732800404617e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile213)_ 1.09554182664713107e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile214)_ 1.09550610541639459e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile215)_ 1.09547016339041714e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile216)_ 1.09543399963836086e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile217)_ 1.09539761321986151e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile218)_ 1.09536100318491614e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile219)_ 1.09532416857377179e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile220)_ 1.09528710841681032e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile221)_ 1.09524982173443175e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile222)_ 1.09521230753693666e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile223)_ 1.09517456482440623e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile224)_ 1.09513659258657925e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile225)_ 1.09509838980272889e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile226)_ 1.09506016859142363e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile227)_ 1.09502198142652718e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile228)_ 1.09498356317013212e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile229)_ 1.09494491276513406e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile230)_ 1.09490602914335278e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile231)_ 1.09486691122539570e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile232)_ 1.09482755792051933e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile233)_ 1.09478796812648760e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile234)_ 1.09474814072942861e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile235)_ 1.09470807460368769e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile236)_ 1.09466776861167969e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile237)_ 1.09462722160373715e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile238)_ 1.09458643241795728e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile239)_ 1.09454539988004540e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile240)_ 1.09450412280315601e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile241)_ 1.09446259998773110e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile242)_ 1.09442083022133607e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile243)_ 1.09437881227849210e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile244)_ 1.09433654404032632e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile245)_ 1.09429398738983119e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile246)_ 1.09425117860692511e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile247)_ 1.09420811641164883e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile248)_ 1.09416479951011514e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile249)_ 1.09412122659432298e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile250)_ 1.09407739634196899e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile251)_ 1.09403330741625537e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile252)_ 1.09398895846569433e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile253)_ 1.09394434812390862e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile254)_ 1.09389947500942997e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile255)_ 1.09385433772549212e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile256)_ 1.09380893485982167e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile257)_ 1.09376326498442311e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile258)_ 1.09371732665536303e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile259)_ 1.09367111841254694e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile260)_ 1.09362463877949501e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile261)_ 1.09357790104960717e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile262)_ 1.09353089766478129e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile263)_ 1.09348361847738018e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile264)_ 1.09343606194340315e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile265)_ 1.09338822650127332e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile266)_ 1.09334011057158764e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile267)_ 1.09329171255685864e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile268)_ 1.09324303084125463e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile269)_ 1.09319406379033235e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile270)_ 1.09314480975076633e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile271)_ 1.09309526705007265e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile272)_ 1.09304543399632670e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile273)_ 1.09299530887787677e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile274)_ 1.09294488996305073e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile275)_ 1.09289417549985868e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile276)_ 1.09284316186442765e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile277)_ 1.09279184879366653e+00 OP 
