# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g73e73cf66" 
Date_of_run______________________________________________________________ (date)_________________________ "22/01/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "11:47" 
User_____________________________________________________________________ (username)_____________________     "runner" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________ "ST Regression" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________           "" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           "" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/st_regression.IN.DAT" 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________           -5 
# Numerics #
# PROCESS found a feasible solution #
Total_plasma_pressure_at_point_138_______________________________________ (pres_plasma_thermal_total_profile138)_ 1.01986052214879822e+06 
Total_plasma_pressure_at_point_139_______________________________________ (pres_plasma_thermal_total_profile139)_ 1.01712703515358211e+06 
Total_plasma_pressure_at_point_140_______________________________________ (pres_plasma_thermal_total_profile140)_ 1.01437817885460565e+06 
Total_plasma_pressure_at_point_141_______________________________________ (pres_plasma_thermal_total_profile141)_ 1.01161404566539172e+06 
Total_plasma_pressure_at_point_142_______________________________________ (pres_plasma_thermal_total_profile142)_ 1.00883472859411873e+06 
Total_plasma_pressure_at_point_143_______________________________________ (pres_plasma_thermal_total_profile143)_ 1.00604032124207122e+06 
Total_plasma_pressure_at_point_144_______________________________________ (pres_plasma_thermal_total_profile144)_ 1.00323091780207236e+06 
Total_plasma_pressure_at_point_145_______________________________________ (pres_plasma_thermal_total_profile145)_ 1.00040661305690429e+06 
Total_plasma_pressure_at_point_146_______________________________________ (pres_plasma_thermal_total_profile146)_ 9.97567502377711004e+05 
Total_plasma_pressure_at_point_147_______________________________________ (pres_plasma_thermal_total_profile147)_ 9.94713681722387904e+05 
Total_plasma_pressure_at_point_148_______________________________________ (pres_plasma_thermal_total_profile148)_ 9.91845247633954976e+05 
Total_plasma_pressure_at_point_149_______________________________________ (pres_plasma_thermal_total_profile149)_ 9.88962297238916392e+05 
Total_plasma_pressure_at_point_150_______________________________________ (pres_plasma_thermal_total_profile150)_ 9.86064928245601244e+05 
Total_plasma_pressure_at_point_151_______________________________________ (pres_plasma_thermal_total_profile151)_ 9.83153238942491822e+05 
Total_plasma_pressure_at_point_152_______________________________________ (pres_plasma_thermal_total_profile152)_ 9.80227328196536284e+05 
Total_plasma_pressure_at_point_153_______________________________________ (pres_plasma_thermal_total_profile153)_ 9.77287295451442944e+05 
Total_plasma_pressure_at_point_154_______________________________________ (pres_plasma_thermal_total_profile154)_ 9.74333240725959418e+05 
Total_plasma_pressure_at_point_155_______________________________________ (pres_plasma_thermal_total_profile155)_ 9.71365264612138737e+05 
Total_plasma_pressure_at_point_156_______________________________________ (pres_plasma_thermal_total_profile156)_ 9.68383468273586128e+05 
Total_plasma_pressure_at_point_157_______________________________________ (pres_plasma_thermal_total_profile157)_ 9.65387953443688690e+05 
Total_plasma_pressure_at_point_158_______________________________________ (pres_plasma_thermal_total_profile158)_ 9.62378822423833190e+05 
Total_plasma_pressure_at_point_159_______________________________________ (pres_plasma_thermal_total_profile159)_ 9.59356178081603721e+05 
Total_plasma_pressure_at_point_160_______________________________________ (pres_plasma_thermal_total_profile160)_ 9.56320123848962365e+05 
Total_plasma_pressure_at_point_161_______________________________________ (pres_plasma_thermal_total_profile161)_ 9.53270763720416231e+05 
Total_plasma_pressure_at_point_162_______________________________________ (pres_plasma_thermal_total_profile162)_ 9.50208202251165174e+05 
Total_plasma_pressure_at_point_163_______________________________________ (pres_plasma_thermal_total_profile163)_ 9.47132544555232744e+05 
Total_plasma_pressure_at_point_164_______________________________________ (pres_plasma_thermal_total_profile164)_ 9.44043896303580492e+05 
Total_plasma_pressure_at_point_165_______________________________________ (pres_plasma_thermal_total_profile165)_ 9.40942363722206326e+05 
Total_plasma_pressure_at_point_166_______________________________________ (pres_plasma_thermal_total_profile166)_ 9.37828053590222029e+05 
Total_plasma_pressure_at_point_167_______________________________________ (pres_plasma_thermal_total_profile167)_ 9.34701073237917270e+05 
Total_plasma_pressure_at_point_168_______________________________________ (pres_plasma_thermal_total_profile168)_ 9.31561530544802547e+05 
Total_plasma_pressure_at_point_169_______________________________________ (pres_plasma_thermal_total_profile169)_ 9.28409533937636530e+05 
Total_plasma_pressure_at_point_170_______________________________________ (pres_plasma_thermal_total_profile170)_ 9.25245192388435476e+05 
Total_plasma_pressure_at_point_171_______________________________________ (pres_plasma_thermal_total_profile171)_ 9.22068615412461921e+05 
Total_plasma_pressure_at_point_172_______________________________________ (pres_plasma_thermal_total_profile172)_ 9.18879913066199515e+05 
Total_plasma_pressure_at_point_173_______________________________________ (pres_plasma_thermal_total_profile173)_ 9.15679195945303771e+05 
Total_plasma_pressure_at_point_174_______________________________________ (pres_plasma_thermal_total_profile174)_ 9.12466575182541274e+05 
Total_plasma_pressure_at_point_175_______________________________________ (pres_plasma_thermal_total_profile175)_ 9.09242162445703754e+05 
Total_plasma_pressure_at_point_176_______________________________________ (pres_plasma_thermal_total_profile176)_ 9.06006069935506675e+05 
Total_plasma_pressure_at_point_177_______________________________________ (pres_plasma_thermal_total_profile177)_ 9.02758410383469192e+05 
Total_plasma_pressure_at_point_178_______________________________________ (pres_plasma_thermal_total_profile178)_ 8.99499297049771762e+05 
Total_plasma_pressure_at_point_179_______________________________________ (pres_plasma_thermal_total_profile179)_ 8.96228843721099896e+05 
Total_plasma_pressure_at_point_180_______________________________________ (pres_plasma_thermal_total_profile180)_ 8.92947164708460681e+05 
Total_plasma_pressure_at_point_181_______________________________________ (pres_plasma_thermal_total_profile181)_ 8.89654374844988575e+05 
Total_plasma_pressure_at_point_182_______________________________________ (pres_plasma_thermal_total_profile182)_ 8.86350589483723510e+05 
Total_plasma_pressure_at_point_183_______________________________________ (pres_plasma_thermal_total_profile183)_ 8.83035924495374784e+05 
Total_plasma_pressure_at_point_184_______________________________________ (pres_plasma_thermal_total_profile184)_ 8.79710496266060509e+05 
Total_plasma_pressure_at_point_185_______________________________________ (pres_plasma_thermal_total_profile185)_ 8.76374421695029596e+05 
Total_plasma_pressure_at_point_186_______________________________________ (pres_plasma_thermal_total_profile186)_ 8.73027818192362320e+05 
Total_plasma_pressure_at_point_187_______________________________________ (pres_plasma_thermal_total_profile187)_ 8.69670803676649230e+05 
Total_plasma_pressure_at_point_188_______________________________________ (pres_plasma_thermal_total_profile188)_ 8.66303496572650736e+05 
Total_plasma_pressure_at_point_189_______________________________________ (pres_plasma_thermal_total_profile189)_ 8.62926015808933764e+05 
Total_plasma_pressure_at_point_190_______________________________________ (pres_plasma_thermal_total_profile190)_ 8.59538480815490242e+05 
Total_plasma_pressure_at_point_191_______________________________________ (pres_plasma_thermal_total_profile191)_ 8.56141011521328706e+05 
Total_plasma_pressure_at_point_192_______________________________________ (pres_plasma_thermal_total_profile192)_ 8.52733728352052160e+05 
Total_plasma_pressure_at_point_193_______________________________________ (pres_plasma_thermal_total_profile193)_ 8.49316752227404388e+05 
Total_plasma_pressure_at_point_194_______________________________________ (pres_plasma_thermal_total_profile194)_ 8.45890204558804049e+05 
Total_plasma_pressure_at_point_195_______________________________________ (pres_plasma_thermal_total_profile195)_ 8.42454207246846519e+05 
Total_plasma_pressure_at_point_196_______________________________________ (pres_plasma_thermal_total_profile196)_ 8.39008882678794675e+05 
Total_plasma_pressure_at_point_197_______________________________________ (pres_plasma_thermal_total_profile197)_ 8.35554353726034286e+05 
Total_plasma_pressure_at_point_198_______________________________________ (pres_plasma_thermal_total_profile198)_ 8.32090743741517188e+05 
Total_plasma_pressure_at_point_199_______________________________________ (pres_plasma_thermal_total_profile199)_ 8.28618176557175815e+05 
Total_plasma_pressure_at_point_200_______________________________________ (pres_plasma_thermal_total_profile200)_ 8.25136776481313864e+05 
Total_plasma_pressure_at_point_201_______________________________________ (pres_plasma_thermal_total_profile201)_ 8.21646668295978103e+05 
Total_plasma_pressure_at_point_202_______________________________________ (pres_plasma_thermal_total_profile202)_ 8.18147977254299680e+05 
Total_plasma_pressure_at_point_203_______________________________________ (pres_plasma_thermal_total_profile203)_ 8.14640829077817616e+05 
Total_plasma_pressure_at_point_204_______________________________________ (pres_plasma_thermal_total_profile204)_ 8.11125349953773548e+05 
Total_plasma_pressure_at_point_205_______________________________________ (pres_plasma_thermal_total_profile205)_ 8.07601666532384465e+05 
Total_plasma_pressure_at_point_206_______________________________________ (pres_plasma_thermal_total_profile206)_ 8.04069905924089020e+05 
Total_plasma_pressure_at_point_207_______________________________________ (pres_plasma_thermal_total_profile207)_ 8.00530195696769631e+05 
Total_plasma_pressure_at_point_208_______________________________________ (pres_plasma_thermal_total_profile208)_ 7.96982663872949197e+05 
Total_plasma_pressure_at_point_209_______________________________________ (pres_plasma_thermal_total_profile209)_ 7.93427438926962204e+05 
Total_plasma_pressure_at_point_210_______________________________________ (pres_plasma_thermal_total_profile210)_ 7.89864649782099295e+05 
Total_plasma_pressure_at_point_211_______________________________________ (pres_plasma_thermal_total_profile211)_ 7.86294425807726686e+05 
Total_plasma_pressure_at_point_212_______________________________________ (pres_plasma_thermal_total_profile212)_ 7.82716896816378459e+05 
Total_plasma_pressure_at_point_213_______________________________________ (pres_plasma_thermal_total_profile213)_ 7.79132193060822319e+05 
Total_plasma_pressure_at_point_214_______________________________________ (pres_plasma_thermal_total_profile214)_ 7.75540445231098915e+05 
Total_plasma_pressure_at_point_215_______________________________________ (pres_plasma_thermal_total_profile215)_ 7.71941784451533575e+05 
Total_plasma_pressure_at_point_216_______________________________________ (pres_plasma_thermal_total_profile216)_ 7.68336342277719406e+05 
Total_plasma_pressure_at_point_217_______________________________________ (pres_plasma_thermal_total_profile217)_ 7.64724250693473616e+05 
Total_plasma_pressure_at_point_218_______________________________________ (pres_plasma_thermal_total_profile218)_ 7.61105642107767053e+05 
Total_plasma_pressure_at_point_219_______________________________________ (pres_plasma_thermal_total_profile219)_ 7.57480649351621978e+05 
Total_plasma_pressure_at_point_220_______________________________________ (pres_plasma_thermal_total_profile220)_ 7.53849405674983514e+05 
Total_plasma_pressure_at_point_221_______________________________________ (pres_plasma_thermal_total_profile221)_ 7.50212044743561652e+05 
Total_plasma_pressure_at_point_222_______________________________________ (pres_plasma_thermal_total_profile222)_ 7.46568700635643443e+05 
Total_plasma_pressure_at_point_223_______________________________________ (pres_plasma_thermal_total_profile223)_ 7.42919507838873193e+05 
Total_plasma_pressure_at_point_224_______________________________________ (pres_plasma_thermal_total_profile224)_ 7.39264601247008657e+05 
Total_plasma_pressure_at_point_225_______________________________________ (pres_plasma_thermal_total_profile225)_ 7.35604116156639997e+05 
Total_plasma_pressure_at_point_226_______________________________________ (pres_plasma_thermal_total_profile226)_ 7.31938188263881719e+05 
Total_plasma_pressure_at_point_227_______________________________________ (pres_plasma_thermal_total_profile227)_ 7.28266953661032254e+05 
Total_plasma_pressure_at_point_228_______________________________________ (pres_plasma_thermal_total_profile228)_ 7.24590548833203153e+05 
Total_plasma_pressure_at_point_229_______________________________________ (pres_plasma_thermal_total_profile229)_ 7.20909110654914519e+05 
Total_plasma_pressure_at_point_230_______________________________________ (pres_plasma_thermal_total_profile230)_ 7.17222776386659360e+05 
Total_plasma_pressure_at_point_231_______________________________________ (pres_plasma_thermal_total_profile231)_ 7.13531683671435690e+05 
Total_plasma_pressure_at_point_232_______________________________________ (pres_plasma_thermal_total_profile232)_ 7.09835970531244762e+05 
Total_plasma_pressure_at_point_233_______________________________________ (pres_plasma_thermal_total_profile233)_ 7.06135775363555178e+05 
Total_plasma_pressure_at_point_234_______________________________________ (pres_plasma_thermal_total_profile234)_ 7.02431236937735695e+05 
Total_plasma_pressure_at_point_235_______________________________________ (pres_plasma_thermal_total_profile235)_ 6.98722494391450426e+05 
Total_plasma_pressure_at_point_236_______________________________________ (pres_plasma_thermal_total_profile236)_ 6.95009687227021903e+05 
Total_plasma_pressure_at_point_237_______________________________________ (pres_plasma_thermal_total_profile237)_ 6.91292955307757715e+05 
Total_plasma_pressure_at_point_238_______________________________________ (pres_plasma_thermal_total_profile238)_ 6.87572438854243141e+05 
Total_plasma_pressure_at_point_239_______________________________________ (pres_plasma_thermal_total_profile239)_ 6.83848278440594673e+05 
Total_plasma_pressure_at_point_240_______________________________________ (pres_plasma_thermal_total_profile240)_ 6.80120614990681293e+05 
Total_plasma_pressure_at_point_241_______________________________________ (pres_plasma_thermal_total_profile241)_ 6.76389589774304535e+05 
Total_plasma_pressure_at_point_242_______________________________________ (pres_plasma_thermal_total_profile242)_ 6.72655344403344323e+05 
Total_plasma_pressure_at_point_243_______________________________________ (pres_plasma_thermal_total_profile243)_ 6.68918020827865927e+05 
Total_plasma_pressure_at_point_244_______________________________________ (pres_plasma_thermal_total_profile244)_ 6.65177761332187802e+05 
Total_plasma_pressure_at_point_245_______________________________________ (pres_plasma_thermal_total_profile245)_ 6.61434708530912176e+05 
Total_plasma_pressure_at_point_246_______________________________________ (pres_plasma_thermal_total_profile246)_ 6.57689005364914192e+05 
Total_plasma_pressure_at_point_247_______________________________________ (pres_plasma_thermal_total_profile247)_ 6.53940795097293332e+05 
Total_plasma_pressure_at_point_248_______________________________________ (pres_plasma_thermal_total_profile248)_ 6.50190221309282584e+05 
Total_plasma_pressure_at_point_249_______________________________________ (pres_plasma_thermal_total_profile249)_ 6.46437427896117442e+05 
Total_plasma_pressure_at_point_250_______________________________________ (pres_plasma_thermal_total_profile250)_ 6.42682559062865097e+05 
Total_plasma_pressure_at_point_251_______________________________________ (pres_plasma_thermal_total_profile251)_ 6.38925759320206707e+05 
Total_plasma_pressure_at_point_252_______________________________________ (pres_plasma_thermal_total_profile252)_ 6.35167173480183817e+05 
Total_plasma_pressure_at_point_253_______________________________________ (pres_plasma_thermal_total_profile253)_ 6.31406946651895065e+05 
Total_plasma_pressure_at_point_254_______________________________________ (pres_plasma_thermal_total_profile254)_ 6.27645224237152841e+05 
Total_plasma_pressure_at_point_255_______________________________________ (pres_plasma_thermal_total_profile255)_ 6.23882151926095365e+05 
Total_plasma_pressure_at_point_256_______________________________________ (pres_plasma_thermal_total_profile256)_ 6.20117875692752539e+05 
Total_plasma_pressure_at_point_257_______________________________________ (pres_plasma_thermal_total_profile257)_ 6.16352541790565359e+05 
Total_plasma_pressure_at_point_258_______________________________________ (pres_plasma_thermal_total_profile258)_ 6.12586296747862361e+05 
Total_plasma_pressure_at_point_259_______________________________________ (pres_plasma_thermal_total_profile259)_ 6.08819287363284733e+05 
Total_plasma_pressure_at_point_260_______________________________________ (pres_plasma_thermal_total_profile260)_ 6.05051660701167071e+05 
Total_plasma_pressure_at_point_261_______________________________________ (pres_plasma_thermal_total_profile261)_ 6.01283564086869243e+05 
Total_plasma_pressure_at_point_262_______________________________________ (pres_plasma_thermal_total_profile262)_ 5.97515145102056558e+05 
Total_plasma_pressure_at_point_263_______________________________________ (pres_plasma_thermal_total_profile263)_ 5.93746551579933963e+05 
Total_plasma_pressure_at_point_264_______________________________________ (pres_plasma_thermal_total_profile264)_ 5.89977931600427022e+05 
Total_plasma_pressure_at_point_265_______________________________________ (pres_plasma_thermal_total_profile265)_ 5.86209433485313552e+05 
Total_plasma_pressure_at_point_266_______________________________________ (pres_plasma_thermal_total_profile266)_ 5.82441205793300294e+05 
Total_plasma_pressure_at_point_267_______________________________________ (pres_plasma_thermal_total_profile267)_ 5.78673397315051407e+05 
Total_plasma_pressure_at_point_268_______________________________________ (pres_plasma_thermal_total_profile268)_ 5.74906157068158267e+05 
Total_plasma_pressure_at_point_269_______________________________________ (pres_plasma_thermal_total_profile269)_ 5.71139634292058414e+05 
Total_plasma_pressure_at_point_270_______________________________________ (pres_plasma_thermal_total_profile270)_ 5.67373978442898486e+05 
Total_plasma_pressure_at_point_271_______________________________________ (pres_plasma_thermal_total_profile271)_ 5.63609339188339422e+05 
Total_plasma_pressure_at_point_272_______________________________________ (pres_plasma_thermal_total_profile272)_ 5.59845866402307292e+05 
Total_plasma_pressure_at_point_273_______________________________________ (pres_plasma_thermal_total_profile273)_ 5.56083710159683484e+05 
Total_plasma_pressure_at_point_274_______________________________________ (pres_plasma_thermal_total_profile274)_ 5.52323020730938297e+05 
Total_plasma_pressure_at_point_275_______________________________________ (pres_plasma_thermal_total_profile275)_ 5.48563948576704366e+05 
Total_plasma_pressure_at_point_276_______________________________________ (pres_plasma_thermal_total_profile276)_ 5.44806644342288724e+05 
Total_plasma_pressure_at_point_277_______________________________________ (pres_plasma_thermal_total_profile277)_ 5.41051258852123399e+05 
Total_plasma_pressure_at_point_278_______________________________________ (pres_plasma_thermal_total_profile278)_ 5.37297943104153150e+05 
Total_plasma_pressure_at_point_279_______________________________________ (pres_plasma_thermal_total_profile279)_ 5.33546848264161730e+05 
Total_plasma_pressure_at_point_280_______________________________________ (pres_plasma_thermal_total_profile280)_ 5.29798125660029473e+05 
Total_plasma_pressure_at_point_281_______________________________________ (pres_plasma_thermal_total_profile281)_ 5.26051926775928820e+05 
Total_plasma_pressure_at_point_282_______________________________________ (pres_plasma_thermal_total_profile282)_ 5.22308403246451169e+05 
Total_plasma_pressure_at_point_283_______________________________________ (pres_plasma_thermal_total_profile283)_ 5.18567706850665039e+05 
Total_plasma_pressure_at_point_284_______________________________________ (pres_plasma_thermal_total_profile284)_ 5.14829989506107871e+05 
Total_plasma_pressure_at_point_285_______________________________________ (pres_plasma_thermal_total_profile285)_ 5.11095403262704553e+05 
Total_plasma_pressure_at_point_286_______________________________________ (pres_plasma_thermal_total_profile286)_ 5.07364100296615914e+05 
Total_plasma_pressure_at_point_287_______________________________________ (pres_plasma_thermal_total_profile287)_ 5.03636232904014003e+05 
Total_plasma_pressure_at_point_288_______________________________________ (pres_plasma_thermal_total_profile288)_ 4.99911953494784015e+05 
Total_plasma_pressure_at_point_289_______________________________________ (pres_plasma_thermal_total_profile289)_ 4.96191414586150437e+05 
Total_plasma_pressure_at_point_290_______________________________________ (pres_plasma_thermal_total_profile290)_ 4.92474768796226592e+05 
Total_plasma_pressure_at_point_291_______________________________________ (pres_plasma_thermal_total_profile291)_ 4.88762168837485719e+05 
Total_plasma_pressure_at_point_292_______________________________________ (pres_plasma_thermal_total_profile292)_ 4.85053767510153935e+05 
Total_plasma_pressure_at_point_293_______________________________________ (pres_plasma_thermal_total_profile293)_ 4.81349717695521133e+05 
Total_plasma_pressure_at_point_294_______________________________________ (pres_plasma_thermal_total_profile294)_ 4.77650172349170549e+05 
Total_plasma_pressure_at_point_295_______________________________________ (pres_plasma_thermal_total_profile295)_ 4.73955284494124237e+05 
Total_plasma_pressure_at_point_296_______________________________________ (pres_plasma_thermal_total_profile296)_ 4.70265207213902613e+05 
Total_plasma_pressure_at_point_297_______________________________________ (pres_plasma_thermal_total_profile297)_ 4.66580093645498739e+05 
Total_plasma_pressure_at_point_298_______________________________________ (pres_plasma_thermal_total_profile298)_ 4.62900096972262370e+05 
Total_plasma_pressure_at_point_299_______________________________________ (pres_plasma_thermal_total_profile299)_ 4.59225370416694437e+05 
Total_plasma_pressure_at_point_300_______________________________________ (pres_plasma_thermal_total_profile300)_ 4.55556067233151000e+05 
Total_plasma_pressure_at_point_301_______________________________________ (pres_plasma_thermal_total_profile301)_ 4.51892340700450586e+05 
Total_plasma_pressure_at_point_302_______________________________________ (pres_plasma_thermal_total_profile302)_ 4.48234344114389969e+05 
Total_plasma_pressure_at_point_303_______________________________________ (pres_plasma_thermal_total_profile303)_ 4.44582230780159589e+05 
Total_plasma_pressure_at_point_304_______________________________________ (pres_plasma_thermal_total_profile304)_ 4.40936154004661134e+05 
Total_plasma_pressure_at_point_305_______________________________________ (pres_plasma_thermal_total_profile305)_ 4.37296267088724126e+05 
Total_plasma_pressure_at_point_306_______________________________________ (pres_plasma_thermal_total_profile306)_ 4.33662723319219134e+05 
Total_plasma_pressure_at_point_307_______________________________________ (pres_plasma_thermal_total_profile307)_ 4.30035675961065921e+05 
Total_plasma_pressure_at_point_308_______________________________________ (pres_plasma_thermal_total_profile308)_ 4.26415278249134193e+05 
Total_plasma_pressure_at_point_309_______________________________________ (pres_plasma_thermal_total_profile309)_ 4.22801683380035916e+05 
Total_plasma_pressure_at_point_310_______________________________________ (pres_plasma_thermal_total_profile310)_ 4.19195044503804296e+05 
Total_plasma_pressure_at_point_311_______________________________________ (pres_plasma_thermal_total_profile311)_ 4.15595514715459780e+05 
Total_plasma_pressure_at_point_312_______________________________________ (pres_plasma_thermal_total_profile312)_ 4.12003247046461096e+05 
Total_plasma_pressure_at_point_313_______________________________________ (pres_plasma_thermal_total_profile313)_ 4.08418394456034643e+05 
Total_plasma_pressure_at_point_314_______________________________________ (pres_plasma_thermal_total_profile314)_ 4.04841109822385013e+05 
Total_plasma_pressure_at_point_315_______________________________________ (pres_plasma_thermal_total_profile315)_ 4.01271545933781657e+05 
Total_plasma_pressure_at_point_316_______________________________________ (pres_plasma_thermal_total_profile316)_ 3.97709855479517602e+05 
Total_plasma_pressure_at_point_317_______________________________________ (pres_plasma_thermal_total_profile317)_ 3.94156191040741047e+05 
Total_plasma_pressure_at_point_318_______________________________________ (pres_plasma_thermal_total_profile318)_ 3.90610705081152963e+05 
Total_plasma_pressure_at_point_319_______________________________________ (pres_plasma_thermal_total_profile319)_ 3.87073549937571515e+05 
Total_plasma_pressure_at_point_320_______________________________________ (pres_plasma_thermal_total_profile320)_ 3.83544877810358885e+05 
Total_plasma_pressure_at_point_321_______________________________________ (pres_plasma_thermal_total_profile321)_ 3.80024840753705241e+05 
Total_plasma_pressure_at_point_322_______________________________________ (pres_plasma_thermal_total_profile322)_ 3.76513590665771975e+05 
Total_plasma_pressure_at_point_323_______________________________________ (pres_plasma_thermal_total_profile323)_ 3.73011279278683593e+05 
Total_plasma_pressure_at_point_324_______________________________________ (pres_plasma_thermal_total_profile324)_ 3.69518058148373326e+05 
Total_plasma_pressure_at_point_325_______________________________________ (pres_plasma_thermal_total_profile325)_ 3.66034078644271358e+05 
Total_plasma_pressure_at_point_326_______________________________________ (pres_plasma_thermal_total_profile326)_ 3.62559491938838793e+05 
Total_plasma_pressure_at_point_327_______________________________________ (pres_plasma_thermal_total_profile327)_ 3.59094448996936204e+05 
Total_plasma_pressure_at_point_328_______________________________________ (pres_plasma_thermal_total_profile328)_ 3.55639100565031171e+05 
Total_plasma_pressure_at_point_329_______________________________________ (pres_plasma_thermal_total_profile329)_ 3.52193597160234698e+05 
Total_plasma_pressure_at_point_330_______________________________________ (pres_plasma_thermal_total_profile330)_ 3.48758089059164864e+05 
Total_plasma_pressure_at_point_331_______________________________________ (pres_plasma_thermal_total_profile331)_ 3.45332726286634919e+05 
Total_plasma_pressure_at_point_332_______________________________________ (pres_plasma_thermal_total_profile332)_ 3.41917658604157274e+05 
Total_plasma_pressure_at_point_333_______________________________________ (pres_plasma_thermal_total_profile333)_ 3.38513035498263896e+05 
Total_plasma_pressure_at_point_334_______________________________________ (pres_plasma_thermal_total_profile334)_ 3.35119006168635678e+05 
Total_plasma_pressure_at_point_335_______________________________________ (pres_plasma_thermal_total_profile335)_ 3.31735719516036450e+05 
Total_plasma_pressure_at_point_336_______________________________________ (pres_plasma_thermal_total_profile336)_ 3.28363324130046181e+05 
Total_plasma_pressure_at_point_337_______________________________________ (pres_plasma_thermal_total_profile337)_ 3.25001968276591098e+05 
Total_plasma_pressure_at_point_338_______________________________________ (pres_plasma_thermal_total_profile338)_ 3.21651799885260640e+05 
Total_plasma_pressure_at_point_339_______________________________________ (pres_plasma_thermal_total_profile339)_ 3.18312966536411201e+05 
Total_plasma_pressure_at_point_340_______________________________________ (pres_plasma_thermal_total_profile340)_ 3.14985615448046825e+05 
Total_plasma_pressure_at_point_341_______________________________________ (pres_plasma_thermal_total_profile341)_ 3.11669893462473294e+05 
Total_plasma_pressure_at_point_342_______________________________________ (pres_plasma_thermal_total_profile342)_ 3.08365947032718570e+05 
Total_plasma_pressure_at_point_343_______________________________________ (pres_plasma_thermal_total_profile343)_ 3.05073922208714474e+05 
Total_plasma_pressure_at_point_344_______________________________________ (pres_plasma_thermal_total_profile344)_ 3.01793964623231732e+05 
Total_plasma_pressure_at_point_345_______________________________________ (pres_plasma_thermal_total_profile345)_ 2.98526219477562525e+05 
Total_plasma_pressure_at_point_346_______________________________________ (pres_plasma_thermal_total_profile346)_ 2.95270831526944181e+05 
Total_plasma_pressure_at_point_347_______________________________________ (pres_plasma_thermal_total_profile347)_ 2.92027945065715176e+05 
Total_plasma_pressure_at_point_348_______________________________________ (pres_plasma_thermal_total_profile348)_ 2.88797703912197670e+05 
Total_plasma_pressure_at_point_349_______________________________________ (pres_plasma_thermal_total_profile349)_ 2.85580251393297920e+05 
Total_plasma_pressure_at_point_350_______________________________________ (pres_plasma_thermal_total_profile350)_ 2.82375730328816688e+05 
Total_plasma_pressure_at_point_351_______________________________________ (pres_plasma_thermal_total_profile351)_ 2.79184283015461697e+05 
Total_plasma_pressure_at_point_352_______________________________________ (pres_plasma_thermal_total_profile352)_ 2.76006051210552687e+05 
Total_plasma_pressure_at_point_353_______________________________________ (pres_plasma_thermal_total_profile353)_ 2.72841176115411334e+05 
Total_plasma_pressure_at_point_354_______________________________________ (pres_plasma_thermal_total_profile354)_ 2.69689798358425614e+05 
Total_plasma_pressure_at_point_355_______________________________________ (pres_plasma_thermal_total_profile355)_ 2.66552057977778954e+05 
Total_plasma_pressure_at_point_356_______________________________________ (pres_plasma_thermal_total_profile356)_ 2.63428094403834839e+05 
Total_plasma_pressure_at_point_357_______________________________________ (pres_plasma_thermal_total_profile357)_ 2.60318046441166283e+05 
Total_plasma_pressure_at_point_358_______________________________________ (pres_plasma_thermal_total_profile358)_ 2.57222052250218025e+05 
Total_plasma_pressure_at_point_359_______________________________________ (pres_plasma_thermal_total_profile359)_ 2.54140249328592152e+05 
Total_plasma_pressure_at_point_360_______________________________________ (pres_plasma_thermal_total_profile360)_ 2.51072774491942982e+05 
Total_plasma_pressure_at_point_361_______________________________________ (pres_plasma_thermal_total_profile361)_ 2.48019763854471414e+05 
Total_plasma_pressure_at_point_362_______________________________________ (pres_plasma_thermal_total_profile362)_ 2.44981352809003554e+05 
Total_plasma_pressure_at_point_363_______________________________________ (pres_plasma_thermal_total_profile363)_ 2.41957676006641472e+05 
Total_plasma_pressure_at_point_364_______________________________________ (pres_plasma_thermal_total_profile364)_ 2.38948867335973657e+05 
Total_plasma_pressure_at_point_365_______________________________________ (pres_plasma_thermal_total_profile365)_ 2.35955059901825618e+05 
Total_plasma_pressure_at_point_366_______________________________________ (pres_plasma_thermal_total_profile366)_ 2.32976386003542983e+05 
Total_plasma_pressure_at_point_367_______________________________________ (pres_plasma_thermal_total_profile367)_ 2.30012977112783177e+05 
Total_plasma_pressure_at_point_368_______________________________________ (pres_plasma_thermal_total_profile368)_ 2.27064963850806438e+05 
Total_plasma_pressure_at_point_369_______________________________________ (pres_plasma_thermal_total_profile369)_ 2.24132475965242978e+05 
Total_plasma_pressure_at_point_370_______________________________________ (pres_plasma_thermal_total_profile370)_ 2.21215642306322668e+05 
Total_plasma_pressure_at_point_371_______________________________________ (pres_plasma_thermal_total_profile371)_ 2.18314590802545543e+05 
Total_plasma_pressure_at_point_372_______________________________________ (pres_plasma_thermal_total_profile372)_ 2.15429448435774742e+05 
Total_plasma_pressure_at_point_373_______________________________________ (pres_plasma_thermal_total_profile373)_ 2.12560341215731401e+05 
Total_plasma_pressure_at_point_374_______________________________________ (pres_plasma_thermal_total_profile374)_ 2.09707394153868372e+05 
