# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g93331596b" 
He_concentration_at_point_454____________________________________________ (f_nd_impurity_electrons1_454)_ 1.56231286761851453e+19 OP 
He_concentration_at_point_455____________________________________________ (f_nd_impurity_electrons1_455)_ 1.55090928985432924e+19 OP 
He_concentration_at_point_456____________________________________________ (f_nd_impurity_electrons1_456)_ 1.53932221342808125e+19 OP 
He_concentration_at_point_457____________________________________________ (f_nd_impurity_electrons1_457)_ 1.52754486698691666e+19 OP 
He_concentration_at_point_458____________________________________________ (f_nd_impurity_electrons1_458)_ 1.51557006034595267e+19 OP 
He_concentration_at_point_459____________________________________________ (f_nd_impurity_electrons1_459)_ 1.50339014787367281e+19 OP 
He_concentration_at_point_460____________________________________________ (f_nd_impurity_electrons1_460)_ 1.49099698769511793e+19 OP 
He_concentration_at_point_461____________________________________________ (f_nd_impurity_electrons1_461)_ 1.47838189611751444e+19 OP 
He_concentration_at_point_462____________________________________________ (f_nd_impurity_electrons1_462)_ 1.46553559658060145e+19 OP 
He_concentration_at_point_463____________________________________________ (f_nd_impurity_electrons1_463)_ 1.45244816231077212e+19 OP 
He_concentration_at_point_464____________________________________________ (f_nd_impurity_electrons1_464)_ 1.43910895170928722e+19 OP 
He_concentration_at_point_465____________________________________________ (f_nd_impurity_electrons1_465)_ 1.42550653532403220e+19 OP 
He_concentration_at_point_466____________________________________________ (f_nd_impurity_electrons1_466)_ 1.41162861303362580e+19 OP 
He_concentration_at_point_467____________________________________________ (f_nd_impurity_electrons1_467)_ 1.39746191980182815e+19 OP 
He_concentration_at_point_468____________________________________________ (f_nd_impurity_electrons1_468)_ 1.38299211802596024e+19 OP 
He_concentration_at_point_469____________________________________________ (f_nd_impurity_electrons1_469)_ 1.36820367408797942e+19 OP 
He_concentration_at_point_470____________________________________________ (f_nd_impurity_electrons1_470)_ 1.35307971619826401e+19 OP 
He_concentration_at_point_471____________________________________________ (f_nd_impurity_electrons1_471)_ 1.33760186996978278e+19 OP 
He_concentration_at_point_472____________________________________________ (f_nd_impurity_electrons1_472)_ 1.32175006733374136e+19 OP 
He_concentration_at_point_473____________________________________________ (f_nd_impurity_electrons1_473)_ 1.30550232335262167e+19 OP 
He_concentration_at_point_474____________________________________________ (f_nd_impurity_electrons1_474)_ 1.28883447412839956e+19 OP 
He_concentration_at_point_475____________________________________________ (f_nd_impurity_electrons1_475)_ 1.27171986724058440e+19 OP 
He_concentration_at_point_476____________________________________________ (f_nd_impurity_electrons1_476)_ 1.25412899383833293e+19 OP 
He_concentration_at_point_477____________________________________________ (f_nd_impurity_electrons1_477)_ 1.23602904845304381e+19 OP 
He_concentration_at_point_478____________________________________________ (f_nd_impurity_electrons1_478)_ 1.21738339850697933e+19 OP 
He_concentration_at_point_479____________________________________________ (f_nd_impurity_electrons1_479)_ 1.19815093995653837e+19 OP 
He_concentration_at_point_480____________________________________________ (f_nd_impurity_electrons1_480)_ 1.17828530791976878e+19 OP 
He_concentration_at_point_481____________________________________________ (f_nd_impurity_electrons1_481)_ 1.15773390059236475e+19 OP 
He_concentration_at_point_482____________________________________________ (f_nd_impurity_electrons1_482)_ 1.13643665988214170e+19 OP 
He_concentration_at_point_483____________________________________________ (f_nd_impurity_electrons1_483)_ 1.11432453086482268e+19 OP 
He_concentration_at_point_484____________________________________________ (f_nd_impurity_electrons1_484)_ 1.09131749102635336e+19 OP 
He_concentration_at_point_485____________________________________________ (f_nd_impurity_electrons1_485)_ 1.06732199387710239e+19 OP 
He_concentration_at_point_486____________________________________________ (f_nd_impurity_electrons1_486)_ 1.04222760088252457e+19 OP 
He_concentration_at_point_487____________________________________________ (f_nd_impurity_electrons1_487)_ 1.01590246534005637e+19 OP 
He_concentration_at_point_488____________________________________________ (f_nd_impurity_electrons1_488)_ 9.88187154631637197e+18 OP 
He_concentration_at_point_489____________________________________________ (f_nd_impurity_electrons1_489)_ 9.58886003349247386e+18 OP 
He_concentration_at_point_490____________________________________________ (f_nd_impurity_electrons1_490)_ 9.27754683885902029e+18 OP 
He_concentration_at_point_491____________________________________________ (f_nd_impurity_electrons1_491)_ 8.94481772127655936e+18 OP 
He_concentration_at_point_492____________________________________________ (f_nd_impurity_electrons1_492)_ 8.58660367955435213e+18 OP 
He_concentration_at_point_493____________________________________________ (f_nd_impurity_electrons1_493)_ 8.19742380292236493e+18 OP 
He_concentration_at_point_494____________________________________________ (f_nd_impurity_electrons1_494)_ 7.76960624291146957e+18 OP 
He_concentration_at_point_495____________________________________________ (f_nd_impurity_electrons1_495)_ 7.29186160271834931e+18 OP 
He_concentration_at_point_496____________________________________________ (f_nd_impurity_electrons1_496)_ 6.74640800943973171e+18 OP 
He_concentration_at_point_497____________________________________________ (f_nd_impurity_electrons1_497)_ 6.10234254034295706e+18 OP 
He_concentration_at_point_498____________________________________________ (f_nd_impurity_electrons1_498)_ 5.29684208443156173e+18 OP 
He_concentration_at_point_499____________________________________________ (f_nd_impurity_electrons1_499)_ 4.15727504538221722e+18 OP 
He_concentration_at_point_500____________________________________________ (f_nd_impurity_electrons1_500)_ 0.00000000000000000e+00 OP 
Be_concentration_________________________________________________________ (f_nd_impurity_electrons(03))__ 0.00000000000000000e+00 
C_concentration__________________________________________________________ (f_nd_impurity_electrons(04))__ 0.00000000000000000e+00 
N_concentration__________________________________________________________ (f_nd_impurity_electrons(05))__ 0.00000000000000000e+00 
O_concentration__________________________________________________________ (f_nd_impurity_electrons(06))__ 0.00000000000000000e+00 
Ne_concentration_________________________________________________________ (f_nd_impurity_electrons(07))__ 0.00000000000000000e+00 
Si_concentration_________________________________________________________ (f_nd_impurity_electrons(08))__ 0.00000000000000000e+00 
Ar_concentration_________________________________________________________ (f_nd_impurity_electrons(09))__ 0.00000000000000000e+00 
Fe_concentration_________________________________________________________ (f_nd_impurity_electrons(10))__ 0.00000000000000000e+00 
Ni_concentration_________________________________________________________ (f_nd_impurity_electrons(11))__ 0.00000000000000000e+00 
Kr_concentration_________________________________________________________ (f_nd_impurity_electrons(12))__ 0.00000000000000000e+00 
Xe_concentration_________________________________________________________ (f_nd_impurity_electrons(13))__ 0.00000000000000000e+00 
W_concentration__________________________________________________________ (f_nd_impurity_electrons(14))__ 1.00000000000000008e-05 
W_concentration_at_point_0_______________________________________________ (f_nd_impurity_electrons13_0)__ 2.87236641780552900e+15 OP 
W_concentration_at_point_1_______________________________________________ (f_nd_impurity_electrons13_1)__ 2.87236239648731650e+15 OP 
W_concentration_at_point_2_______________________________________________ (f_nd_impurity_electrons13_2)__ 2.87235033246994500e+15 OP 
W_concentration_at_point_3_______________________________________________ (f_nd_impurity_electrons13_3)__ 2.87233022556521250e+15 OP 
W_concentration_at_point_4_______________________________________________ (f_nd_impurity_electrons13_4)__ 2.87230207545943000e+15 OP 
W_concentration_at_point_5_______________________________________________ (f_nd_impurity_electrons13_5)__ 2.87226588171340950e+15 OP 
W_concentration_at_point_6_______________________________________________ (f_nd_impurity_electrons13_6)__ 2.87222164376242700e+15 OP 
W_concentration_at_point_7_______________________________________________ (f_nd_impurity_electrons13_7)__ 2.87216936091619000e+15 OP 
W_concentration_at_point_8_______________________________________________ (f_nd_impurity_electrons13_8)__ 2.87210903235879100e+15 OP 
W_concentration_at_point_9_______________________________________________ (f_nd_impurity_electrons13_9)__ 2.87204065714865200e+15 OP 
W_concentration_at_point_10______________________________________________ (f_nd_impurity_electrons13_10)_ 2.87196423421846400e+15 OP 
W_concentration_at_point_11______________________________________________ (f_nd_impurity_electrons13_11)_ 2.87187976237511500e+15 OP 
W_concentration_at_point_12______________________________________________ (f_nd_impurity_electrons13_12)_ 2.87178724029961500e+15 OP 
W_concentration_at_point_13______________________________________________ (f_nd_impurity_electrons13_13)_ 2.87168666654700250e+15 OP 
W_concentration_at_point_14______________________________________________ (f_nd_impurity_electrons13_14)_ 2.87157803954625350e+15 OP 
W_concentration_at_point_15______________________________________________ (f_nd_impurity_electrons13_15)_ 2.87146135760017850e+15 OP 
W_concentration_at_point_16______________________________________________ (f_nd_impurity_electrons13_16)_ 2.87133661888530450e+15 OP 
W_concentration_at_point_17______________________________________________ (f_nd_impurity_electrons13_17)_ 2.87120382145176050e+15 OP 
W_concentration_at_point_18______________________________________________ (f_nd_impurity_electrons13_18)_ 2.87106296322314600e+15 OP 
W_concentration_at_point_19______________________________________________ (f_nd_impurity_electrons13_19)_ 2.87091404199639100e+15 OP 
W_concentration_at_point_20______________________________________________ (f_nd_impurity_electrons13_20)_ 2.87075705544161500e+15 OP 
W_concentration_at_point_21______________________________________________ (f_nd_impurity_electrons13_21)_ 2.87059200110196800e+15 OP 
W_concentration_at_point_22______________________________________________ (f_nd_impurity_electrons13_22)_ 2.87041887639346900e+15 OP 
W_concentration_at_point_23______________________________________________ (f_nd_impurity_electrons13_23)_ 2.87023767860483650e+15 OP 
W_concentration_at_point_24______________________________________________ (f_nd_impurity_electrons13_24)_ 2.87004840489730550e+15 OP 
W_concentration_at_point_25______________________________________________ (f_nd_impurity_electrons13_25)_ 2.86985105230444000e+15 OP 
W_concentration_at_point_26______________________________________________ (f_nd_impurity_electrons13_26)_ 2.86964561773193500e+15 OP 
W_concentration_at_point_27______________________________________________ (f_nd_impurity_electrons13_27)_ 2.86943209795741300e+15 OP 
W_concentration_at_point_28______________________________________________ (f_nd_impurity_electrons13_28)_ 2.86921048963020600e+15 OP 
W_concentration_at_point_29______________________________________________ (f_nd_impurity_electrons13_29)_ 2.86898078927113450e+15 OP 
W_concentration_at_point_30______________________________________________ (f_nd_impurity_electrons13_30)_ 2.86874299327227600e+15 OP 
W_concentration_at_point_31______________________________________________ (f_nd_impurity_electrons13_31)_ 2.86849709789672050e+15 OP 
W_concentration_at_point_32______________________________________________ (f_nd_impurity_electrons13_32)_ 2.86824309927832550e+15 OP 
W_concentration_at_point_33______________________________________________ (f_nd_impurity_electrons13_33)_ 2.86798099342145550e+15 OP 
W_concentration_at_point_34______________________________________________ (f_nd_impurity_electrons13_34)_ 2.86771077620071350e+15 OP 
W_concentration_at_point_35______________________________________________ (f_nd_impurity_electrons13_35)_ 2.86743244336066650e+15 OP 
W_concentration_at_point_36______________________________________________ (f_nd_impurity_electrons13_36)_ 2.86714599051556000e+15 OP 
W_concentration_at_point_37______________________________________________ (f_nd_impurity_electrons13_37)_ 2.86685141314902250e+15 OP 
W_concentration_at_point_38______________________________________________ (f_nd_impurity_electrons13_38)_ 2.86654870661376400e+15 OP 
W_concentration_at_point_39______________________________________________ (f_nd_impurity_electrons13_39)_ 2.86623786613126300e+15 OP 
W_concentration_at_point_40______________________________________________ (f_nd_impurity_electrons13_40)_ 2.86591888679144350e+15 OP 
W_concentration_at_point_41______________________________________________ (f_nd_impurity_electrons13_41)_ 2.86559176355234600e+15 OP 
W_concentration_at_point_42______________________________________________ (f_nd_impurity_electrons13_42)_ 2.86525649123978850e+15 OP 
W_concentration_at_point_43______________________________________________ (f_nd_impurity_electrons13_43)_ 2.86491306454701250e+15 OP 
W_concentration_at_point_44______________________________________________ (f_nd_impurity_electrons13_44)_ 2.86456147803433100e+15 OP 
W_concentration_at_point_45______________________________________________ (f_nd_impurity_electrons13_45)_ 2.86420172612875500e+15 OP 
W_concentration_at_point_46______________________________________________ (f_nd_impurity_electrons13_46)_ 2.86383380312361900e+15 OP 
W_concentration_at_point_47______________________________________________ (f_nd_impurity_electrons13_47)_ 2.86345770317819150e+15 OP 
W_concentration_at_point_48______________________________________________ (f_nd_impurity_electrons13_48)_ 2.86307342031728150e+15 OP 
W_concentration_at_point_49______________________________________________ (f_nd_impurity_electrons13_49)_ 2.86268094843083050e+15 OP 
W_concentration_at_point_50______________________________________________ (f_nd_impurity_electrons13_50)_ 2.86228028127349600e+15 OP 
W_concentration_at_point_51______________________________________________ (f_nd_impurity_electrons13_51)_ 2.86187141246422650e+15 OP 
W_concentration_at_point_52______________________________________________ (f_nd_impurity_electrons13_52)_ 2.86145433548582550e+15 OP 
W_concentration_at_point_53______________________________________________ (f_nd_impurity_electrons13_53)_ 2.86102904368450800e+15 OP 
W_concentration_at_point_54______________________________________________ (f_nd_impurity_electrons13_54)_ 2.86059553026944250e+15 OP 
W_concentration_at_point_55______________________________________________ (f_nd_impurity_electrons13_55)_ 2.86015378831228550e+15 OP 
W_concentration_at_point_56______________________________________________ (f_nd_impurity_electrons13_56)_ 2.85970381074670750e+15 OP 
W_concentration_at_point_57______________________________________________ (f_nd_impurity_electrons13_57)_ 2.85924559036790800e+15 OP 
W_concentration_at_point_58______________________________________________ (f_nd_impurity_electrons13_58)_ 2.85877911983211600e+15 OP 
W_concentration_at_point_59______________________________________________ (f_nd_impurity_electrons13_59)_ 2.85830439165608600e+15 OP 
W_concentration_at_point_60______________________________________________ (f_nd_impurity_electrons13_60)_ 2.85782139821658250e+15 OP 
W_concentration_at_point_61______________________________________________ (f_nd_impurity_electrons13_61)_ 2.85733013174984800e+15 OP 
W_concentration_at_point_62______________________________________________ (f_nd_impurity_electrons13_62)_ 2.85683058435107000e+15 OP 
W_concentration_at_point_63______________________________________________ (f_nd_impurity_electrons13_63)_ 2.85632274797382950e+15 OP 
W_concentration_at_point_64______________________________________________ (f_nd_impurity_electrons13_64)_ 2.85580661442954300e+15 OP 
W_concentration_at_point_65______________________________________________ (f_nd_impurity_electrons13_65)_ 2.85528217538689100e+15 OP 
W_concentration_at_point_66______________________________________________ (f_nd_impurity_electrons13_66)_ 2.85474942237123850e+15 OP 
W_concentration_at_point_67______________________________________________ (f_nd_impurity_electrons13_67)_ 2.85420834676404050e+15 OP 
W_concentration_at_point_68______________________________________________ (f_nd_impurity_electrons13_68)_ 2.85365893980224200e+15 OP 
W_concentration_at_point_69______________________________________________ (f_nd_impurity_electrons13_69)_ 2.85310119257765850e+15 OP 
W_concentration_at_point_70______________________________________________ (f_nd_impurity_electrons13_70)_ 2.85253509603635650e+15 OP 
W_concentration_at_point_71______________________________________________ (f_nd_impurity_electrons13_71)_ 2.85196064097801000e+15 OP 
W_concentration_at_point_72______________________________________________ (f_nd_impurity_electrons13_72)_ 2.85137781805525500e+15 OP 
W_concentration_at_point_73______________________________________________ (f_nd_impurity_electrons13_73)_ 2.85078661777302900e+15 OP 
W_concentration_at_point_74______________________________________________ (f_nd_impurity_electrons13_74)_ 2.85018703048789700e+15 OP 
W_concentration_at_point_75______________________________________________ (f_nd_impurity_electrons13_75)_ 2.84957904640737000e+15 OP 
W_concentration_at_point_76______________________________________________ (f_nd_impurity_electrons13_76)_ 2.84896265558920600e+15 OP 
W_concentration_at_point_77______________________________________________ (f_nd_impurity_electrons13_77)_ 2.84833784794070400e+15 OP 
W_concentration_at_point_78______________________________________________ (f_nd_impurity_electrons13_78)_ 2.84770461321798200e+15 OP 
W_concentration_at_point_79______________________________________________ (f_nd_impurity_electrons13_79)_ 2.84706294102524700e+15 OP 
W_concentration_at_point_80______________________________________________ (f_nd_impurity_electrons13_80)_ 2.84641282081404600e+15 OP 
W_concentration_at_point_81______________________________________________ (f_nd_impurity_electrons13_81)_ 2.84575424188251200e+15 OP 
W_concentration_at_point_82______________________________________________ (f_nd_impurity_electrons13_82)_ 2.84508719337459200e+15 OP 
W_concentration_at_point_83______________________________________________ (f_nd_impurity_electrons13_83)_ 2.84441166427926350e+15 OP 
W_concentration_at_point_84______________________________________________ (f_nd_impurity_electrons13_84)_ 2.84372764342973900e+15 OP 
W_concentration_at_point_85______________________________________________ (f_nd_impurity_electrons13_85)_ 2.84303511950265650e+15 OP 
W_concentration_at_point_86______________________________________________ (f_nd_impurity_electrons13_86)_ 2.84233408101725800e+15 OP 
W_concentration_at_point_87______________________________________________ (f_nd_impurity_electrons13_87)_ 2.84162451633455250e+15 OP 
W_concentration_at_point_88______________________________________________ (f_nd_impurity_electrons13_88)_ 2.84090641365646550e+15 OP 
W_concentration_at_point_89______________________________________________ (f_nd_impurity_electrons13_89)_ 2.84017976102498150e+15 OP 
W_concentration_at_point_90______________________________________________ (f_nd_impurity_electrons13_90)_ 2.83944454632126000e+15 OP 
W_concentration_at_point_91______________________________________________ (f_nd_impurity_electrons13_91)_ 2.83870075726475100e+15 OP 
W_concentration_at_point_92______________________________________________ (f_nd_impurity_electrons13_92)_ 2.83794838141228650e+15 OP 
W_concentration_at_point_93______________________________________________ (f_nd_impurity_electrons13_93)_ 2.83718740615716250e+15 OP 
W_concentration_at_point_94______________________________________________ (f_nd_impurity_electrons13_94)_ 2.83641781872820650e+15 OP 
W_concentration_at_point_95______________________________________________ (f_nd_impurity_electrons13_95)_ 2.83563960618882950e+15 OP 
W_concentration_at_point_96______________________________________________ (f_nd_impurity_electrons13_96)_ 2.83485275543606100e+15 OP 
W_concentration_at_point_97______________________________________________ (f_nd_impurity_electrons13_97)_ 2.83405725319957500e+15 OP 
W_concentration_at_point_98______________________________________________ (f_nd_impurity_electrons13_98)_ 2.83325308604069350e+15 OP 
W_concentration_at_point_99______________________________________________ (f_nd_impurity_electrons13_99)_ 2.83244024035138350e+15 OP 
W_concentration_at_point_100_____________________________________________ (f_nd_impurity_electrons13_100)_ 2.83161870235322750e+15 OP 
W_concentration_at_point_101_____________________________________________ (f_nd_impurity_electrons13_101)_ 2.83078845809639050e+15 OP 
W_concentration_at_point_102_____________________________________________ (f_nd_impurity_electrons13_102)_ 2.82994949345856050e+15 OP 
W_concentration_at_point_103_____________________________________________ (f_nd_impurity_electrons13_103)_ 2.82910179414388150e+15 OP 
W_concentration_at_point_104_____________________________________________ (f_nd_impurity_electrons13_104)_ 2.82824534568186500e+15 OP 
W_concentration_at_point_105_____________________________________________ (f_nd_impurity_electrons13_105)_ 2.82738013342628500e+15 OP 
W_concentration_at_point_106_____________________________________________ (f_nd_impurity_electrons13_106)_ 2.82650614255406250e+15 OP 
W_concentration_at_point_107_____________________________________________ (f_nd_impurity_electrons13_107)_ 2.82562335806412500e+15 OP 
W_concentration_at_point_108_____________________________________________ (f_nd_impurity_electrons13_108)_ 2.82473176477625500e+15 OP 
W_concentration_at_point_109_____________________________________________ (f_nd_impurity_electrons13_109)_ 2.82383134732991900e+15 OP 
W_concentration_at_point_110_____________________________________________ (f_nd_impurity_electrons13_110)_ 2.82292209018307900e+15 OP 
W_concentration_at_point_111_____________________________________________ (f_nd_impurity_electrons13_111)_ 2.82200397761098650e+15 OP 
W_concentration_at_point_112_____________________________________________ (f_nd_impurity_electrons13_112)_ 2.82107699370496000e+15 OP 
W_concentration_at_point_113_____________________________________________ (f_nd_impurity_electrons13_113)_ 2.82014112237114350e+15 OP 
W_concentration_at_point_114_____________________________________________ (f_nd_impurity_electrons13_114)_ 2.81919634732924500e+15 OP 
W_concentration_at_point_115_____________________________________________ (f_nd_impurity_electrons13_115)_ 2.81824265211126000e+15 OP 
W_concentration_at_point_116_____________________________________________ (f_nd_impurity_electrons13_116)_ 2.81728002006017200e+15 OP 
W_concentration_at_point_117_____________________________________________ (f_nd_impurity_electrons13_117)_ 2.81630843432864050e+15 OP 
W_concentration_at_point_118_____________________________________________ (f_nd_impurity_electrons13_118)_ 2.81532787787766050e+15 OP 
W_concentration_at_point_119_____________________________________________ (f_nd_impurity_electrons13_119)_ 2.81433833347521050e+15 OP 
W_concentration_at_point_120_____________________________________________ (f_nd_impurity_electrons13_120)_ 2.81333978369487800e+15 OP 
W_concentration_at_point_121_____________________________________________ (f_nd_impurity_electrons13_121)_ 2.81233221091446400e+15 OP 
W_concentration_at_point_122_____________________________________________ (f_nd_impurity_electrons13_122)_ 2.81131559731456750e+15 OP 
W_concentration_at_point_123_____________________________________________ (f_nd_impurity_electrons13_123)_ 2.81028992487715100e+15 OP 
W_concentration_at_point_124_____________________________________________ (f_nd_impurity_electrons13_124)_ 2.80925517538408400e+15 OP 
W_concentration_at_point_125_____________________________________________ (f_nd_impurity_electrons13_125)_ 2.80821133041566450e+15 OP 
W_concentration_at_point_126_____________________________________________ (f_nd_impurity_electrons13_126)_ 2.80715837134912000e+15 OP 
W_concentration_at_point_127_____________________________________________ (f_nd_impurity_electrons13_127)_ 2.80609627935709050e+15 OP 
W_concentration_at_point_128_____________________________________________ (f_nd_impurity_electrons13_128)_ 2.80502503540607850e+15 OP 
W_concentration_at_point_129_____________________________________________ (f_nd_impurity_electrons13_129)_ 2.80394462025489350e+15 OP 
W_concentration_at_point_130_____________________________________________ (f_nd_impurity_electrons13_130)_ 2.80285501445305500e+15 OP 
W_concentration_at_point_131_____________________________________________ (f_nd_impurity_electrons13_131)_ 2.80175619833919000e+15 OP 
W_concentration_at_point_132_____________________________________________ (f_nd_impurity_electrons13_132)_ 2.80064815203939300e+15 OP 
W_concentration_at_point_133_____________________________________________ (f_nd_impurity_electrons13_133)_ 2.79953085546557350e+15 OP 
W_concentration_at_point_134_____________________________________________ (f_nd_impurity_electrons13_134)_ 2.79840428831377100e+15 OP 
W_concentration_at_point_135_____________________________________________ (f_nd_impurity_electrons13_135)_ 2.79726843006245350e+15 OP 
W_concentration_at_point_136_____________________________________________ (f_nd_impurity_electrons13_136)_ 2.79612325997078200e+15 OP 
W_concentration_at_point_137_____________________________________________ (f_nd_impurity_electrons13_137)_ 2.79496875707686150e+15 OP 
W_concentration_at_point_138_____________________________________________ (f_nd_impurity_electrons13_138)_ 2.79380490019595650e+15 OP 
W_concentration_at_point_139_____________________________________________ (f_nd_impurity_electrons13_139)_ 2.79263166791868650e+15 OP 
W_concentration_at_point_140_____________________________________________ (f_nd_impurity_electrons13_140)_ 2.79144903860919350e+15 OP 
W_concentration_at_point_141_____________________________________________ (f_nd_impurity_electrons13_141)_ 2.79025699040328350e+15 OP 
W_concentration_at_point_142_____________________________________________ (f_nd_impurity_electrons13_142)_ 2.78905550120654250e+15 OP 
W_concentration_at_point_143_____________________________________________ (f_nd_impurity_electrons13_143)_ 2.78784454869242100e+15 OP 
W_concentration_at_point_144_____________________________________________ (f_nd_impurity_electrons13_144)_ 2.78662411030029650e+15 OP 
W_concentration_at_point_145_____________________________________________ (f_nd_impurity_electrons13_145)_ 2.78539416323350500e+15 OP 
W_concentration_at_point_146_____________________________________________ (f_nd_impurity_electrons13_146)_ 2.78415468445734250e+15 OP 
W_concentration_at_point_147_____________________________________________ (f_nd_impurity_electrons13_147)_ 2.78290565069704100e+15 OP 
W_concentration_at_point_148_____________________________________________ (f_nd_impurity_electrons13_148)_ 2.78164703843571450e+15 OP 
W_concentration_at_point_149_____________________________________________ (f_nd_impurity_electrons13_149)_ 2.78037882391227150e+15 OP 
W_concentration_at_point_150_____________________________________________ (f_nd_impurity_electrons13_150)_ 2.77910098311930350e+15 OP 
W_concentration_at_point_151_____________________________________________ (f_nd_impurity_electrons13_151)_ 2.77781349180093550e+15 OP 
W_concentration_at_point_152_____________________________________________ (f_nd_impurity_electrons13_152)_ 2.77651632545065400e+15 OP 
W_concentration_at_point_153_____________________________________________ (f_nd_impurity_electrons13_153)_ 2.77520945930909600e+15 OP 
W_concentration_at_point_154_____________________________________________ (f_nd_impurity_electrons13_154)_ 2.77389286836180750e+15 OP 
W_concentration_at_point_155_____________________________________________ (f_nd_impurity_electrons13_155)_ 2.77256652733697500e+15 OP 
W_concentration_at_point_156_____________________________________________ (f_nd_impurity_electrons13_156)_ 2.77123041070311350e+15 OP 
W_concentration_at_point_157_____________________________________________ (f_nd_impurity_electrons13_157)_ 2.76988449266673050e+15 OP 
W_concentration_at_point_158_____________________________________________ (f_nd_impurity_electrons13_158)_ 2.76852874716995300e+15 OP 
W_concentration_at_point_159_____________________________________________ (f_nd_impurity_electrons13_159)_ 2.76716314788811400e+15 OP 
W_concentration_at_point_160_____________________________________________ (f_nd_impurity_electrons13_160)_ 2.76578766822731500e+15 OP 
W_concentration_at_point_161_____________________________________________ (f_nd_impurity_electrons13_161)_ 2.76440228132194150e+15 OP 
W_concentration_at_point_162_____________________________________________ (f_nd_impurity_electrons13_162)_ 2.76300696003214750e+15 OP 
W_concentration_at_point_163_____________________________________________ (f_nd_impurity_electrons13_163)_ 2.76160167694130600e+15 OP 
W_concentration_at_point_164_____________________________________________ (f_nd_impurity_electrons13_164)_ 2.76018640435341400e+15 OP 
W_concentration_at_point_165_____________________________________________ (f_nd_impurity_electrons13_165)_ 2.75876111429046600e+15 OP 
W_concentration_at_point_166_____________________________________________ (f_nd_impurity_electrons13_166)_ 2.75732577848978550e+15 OP 
W_concentration_at_point_167_____________________________________________ (f_nd_impurity_electrons13_167)_ 2.75588036840131900e+15 OP 
W_concentration_at_point_168_____________________________________________ (f_nd_impurity_electrons13_168)_ 2.75442485518488800e+15 OP 
W_concentration_at_point_169_____________________________________________ (f_nd_impurity_electrons13_169)_ 2.75295920970740150e+15 OP 
W_concentration_at_point_170_____________________________________________ (f_nd_impurity_electrons13_170)_ 2.75148340254002750e+15 OP 
W_concentration_at_point_171_____________________________________________ (f_nd_impurity_electrons13_171)_ 2.74999740395532000e+15 OP 
W_concentration_at_point_172_____________________________________________ (f_nd_impurity_electrons13_172)_ 2.74850118392430600e+15 OP 
W_concentration_at_point_173_____________________________________________ (f_nd_impurity_electrons13_173)_ 2.74699471211352900e+15 OP 
W_concentration_at_point_174_____________________________________________ (f_nd_impurity_electrons13_174)_ 2.74547795788204450e+15 OP 
W_concentration_at_point_175_____________________________________________ (f_nd_impurity_electrons13_175)_ 2.74395089027837650e+15 OP 
W_concentration_at_point_176_____________________________________________ (f_nd_impurity_electrons13_176)_ 2.74241347803742150e+15 OP 
W_concentration_at_point_177_____________________________________________ (f_nd_impurity_electrons13_177)_ 2.74086568957731150e+15 OP 
W_concentration_at_point_178_____________________________________________ (f_nd_impurity_electrons13_178)_ 2.73930749299622950e+15 OP 
W_concentration_at_point_179_____________________________________________ (f_nd_impurity_electrons13_179)_ 2.73773885606917050e+15 OP 
W_concentration_at_point_180_____________________________________________ (f_nd_impurity_electrons13_180)_ 2.73615974624466250e+15 OP 
W_concentration_at_point_181_____________________________________________ (f_nd_impurity_electrons13_181)_ 2.73457013064143100e+15 OP 
W_concentration_at_point_182_____________________________________________ (f_nd_impurity_electrons13_182)_ 2.73296997604501600e+15 OP 
W_concentration_at_point_183_____________________________________________ (f_nd_impurity_electrons13_183)_ 2.73135924890433850e+15 OP 
W_concentration_at_point_184_____________________________________________ (f_nd_impurity_electrons13_184)_ 2.72973791532820850e+15 OP 
W_concentration_at_point_185_____________________________________________ (f_nd_impurity_electrons13_185)_ 2.72810594108178900e+15 OP 
W_concentration_at_point_186_____________________________________________ (f_nd_impurity_electrons13_186)_ 2.72646329158299850e+15 OP 
W_concentration_at_point_187_____________________________________________ (f_nd_impurity_electrons13_187)_ 2.72480993189886200e+15 OP 
W_concentration_at_point_188_____________________________________________ (f_nd_impurity_electrons13_188)_ 2.72314582674180100e+15 OP 
W_concentration_at_point_189_____________________________________________ (f_nd_impurity_electrons13_189)_ 2.72147094046587450e+15 OP 
W_concentration_at_point_190_____________________________________________ (f_nd_impurity_electrons13_190)_ 2.71978523706295550e+15 OP 
W_concentration_at_point_191_____________________________________________ (f_nd_impurity_electrons13_191)_ 2.71808868015884800e+15 OP 
W_concentration_at_point_192_____________________________________________ (f_nd_impurity_electrons13_192)_ 2.71638123300934850e+15 OP 
W_concentration_at_point_193_____________________________________________ (f_nd_impurity_electrons13_193)_ 2.71466285849624300e+15 OP 
W_concentration_at_point_194_____________________________________________ (f_nd_impurity_electrons13_194)_ 2.71293351912324000e+15 OP 
W_concentration_at_point_195_____________________________________________ (f_nd_impurity_electrons13_195)_ 2.71119317701184300e+15 OP 
W_concentration_at_point_196_____________________________________________ (f_nd_impurity_electrons13_196)_ 2.70944179389715750e+15 OP 
W_concentration_at_point_197_____________________________________________ (f_nd_impurity_electrons13_197)_ 2.70767933112363100e+15 OP 
