# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+ga6cc0e29a" 
W_concentration_at_point_70______________________________________________ (f_nd_impurity_electrons13_70)_ 2.74385614081755550e+15 OP 
W_concentration_at_point_71______________________________________________ (f_nd_impurity_electrons13_71)_ 2.73999327823795000e+15 OP 
W_concentration_at_point_72______________________________________________ (f_nd_impurity_electrons13_72)_ 2.73606526581442050e+15 OP 
W_concentration_at_point_73______________________________________________ (f_nd_impurity_electrons13_73)_ 2.73207159363013500e+15 OP 
W_concentration_at_point_74______________________________________________ (f_nd_impurity_electrons13_74)_ 2.72801173875189450e+15 OP 
W_concentration_at_point_75______________________________________________ (f_nd_impurity_electrons13_75)_ 2.72388516489075450e+15 OP 
W_concentration_at_point_76______________________________________________ (f_nd_impurity_electrons13_76)_ 2.71969132204950750e+15 OP 
W_concentration_at_point_77______________________________________________ (f_nd_impurity_electrons13_77)_ 2.71542964615645750e+15 OP 
W_concentration_at_point_78______________________________________________ (f_nd_impurity_electrons13_78)_ 2.71109955868484800e+15 OP 
W_concentration_at_point_79______________________________________________ (f_nd_impurity_electrons13_79)_ 2.70670046625731250e+15 OP 
W_concentration_at_point_80______________________________________________ (f_nd_impurity_electrons13_80)_ 2.70223176023464350e+15 OP 
W_concentration_at_point_81______________________________________________ (f_nd_impurity_electrons13_81)_ 2.69769281628817050e+15 OP 
W_concentration_at_point_82______________________________________________ (f_nd_impurity_electrons13_82)_ 2.69308299395496600e+15 OP 
W_concentration_at_point_83______________________________________________ (f_nd_impurity_electrons13_83)_ 2.68840163617508000e+15 OP 
W_concentration_at_point_84______________________________________________ (f_nd_impurity_electrons13_84)_ 2.68364806880994150e+15 OP 
W_concentration_at_point_85______________________________________________ (f_nd_impurity_electrons13_85)_ 2.67882160014102800e+15 OP 
W_concentration_at_point_86______________________________________________ (f_nd_impurity_electrons13_86)_ 2.67392152034783400e+15 OP 
W_concentration_at_point_87______________________________________________ (f_nd_impurity_electrons13_87)_ 2.66894710096414250e+15 OP 
W_concentration_at_point_88______________________________________________ (f_nd_impurity_electrons13_88)_ 2.66389759431150350e+15 OP 
W_concentration_at_point_89______________________________________________ (f_nd_impurity_electrons13_89)_ 2.65877223290880400e+15 OP 
W_concentration_at_point_90______________________________________________ (f_nd_impurity_electrons13_90)_ 2.65357022885670800e+15 OP 
W_concentration_at_point_91______________________________________________ (f_nd_impurity_electrons13_91)_ 2.64829077319569350e+15 OP 
W_concentration_at_point_92______________________________________________ (f_nd_impurity_electrons13_92)_ 2.64293303523632950e+15 OP 
W_concentration_at_point_93______________________________________________ (f_nd_impurity_electrons13_93)_ 2.63749616186035000e+15 OP 
W_concentration_at_point_94______________________________________________ (f_nd_impurity_electrons13_94)_ 2.63197927679099750e+15 OP 
W_concentration_at_point_95______________________________________________ (f_nd_impurity_electrons13_95)_ 2.62638147983100350e+15 OP 
W_concentration_at_point_96______________________________________________ (f_nd_impurity_electrons13_96)_ 2.62070184606647850e+15 OP 
W_concentration_at_point_97______________________________________________ (f_nd_impurity_electrons13_97)_ 2.61493942503487800e+15 OP 
W_concentration_at_point_98______________________________________________ (f_nd_impurity_electrons13_98)_ 2.60909323985506600e+15 OP 
W_concentration_at_point_99______________________________________________ (f_nd_impurity_electrons13_99)_ 2.60316228631740650e+15 OP 
W_concentration_at_point_100_____________________________________________ (f_nd_impurity_electrons13_100)_ 2.59714553193164750e+15 OP 
W_concentration_at_point_101_____________________________________________ (f_nd_impurity_electrons13_101)_ 2.59104191493022450e+15 OP 
W_concentration_at_point_102_____________________________________________ (f_nd_impurity_electrons13_102)_ 2.58485034322445150e+15 OP 
W_concentration_at_point_103_____________________________________________ (f_nd_impurity_electrons13_103)_ 2.57856969331088750e+15 OP 
W_concentration_at_point_104_____________________________________________ (f_nd_impurity_electrons13_104)_ 2.57219880912500150e+15 OP 
W_concentration_at_point_105_____________________________________________ (f_nd_impurity_electrons13_105)_ 2.56573650083902000e+15 OP 
W_concentration_at_point_106_____________________________________________ (f_nd_impurity_electrons13_106)_ 2.55918154360067050e+15 OP 
W_concentration_at_point_107_____________________________________________ (f_nd_impurity_electrons13_107)_ 2.55253267620926700e+15 OP 
W_concentration_at_point_108_____________________________________________ (f_nd_impurity_electrons13_108)_ 2.54578859972533400e+15 OP 
W_concentration_at_point_109_____________________________________________ (f_nd_impurity_electrons13_109)_ 2.53894797600971300e+15 OP 
W_concentration_at_point_110_____________________________________________ (f_nd_impurity_electrons13_110)_ 2.53200942618776150e+15 OP 
W_concentration_at_point_111_____________________________________________ (f_nd_impurity_electrons13_111)_ 2.52497152903396900e+15 OP 
W_concentration_at_point_112_____________________________________________ (f_nd_impurity_electrons13_112)_ 2.51783281927193400e+15 OP 
W_concentration_at_point_113_____________________________________________ (f_nd_impurity_electrons13_113)_ 2.51059178578427400e+15 OP 
W_concentration_at_point_114_____________________________________________ (f_nd_impurity_electrons13_114)_ 2.50324686972663750e+15 OP 
W_concentration_at_point_115_____________________________________________ (f_nd_impurity_electrons13_115)_ 2.49579646253951100e+15 OP 
W_concentration_at_point_116_____________________________________________ (f_nd_impurity_electrons13_116)_ 2.48823890385103950e+15 OP 
W_concentration_at_point_117_____________________________________________ (f_nd_impurity_electrons13_117)_ 2.48057247926353150e+15 OP 
W_concentration_at_point_118_____________________________________________ (f_nd_impurity_electrons13_118)_ 2.47279541801574050e+15 OP 
W_concentration_at_point_119_____________________________________________ (f_nd_impurity_electrons13_119)_ 2.46490589051235450e+15 OP 
W_concentration_at_point_120_____________________________________________ (f_nd_impurity_electrons13_120)_ 2.45690200571144400e+15 OP 
W_concentration_at_point_121_____________________________________________ (f_nd_impurity_electrons13_121)_ 2.44878180835982900e+15 OP 
W_concentration_at_point_122_____________________________________________ (f_nd_impurity_electrons13_122)_ 2.44054327606549050e+15 OP 
W_concentration_at_point_123_____________________________________________ (f_nd_impurity_electrons13_123)_ 2.43218431619521750e+15 OP 
W_concentration_at_point_124_____________________________________________ (f_nd_impurity_electrons13_124)_ 2.42370276258465650e+15 OP 
W_concentration_at_point_125_____________________________________________ (f_nd_impurity_electrons13_125)_ 2.41509637204681950e+15 OP 
W_concentration_at_point_126_____________________________________________ (f_nd_impurity_electrons13_126)_ 2.40636282066384200e+15 OP 
W_concentration_at_point_127_____________________________________________ (f_nd_impurity_electrons13_127)_ 2.39749969984543800e+15 OP 
W_concentration_at_point_128_____________________________________________ (f_nd_impurity_electrons13_128)_ 2.38850451213597550e+15 OP 
W_concentration_at_point_129_____________________________________________ (f_nd_impurity_electrons13_129)_ 2.37937466675041500e+15 OP 
W_concentration_at_point_130_____________________________________________ (f_nd_impurity_electrons13_130)_ 2.37010747481752250e+15 OP 
W_concentration_at_point_131_____________________________________________ (f_nd_impurity_electrons13_131)_ 2.36070014430667550e+15 OP 
W_concentration_at_point_132_____________________________________________ (f_nd_impurity_electrons13_132)_ 2.35114977461233550e+15 OP 
W_concentration_at_point_133_____________________________________________ (f_nd_impurity_electrons13_133)_ 2.34145335076767800e+15 OP 
W_concentration_at_point_134_____________________________________________ (f_nd_impurity_electrons13_134)_ 2.33160773725605850e+15 OP 
W_concentration_at_point_135_____________________________________________ (f_nd_impurity_electrons13_135)_ 2.32160967138581500e+15 OP 
W_concentration_at_point_136_____________________________________________ (f_nd_impurity_electrons13_136)_ 2.31145575619037800e+15 OP 
W_concentration_at_point_137_____________________________________________ (f_nd_impurity_electrons13_137)_ 2.30114245281168000e+15 OP 
W_concentration_at_point_138_____________________________________________ (f_nd_impurity_electrons13_138)_ 2.29066607232041700e+15 OP 
W_concentration_at_point_139_____________________________________________ (f_nd_impurity_electrons13_139)_ 2.28002276692172000e+15 OP 
W_concentration_at_point_140_____________________________________________ (f_nd_impurity_electrons13_140)_ 2.26920852048915200e+15 OP 
W_concentration_at_point_141_____________________________________________ (f_nd_impurity_electrons13_141)_ 2.25821913836360450e+15 OP 
W_concentration_at_point_142_____________________________________________ (f_nd_impurity_electrons13_142)_ 2.24705023634649750e+15 OP 
W_concentration_at_point_143_____________________________________________ (f_nd_impurity_electrons13_143)_ 2.23569722880854350e+15 OP 
W_concentration_at_point_144_____________________________________________ (f_nd_impurity_electrons13_144)_ 2.22415531582612500e+15 OP 
W_concentration_at_point_145_____________________________________________ (f_nd_impurity_electrons13_145)_ 2.21241946924684950e+15 OP 
W_concentration_at_point_146_____________________________________________ (f_nd_impurity_electrons13_146)_ 2.20048441757387675e+15 OP 
W_concentration_at_point_147_____________________________________________ (f_nd_impurity_electrons13_147)_ 2.18834462954496375e+15 OP 
W_concentration_at_point_148_____________________________________________ (f_nd_impurity_electrons13_148)_ 2.17599429626654900e+15 OP 
W_concentration_at_point_149_____________________________________________ (f_nd_impurity_electrons13_149)_ 2.16342731174521100e+15 OP 
W_concentration_at_point_150_____________________________________________ (f_nd_impurity_electrons13_150)_ 2.15063725163822175e+15 OP 
W_concentration_at_point_151_____________________________________________ (f_nd_impurity_electrons13_151)_ 2.13761735002103725e+15 OP 
W_concentration_at_point_152_____________________________________________ (f_nd_impurity_electrons13_152)_ 2.12436047394202050e+15 OP 
W_concentration_at_point_153_____________________________________________ (f_nd_impurity_electrons13_153)_ 2.11085909550266675e+15 OP 
W_concentration_at_point_154_____________________________________________ (f_nd_impurity_electrons13_154)_ 2.09710526116437400e+15 OP 
W_concentration_at_point_155_____________________________________________ (f_nd_impurity_electrons13_155)_ 2.08309055793931400e+15 OP 
W_concentration_at_point_156_____________________________________________ (f_nd_impurity_electrons13_156)_ 2.06880607607205425e+15 OP 
W_concentration_at_point_157_____________________________________________ (f_nd_impurity_electrons13_157)_ 2.05424236775874350e+15 OP 
W_concentration_at_point_158_____________________________________________ (f_nd_impurity_electrons13_158)_ 2.03938940138014300e+15 OP 
W_concentration_at_point_159_____________________________________________ (f_nd_impurity_electrons13_159)_ 2.02423651064128050e+15 OP 
W_concentration_at_point_160_____________________________________________ (f_nd_impurity_electrons13_160)_ 2.00877233791133800e+15 OP 
W_concentration_at_point_161_____________________________________________ (f_nd_impurity_electrons13_161)_ 1.99298477093908900e+15 OP 
W_concentration_at_point_162_____________________________________________ (f_nd_impurity_electrons13_162)_ 1.97686087197750325e+15 OP 
W_concentration_at_point_163_____________________________________________ (f_nd_impurity_electrons13_163)_ 1.96038679818072450e+15 OP 
W_concentration_at_point_164_____________________________________________ (f_nd_impurity_electrons13_164)_ 1.94354771193061125e+15 OP 
W_concentration_at_point_165_____________________________________________ (f_nd_impurity_electrons13_165)_ 1.92632767949993100e+15 OP 
W_concentration_at_point_166_____________________________________________ (f_nd_impurity_electrons13_166)_ 1.90870955615395400e+15 OP 
W_concentration_at_point_167_____________________________________________ (f_nd_impurity_electrons13_167)_ 1.89067485541756300e+15 OP 
W_concentration_at_point_168_____________________________________________ (f_nd_impurity_electrons13_168)_ 1.87220359977261050e+15 OP 
W_concentration_at_point_169_____________________________________________ (f_nd_impurity_electrons13_169)_ 1.85327414947623900e+15 OP 
W_concentration_at_point_170_____________________________________________ (f_nd_impurity_electrons13_170)_ 1.83386300547367775e+15 OP 
W_concentration_at_point_171_____________________________________________ (f_nd_impurity_electrons13_171)_ 1.81394458147691350e+15 OP 
W_concentration_at_point_172_____________________________________________ (f_nd_impurity_electrons13_172)_ 1.79349093913782400e+15 OP 
W_concentration_at_point_173_____________________________________________ (f_nd_impurity_electrons13_173)_ 1.77247147878550000e+15 OP 
W_concentration_at_point_174_____________________________________________ (f_nd_impurity_electrons13_174)_ 1.75085257632012000e+15 OP 
W_concentration_at_point_175_____________________________________________ (f_nd_impurity_electrons13_175)_ 1.72859715441866050e+15 OP 
W_concentration_at_point_176_____________________________________________ (f_nd_impurity_electrons13_176)_ 1.70566417301462650e+15 OP 
W_concentration_at_point_177_____________________________________________ (f_nd_impurity_electrons13_177)_ 1.68200801978824050e+15 OP 
W_concentration_at_point_178_____________________________________________ (f_nd_impurity_electrons13_178)_ 1.65757777575084375e+15 OP 
W_concentration_at_point_179_____________________________________________ (f_nd_impurity_electrons13_179)_ 1.63231632335724100e+15 OP 
W_concentration_at_point_180_____________________________________________ (f_nd_impurity_electrons13_180)_ 1.60615925409549000e+15 OP 
W_concentration_at_point_181_____________________________________________ (f_nd_impurity_electrons13_181)_ 1.57903351793678225e+15 OP 
W_concentration_at_point_182_____________________________________________ (f_nd_impurity_electrons13_182)_ 1.55085573648370750e+15 OP 
W_concentration_at_point_183_____________________________________________ (f_nd_impurity_electrons13_183)_ 1.52153007220101000e+15 OP 
W_concentration_at_point_184_____________________________________________ (f_nd_impurity_electrons13_184)_ 1.49094550311455575e+15 OP 
W_concentration_at_point_185_____________________________________________ (f_nd_impurity_electrons13_185)_ 1.45897228832430950e+15 OP 
W_concentration_at_point_186_____________________________________________ (f_nd_impurity_electrons13_186)_ 1.42545731214875700e+15 OP 
W_concentration_at_point_187_____________________________________________ (f_nd_impurity_electrons13_187)_ 1.39021784243116725e+15 OP 
W_concentration_at_point_188_____________________________________________ (f_nd_impurity_electrons13_188)_ 1.35303299394313475e+15 OP 
W_concentration_at_point_189_____________________________________________ (f_nd_impurity_electrons13_189)_ 1.31363178214111500e+15 OP 
W_concentration_at_point_190_____________________________________________ (f_nd_impurity_electrons13_190)_ 1.27167595436584500e+15 OP 
W_concentration_at_point_191_____________________________________________ (f_nd_impurity_electrons13_191)_ 1.22673453131898700e+15 OP 
W_concentration_at_point_192_____________________________________________ (f_nd_impurity_electrons13_192)_ 1.17824462136884925e+15 OP 
W_concentration_at_point_193_____________________________________________ (f_nd_impurity_electrons13_193)_ 1.12544831071269312e+15 OP 
W_concentration_at_point_194_____________________________________________ (f_nd_impurity_electrons13_194)_ 1.06728513892324725e+15 OP 
W_concentration_at_point_195_____________________________________________ (f_nd_impurity_electrons13_195)_ 1.00219523143200125e+15 OP 
W_concentration_at_point_196_____________________________________________ (f_nd_impurity_electrons13_196)_ 9.27722648233812375e+14 OP 
W_concentration_at_point_197_____________________________________________ (f_nd_impurity_electrons13_197)_ 8.39601031595890875e+14 OP 
W_concentration_at_point_198_____________________________________________ (f_nd_impurity_electrons13_198)_ 7.29160981251405500e+14 OP 
W_concentration_at_point_199_____________________________________________ (f_nd_impurity_electrons13_199)_ 5.72590793006279875e+14 OP 
W_concentration_at_point_200_____________________________________________ (f_nd_impurity_electrons13_200)_ 0.00000000000000000e+00 OP 
Volume_averaged_plasma_effective_charge_(⟨Zₑ⟩)___________________________ (n_charge_plasma_effective_vol_avg)_ 1.22476616018896522e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile0)_ 1.23537090818655293e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile1)_ 1.23537056344331631e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile2)_ 1.23536952917183118e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile3)_ 1.23536780524675316e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile4)_ 1.23536539145911339e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile5)_ 1.23536228751622668e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile6)_ 1.23535849304156242e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile7)_ 1.23535400757457814e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile8)_ 1.23534883057051625e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile9)_ 1.23534296140016320e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile10)_ 1.23533630542730122e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile11)_ 1.23532891578278980e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile12)_ 1.23532081877134714e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile13)_ 1.23531201340922014e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile14)_ 1.23530249862522656e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile15)_ 1.23529227326027646e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile16)_ 1.23528133606685664e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile17)_ 1.23526968570847240e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile18)_ 1.23525732075904804e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile19)_ 1.23524423970228536e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile20)_ 1.23523044093098133e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile21)_ 1.23521592274629954e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile22)_ 1.23520068335700084e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile23)_ 1.23518472087862641e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile24)_ 1.23516803333263825e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile25)_ 1.23515061864551012e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile26)_ 1.23513247464777387e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile27)_ 1.23511359907301554e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile28)_ 1.23509398955682381e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile29)_ 1.23507364363568684e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile30)_ 1.23505249421050722e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile31)_ 1.23503000619389369e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile32)_ 1.23500675143519234e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile33)_ 1.23498272699782641e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile34)_ 1.23495792983751373e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile35)_ 1.23493235680081015e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile36)_ 1.23490600462359534e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile37)_ 1.23487886992949303e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile38)_ 1.23485094922822936e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile39)_ 1.23482223891392495e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile40)_ 1.23479273526331901e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile41)_ 1.23476232327233348e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile42)_ 1.23473069802632218e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile43)_ 1.23469825424781909e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile44)_ 1.23466498767314969e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile45)_ 1.23463089390981673e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile46)_ 1.23459596843425246e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile47)_ 1.23456020658948828e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile48)_ 1.23452360358273605e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile49)_ 1.23448615448288046e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile50)_ 1.23444676176075108e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile51)_ 1.23440588526237294e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile52)_ 1.23436411021332404e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile53)_ 1.23432143093040114e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile54)_ 1.23427784157371745e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile55)_ 1.23423333614351916e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile56)_ 1.23418790847688542e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile57)_ 1.23414143743321358e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile58)_ 1.23409392290896536e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile59)_ 1.23404546235862589e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile60)_ 1.23399604890854797e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile61)_ 1.23394567550298051e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile62)_ 1.23389433489996470e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile63)_ 1.23384191475590077e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile64)_ 1.23378831259734145e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile65)_ 1.23373371494039596e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile66)_ 1.23367811372245195e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile67)_ 1.23362150067105647e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile68)_ 1.23356386729879763e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile69)_ 1.23350090949848434e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile70)_ 1.23343618637636099e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile71)_ 1.23337033295919185e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile72)_ 1.23330333932633085e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile73)_ 1.23323519530223713e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile74)_ 1.23316742751647457e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile75)_ 1.23309863439404710e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile76)_ 1.23302868522746856e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile77)_ 1.23295756892701003e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile78)_ 1.23288512363997249e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile79)_ 1.23281109816906365e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile80)_ 1.23273586231700283e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile81)_ 1.23265940374005400e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile82)_ 1.23258166010319936e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile83)_ 1.23249919703699318e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile84)_ 1.23241542048938868e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile85)_ 1.23233031639634105e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile86)_ 1.23224359372424064e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile87)_ 1.23215186236108343e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile88)_ 1.23205870327786537e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile89)_ 1.23196410045955207e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile90)_ 1.23186898118757981e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile91)_ 1.23177376734190558e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile92)_ 1.23167709123895208e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile93)_ 1.23157893533478680e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile94)_ 1.23147833469324475e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile95)_ 1.23137607274944294e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile96)_ 1.23127226069418017e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile97)_ 1.23116637030247267e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile98)_ 1.23105850974299535e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile99)_ 1.23094902663581873e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile100)_ 1.23083576004806128e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile101)_ 1.23071720442097932e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile102)_ 1.23059688506866483e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile103)_ 1.23047615970329804e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile104)_ 1.23035515884300595e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile105)_ 1.23023235781962503e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile106)_ 1.23010969162759820e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile107)_ 1.22998626181815029e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile108)_ 1.22986099138363159e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile109)_ 1.22972851430572927e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile110)_ 1.22959337114261436e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile111)_ 1.22945648100218019e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile112)_ 1.22931822255865786e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile113)_ 1.22917790939717531e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile114)_ 1.22903353868316145e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile115)_ 1.22888666372166599e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile116)_ 1.22874001632104579e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile117)_ 1.22859385816179856e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile118)_ 1.22844452319995789e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile119)_ 1.22828876044770530e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile120)_ 1.22813066113294544e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile121)_ 1.22797545690287091e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile122)_ 1.22781790196576912e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile123)_ 1.22765356452641616e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile124)_ 1.22748615994782129e+00 OP 
