# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g699eb8688" 
Total_plasma_ion_pressure_at_point_408___________________________________ (pres_plasma_ion_total_profile408)_ 7.90502236549593217e+04 
Total_plasma_ion_pressure_at_point_409___________________________________ (pres_plasma_ion_total_profile409)_ 7.78551028045614657e+04 
Total_plasma_ion_pressure_at_point_410___________________________________ (pres_plasma_ion_total_profile410)_ 7.66635548050536163e+04 
Total_plasma_ion_pressure_at_point_411___________________________________ (pres_plasma_ion_total_profile411)_ 7.54756566295492084e+04 
Total_plasma_ion_pressure_at_point_412___________________________________ (pres_plasma_ion_total_profile412)_ 7.42914862287306460e+04 
Total_plasma_ion_pressure_at_point_413___________________________________ (pres_plasma_ion_total_profile413)_ 7.31111225548957736e+04 
Total_plasma_ion_pressure_at_point_414___________________________________ (pres_plasma_ion_total_profile414)_ 7.19346455869171623e+04 
Total_plasma_ion_pressure_at_point_415___________________________________ (pres_plasma_ion_total_profile415)_ 7.07621363561604521e+04 
Total_plasma_ion_pressure_at_point_416___________________________________ (pres_plasma_ion_total_profile416)_ 6.95936769734100235e+04 
Total_plasma_ion_pressure_at_point_417___________________________________ (pres_plasma_ion_total_profile417)_ 6.84293506568546145e+04 
Total_plasma_ion_pressure_at_point_418___________________________________ (pres_plasma_ion_total_profile418)_ 6.72692417611882265e+04 
Total_plasma_ion_pressure_at_point_419___________________________________ (pres_plasma_ion_total_profile419)_ 6.61134358078850782e+04 
Total_plasma_ion_pressure_at_point_420___________________________________ (pres_plasma_ion_total_profile420)_ 6.49620195167115453e+04 
Total_plasma_ion_pressure_at_point_421___________________________________ (pres_plasma_ion_total_profile421)_ 6.38150808385425335e+04 
Total_plasma_ion_pressure_at_point_422___________________________________ (pres_plasma_ion_total_profile422)_ 6.26727089895538084e+04 
Total_plasma_ion_pressure_at_point_423___________________________________ (pres_plasma_ion_total_profile423)_ 6.15349944868667299e+04 
Total_plasma_ion_pressure_at_point_424___________________________________ (pres_plasma_ion_total_profile424)_ 6.04020291857274569e+04 
Total_plasma_ion_pressure_at_point_425___________________________________ (pres_plasma_ion_total_profile425)_ 5.92739063183088219e+04 
Total_plasma_ion_pressure_at_point_426___________________________________ (pres_plasma_ion_total_profile426)_ 5.81507205342277230e+04 
Total_plasma_ion_pressure_at_point_427___________________________________ (pres_plasma_ion_total_profile427)_ 5.70325679428804360e+04 
Total_plasma_ion_pressure_at_point_428___________________________________ (pres_plasma_ion_total_profile428)_ 5.59195461577024616e+04 
Total_plasma_ion_pressure_at_point_429___________________________________ (pres_plasma_ion_total_profile429)_ 5.48117543424704782e+04 
Total_plasma_ion_pressure_at_point_430___________________________________ (pres_plasma_ion_total_profile430)_ 5.37092932597707404e+04 
Total_plasma_ion_pressure_at_point_431___________________________________ (pres_plasma_ion_total_profile431)_ 5.26122653217687985e+04 
Total_plasma_ion_pressure_at_point_432___________________________________ (pres_plasma_ion_total_profile432)_ 5.15207746434257497e+04 
Total_plasma_ion_pressure_at_point_433___________________________________ (pres_plasma_ion_total_profile433)_ 5.04349270983174792e+04 
Total_plasma_ion_pressure_at_point_434___________________________________ (pres_plasma_ion_total_profile434)_ 4.93548303772260624e+04 
Total_plasma_ion_pressure_at_point_435___________________________________ (pres_plasma_ion_total_profile435)_ 4.82805940496861876e+04 
Total_plasma_ion_pressure_at_point_436___________________________________ (pres_plasma_ion_total_profile436)_ 4.72123296286846962e+04 
Total_plasma_ion_pressure_at_point_437___________________________________ (pres_plasma_ion_total_profile437)_ 4.61501506387275149e+04 
Total_plasma_ion_pressure_at_point_438___________________________________ (pres_plasma_ion_total_profile438)_ 4.50941726875073509e+04 
Total_plasma_ion_pressure_at_point_439___________________________________ (pres_plasma_ion_total_profile439)_ 4.40445135414246542e+04 
Total_plasma_ion_pressure_at_point_440___________________________________ (pres_plasma_ion_total_profile440)_ 4.30012932052376200e+04 
Total_plasma_ion_pressure_at_point_441___________________________________ (pres_plasma_ion_total_profile441)_ 4.19646340061406881e+04 
Total_plasma_ion_pressure_at_point_442___________________________________ (pres_plasma_ion_total_profile442)_ 4.09346606825994968e+04 
Total_plasma_ion_pressure_at_point_443___________________________________ (pres_plasma_ion_total_profile443)_ 3.99115004782989563e+04 
Total_plasma_ion_pressure_at_point_444___________________________________ (pres_plasma_ion_total_profile444)_ 3.88952832415966186e+04 
Total_plasma_ion_pressure_at_point_445___________________________________ (pres_plasma_ion_total_profile445)_ 3.78861415309094300e+04 
Total_plasma_ion_pressure_at_point_446___________________________________ (pres_plasma_ion_total_profile446)_ 3.68842107265049926e+04 
Total_plasma_ion_pressure_at_point_447___________________________________ (pres_plasma_ion_total_profile447)_ 3.58896291492145974e+04 
Total_plasma_ion_pressure_at_point_448___________________________________ (pres_plasma_ion_total_profile448)_ 3.49025381866380849e+04 
Total_plasma_ion_pressure_at_point_449___________________________________ (pres_plasma_ion_total_profile449)_ 3.39230824274695187e+04 
Total_plasma_ion_pressure_at_point_450___________________________________ (pres_plasma_ion_total_profile450)_ 3.29514098046385989e+04 
Total_plasma_ion_pressure_at_point_451___________________________________ (pres_plasma_ion_total_profile451)_ 3.19876717480380685e+04 
Total_plasma_ion_pressure_at_point_452___________________________________ (pres_plasma_ion_total_profile452)_ 3.10320233476908543e+04 
Total_plasma_ion_pressure_at_point_453___________________________________ (pres_plasma_ion_total_profile453)_ 3.00846235283077076e+04 
Total_plasma_ion_pressure_at_point_454___________________________________ (pres_plasma_ion_total_profile454)_ 2.91456352362932048e+04 
Total_plasma_ion_pressure_at_point_455___________________________________ (pres_plasma_ion_total_profile455)_ 2.82152256403831962e+04 
Total_plasma_ion_pressure_at_point_456___________________________________ (pres_plasma_ion_total_profile456)_ 2.72935663472367269e+04 
Total_plasma_ion_pressure_at_point_457___________________________________ (pres_plasma_ion_total_profile457)_ 2.63808336334683408e+04 
Total_plasma_ion_pressure_at_point_458___________________________________ (pres_plasma_ion_total_profile458)_ 2.54772086957915380e+04 
Total_plasma_ion_pressure_at_point_459___________________________________ (pres_plasma_ion_total_profile459)_ 2.45828779211585097e+04 
Total_plasma_ion_pressure_at_point_460___________________________________ (pres_plasma_ion_total_profile460)_ 2.36980331790285163e+04 
Total_plasma_ion_pressure_at_point_461___________________________________ (pres_plasma_ion_total_profile461)_ 2.28228721381836986e+04 
Total_plasma_ion_pressure_at_point_462___________________________________ (pres_plasma_ion_total_profile462)_ 2.19575986108448633e+04 
Total_plasma_ion_pressure_at_point_463___________________________________ (pres_plasma_ion_total_profile463)_ 2.11024229272291377e+04 
Total_plasma_ion_pressure_at_point_464___________________________________ (pres_plasma_ion_total_profile464)_ 2.02575623441481039e+04 
Total_plasma_ion_pressure_at_point_465___________________________________ (pres_plasma_ion_total_profile465)_ 1.94232414917824317e+04 
Total_plasma_ion_pressure_at_point_466___________________________________ (pres_plasma_ion_total_profile466)_ 1.85996928634050673e+04 
Total_plasma_ion_pressure_at_point_467___________________________________ (pres_plasma_ion_total_profile467)_ 1.77871573535785974e+04 
Total_plasma_ion_pressure_at_point_468___________________________________ (pres_plasma_ion_total_profile468)_ 1.69858848512543955e+04 
Total_plasma_ion_pressure_at_point_469___________________________________ (pres_plasma_ion_total_profile469)_ 1.61961348952797671e+04 
Total_plasma_ion_pressure_at_point_470___________________________________ (pres_plasma_ion_total_profile470)_ 1.54181774011221005e+04 
Total_plasma_ion_pressure_at_point_471___________________________________ (pres_plasma_ion_total_profile471)_ 1.46522934691983173e+04 
Total_plasma_ion_pressure_at_point_472___________________________________ (pres_plasma_ion_total_profile472)_ 1.38987762871217747e+04 
Total_plasma_ion_pressure_at_point_473___________________________________ (pres_plasma_ion_total_profile473)_ 1.31579321405455594e+04 
Total_plasma_ion_pressure_at_point_474___________________________________ (pres_plasma_ion_total_profile474)_ 1.24300815502012883e+04 
Total_plasma_ion_pressure_at_point_475___________________________________ (pres_plasma_ion_total_profile475)_ 1.17155605563720474e+04 
Total_plasma_ion_pressure_at_point_476___________________________________ (pres_plasma_ion_total_profile476)_ 1.10147221766034309e+04 
Total_plasma_ion_pressure_at_point_477___________________________________ (pres_plasma_ion_total_profile477)_ 1.03279380682341689e+04 
Total_plasma_ion_pressure_at_point_478___________________________________ (pres_plasma_ion_total_profile478)_ 9.65560043470562778e+03 
Total_plasma_ion_pressure_at_point_479___________________________________ (pres_plasma_ion_total_profile479)_ 8.99812422412163505e+03 
Total_plasma_ion_pressure_at_point_480___________________________________ (pres_plasma_ion_total_profile480)_ 8.35594968092727322e+03 
Total_plasma_ion_pressure_at_point_481___________________________________ (pres_plasma_ion_total_profile481)_ 7.72954532791708607e+03 
Total_plasma_ion_pressure_at_point_482___________________________________ (pres_plasma_ion_total_profile482)_ 7.11941147759704654e+03 
Total_plasma_ion_pressure_at_point_483___________________________________ (pres_plasma_ion_total_profile483)_ 6.52608440144946599e+03 
Total_plasma_ion_pressure_at_point_484___________________________________ (pres_plasma_ion_total_profile484)_ 5.95014132621716999e+03 
Total_plasma_ion_pressure_at_point_485___________________________________ (pres_plasma_ion_total_profile485)_ 5.39220648300890207e+03 
Total_plasma_ion_pressure_at_point_486___________________________________ (pres_plasma_ion_total_profile486)_ 4.85295851572809170e+03 
Total_plasma_ion_pressure_at_point_487___________________________________ (pres_plasma_ion_total_profile487)_ 4.33313967263983341e+03 
Total_plasma_ion_pressure_at_point_488___________________________________ (pres_plasma_ion_total_profile488)_ 3.83356737949917306e+03 
Total_plasma_ion_pressure_at_point_489___________________________________ (pres_plasma_ion_total_profile489)_ 3.35514905961099203e+03 
Total_plasma_ion_pressure_at_point_490___________________________________ (pres_plasma_ion_total_profile490)_ 2.89890148706979198e+03 
Total_plasma_ion_pressure_at_point_491___________________________________ (pres_plasma_ion_total_profile491)_ 2.46597664713664062e+03 
Total_plasma_ion_pressure_at_point_492___________________________________ (pres_plasma_ion_total_profile492)_ 2.05769724964351326e+03 
Total_plasma_ion_pressure_at_point_493___________________________________ (pres_plasma_ion_total_profile493)_ 1.67560714124350147e+03 
Total_plasma_ion_pressure_at_point_494___________________________________ (pres_plasma_ion_total_profile494)_ 1.32154586244523534e+03 
Total_plasma_ion_pressure_at_point_495___________________________________ (pres_plasma_ion_total_profile495)_ 9.97764820289646423e+02 
Total_plasma_ion_pressure_at_point_496___________________________________ (pres_plasma_ion_total_profile496)_ 7.07121214055099813e+02 
Total_plasma_ion_pressure_at_point_497___________________________________ (pres_plasma_ion_total_profile497)_ 4.53434275371756371e+02 
Total_plasma_ion_pressure_at_point_498___________________________________ (pres_plasma_ion_total_profile498)_ 2.42241048553114922e+02 
Total_plasma_ion_pressure_at_point_499___________________________________ (pres_plasma_ion_total_profile499)_ 8.28562764311961502e+01 
Total_plasma_ion_pressure_at_point_500___________________________________ (pres_plasma_ion_total_profile500)_ 0.00000000000000000e+00 
Total_plasma_fuel_pressure_at_point_0____________________________________ (pres_plasma_fuel_profile0)____ 4.17410709026368742e+05 
Total_plasma_fuel_pressure_at_point_1____________________________________ (pres_plasma_fuel_profile1)____ 4.17408121082819533e+05 
Total_plasma_fuel_pressure_at_point_2____________________________________ (pres_plasma_fuel_profile2)____ 4.17400357286332874e+05 
Total_plasma_fuel_pressure_at_point_3____________________________________ (pres_plasma_fuel_profile3)____ 4.17387417739392375e+05 
Total_plasma_fuel_pressure_at_point_4____________________________________ (pres_plasma_fuel_profile4)____ 4.17369302612806146e+05 
Total_plasma_fuel_pressure_at_point_5____________________________________ (pres_plasma_fuel_profile5)____ 4.17346012145709479e+05 
Total_plasma_fuel_pressure_at_point_6____________________________________ (pres_plasma_fuel_profile6)____ 4.17317546645570197e+05 
Total_plasma_fuel_pressure_at_point_7____________________________________ (pres_plasma_fuel_profile7)____ 4.17283906488192850e+05 
Total_plasma_fuel_pressure_at_point_8____________________________________ (pres_plasma_fuel_profile8)____ 4.17245092117726104e+05 
Total_plasma_fuel_pressure_at_point_9____________________________________ (pres_plasma_fuel_profile9)____ 4.17201104046671535e+05 
Total_plasma_fuel_pressure_at_point_10___________________________________ (pres_plasma_fuel_profile10)___ 4.17151942855891073e+05 
Total_plasma_fuel_pressure_at_point_11___________________________________ (pres_plasma_fuel_profile11)___ 4.17097609194619115e+05 
Total_plasma_fuel_pressure_at_point_12___________________________________ (pres_plasma_fuel_profile12)___ 4.17038103780473408e+05 
Total_plasma_fuel_pressure_at_point_13___________________________________ (pres_plasma_fuel_profile13)___ 4.16973427399468143e+05 
Total_plasma_fuel_pressure_at_point_14___________________________________ (pres_plasma_fuel_profile14)___ 4.16903580906027986e+05 
Total_plasma_fuel_pressure_at_point_15___________________________________ (pres_plasma_fuel_profile15)___ 4.16828565223003970e+05 
Total_plasma_fuel_pressure_at_point_16___________________________________ (pres_plasma_fuel_profile16)___ 4.16748381341689499e+05 
Total_plasma_fuel_pressure_at_point_17___________________________________ (pres_plasma_fuel_profile17)___ 4.16663030321838567e+05 
Total_plasma_fuel_pressure_at_point_18___________________________________ (pres_plasma_fuel_profile18)___ 4.16572513291685202e+05 
Total_plasma_fuel_pressure_at_point_19___________________________________ (pres_plasma_fuel_profile19)___ 4.16476831447963079e+05 
Total_plasma_fuel_pressure_at_point_20___________________________________ (pres_plasma_fuel_profile20)___ 4.16375986055927351e+05 
Total_plasma_fuel_pressure_at_point_21___________________________________ (pres_plasma_fuel_profile21)___ 4.16269978449378337e+05 
Total_plasma_fuel_pressure_at_point_22___________________________________ (pres_plasma_fuel_profile22)___ 4.16158810030684399e+05 
Total_plasma_fuel_pressure_at_point_23___________________________________ (pres_plasma_fuel_profile23)___ 4.16042482270808250e+05 
Total_plasma_fuel_pressure_at_point_24___________________________________ (pres_plasma_fuel_profile24)___ 4.15920996709332860e+05 
Total_plasma_fuel_pressure_at_point_25___________________________________ (pres_plasma_fuel_profile25)___ 4.15794354954490031e+05 
Total_plasma_fuel_pressure_at_point_26___________________________________ (pres_plasma_fuel_profile26)___ 4.15662558683188690e+05 
Total_plasma_fuel_pressure_at_point_27___________________________________ (pres_plasma_fuel_profile27)___ 4.15525609641045972e+05 
Total_plasma_fuel_pressure_at_point_28___________________________________ (pres_plasma_fuel_profile28)___ 4.15383509642418649e+05 
Total_plasma_fuel_pressure_at_point_29___________________________________ (pres_plasma_fuel_profile29)___ 4.15236260570435552e+05 
Total_plasma_fuel_pressure_at_point_30___________________________________ (pres_plasma_fuel_profile30)___ 4.15083864377032791e+05 
Total_plasma_fuel_pressure_at_point_31___________________________________ (pres_plasma_fuel_profile31)___ 4.14926323082988034e+05 
Total_plasma_fuel_pressure_at_point_32___________________________________ (pres_plasma_fuel_profile32)___ 4.14763638777957705e+05 
Total_plasma_fuel_pressure_at_point_33___________________________________ (pres_plasma_fuel_profile33)___ 4.14595813620515575e+05 
Total_plasma_fuel_pressure_at_point_34___________________________________ (pres_plasma_fuel_profile34)___ 4.14422849838191294e+05 
Total_plasma_fuel_pressure_at_point_35___________________________________ (pres_plasma_fuel_profile35)___ 4.14244749727510149e+05 
Total_plasma_fuel_pressure_at_point_36___________________________________ (pres_plasma_fuel_profile36)___ 4.14061515654037357e+05 
Total_plasma_fuel_pressure_at_point_37___________________________________ (pres_plasma_fuel_profile37)___ 4.13873150052418583e+05 
Total_plasma_fuel_pressure_at_point_38___________________________________ (pres_plasma_fuel_profile38)___ 4.13679655426425743e+05 
Total_plasma_fuel_pressure_at_point_39___________________________________ (pres_plasma_fuel_profile39)___ 4.13481034349002468e+05 
Total_plasma_fuel_pressure_at_point_40___________________________________ (pres_plasma_fuel_profile40)___ 4.13277289462311193e+05 
Total_plasma_fuel_pressure_at_point_41___________________________________ (pres_plasma_fuel_profile41)___ 4.13068423477781005e+05 
Total_plasma_fuel_pressure_at_point_42___________________________________ (pres_plasma_fuel_profile42)___ 4.12854439176157641e+05 
Total_plasma_fuel_pressure_at_point_43___________________________________ (pres_plasma_fuel_profile43)___ 4.12635339407554653e+05 
Total_plasma_fuel_pressure_at_point_44___________________________________ (pres_plasma_fuel_profile44)___ 4.12411127091505099e+05 
Total_plasma_fuel_pressure_at_point_45___________________________________ (pres_plasma_fuel_profile45)___ 4.12181805217015324e+05 
Total_plasma_fuel_pressure_at_point_46___________________________________ (pres_plasma_fuel_profile46)___ 4.11947376842620142e+05 
Total_plasma_fuel_pressure_at_point_47___________________________________ (pres_plasma_fuel_profile47)___ 4.11707845096438541e+05 
Total_plasma_fuel_pressure_at_point_48___________________________________ (pres_plasma_fuel_profile48)___ 4.11463213176231598e+05 
Total_plasma_fuel_pressure_at_point_49___________________________________ (pres_plasma_fuel_profile49)___ 4.11213484349461447e+05 
Total_plasma_fuel_pressure_at_point_50___________________________________ (pres_plasma_fuel_profile50)___ 4.10958661953350995e+05 
Total_plasma_fuel_pressure_at_point_51___________________________________ (pres_plasma_fuel_profile51)___ 4.10698749394946208e+05 
Total_plasma_fuel_pressure_at_point_52___________________________________ (pres_plasma_fuel_profile52)___ 4.10433750151178392e+05 
Total_plasma_fuel_pressure_at_point_53___________________________________ (pres_plasma_fuel_profile53)___ 4.10163667768928979e+05 
Total_plasma_fuel_pressure_at_point_54___________________________________ (pres_plasma_fuel_profile54)___ 4.09888505865095067e+05 
Total_plasma_fuel_pressure_at_point_55___________________________________ (pres_plasma_fuel_profile55)___ 4.09608268126656185e+05 
Total_plasma_fuel_pressure_at_point_56___________________________________ (pres_plasma_fuel_profile56)___ 4.09322958310742921e+05 
Total_plasma_fuel_pressure_at_point_57___________________________________ (pres_plasma_fuel_profile57)___ 4.09032580244707002e+05 
Total_plasma_fuel_pressure_at_point_58___________________________________ (pres_plasma_fuel_profile58)___ 4.08737137826191843e+05 
Total_plasma_fuel_pressure_at_point_59___________________________________ (pres_plasma_fuel_profile59)___ 4.08436635023205657e+05 
Total_plasma_fuel_pressure_at_point_60___________________________________ (pres_plasma_fuel_profile60)___ 4.08131075874195201e+05 
Total_plasma_fuel_pressure_at_point_61___________________________________ (pres_plasma_fuel_profile61)___ 4.07820464488120866e+05 
Total_plasma_fuel_pressure_at_point_62___________________________________ (pres_plasma_fuel_profile62)___ 4.07504805044534267e+05 
Total_plasma_fuel_pressure_at_point_63___________________________________ (pres_plasma_fuel_profile63)___ 4.07184101793655544e+05 
Total_plasma_fuel_pressure_at_point_64___________________________________ (pres_plasma_fuel_profile64)___ 4.06858359056453744e+05 
Total_plasma_fuel_pressure_at_point_65___________________________________ (pres_plasma_fuel_profile65)___ 4.06527581224727153e+05 
Total_plasma_fuel_pressure_at_point_66___________________________________ (pres_plasma_fuel_profile66)___ 4.06191772761186759e+05 
Total_plasma_fuel_pressure_at_point_67___________________________________ (pres_plasma_fuel_profile67)___ 4.05850938199539436e+05 
Total_plasma_fuel_pressure_at_point_68___________________________________ (pres_plasma_fuel_profile68)___ 4.05505082144573622e+05 
Total_plasma_fuel_pressure_at_point_69___________________________________ (pres_plasma_fuel_profile69)___ 4.05154209272245702e+05 
Total_plasma_fuel_pressure_at_point_70___________________________________ (pres_plasma_fuel_profile70)___ 4.04798324329769588e+05 
Total_plasma_fuel_pressure_at_point_71___________________________________ (pres_plasma_fuel_profile71)___ 4.04437432135705487e+05 
Total_plasma_fuel_pressure_at_point_72___________________________________ (pres_plasma_fuel_profile72)___ 4.04071537580051110e+05 
Total_plasma_fuel_pressure_at_point_73___________________________________ (pres_plasma_fuel_profile73)___ 4.03700645624335273e+05 
Total_plasma_fuel_pressure_at_point_74___________________________________ (pres_plasma_fuel_profile74)___ 4.03324761301711726e+05 
Total_plasma_fuel_pressure_at_point_75___________________________________ (pres_plasma_fuel_profile75)___ 4.02943889717054728e+05 
Total_plasma_fuel_pressure_at_point_76___________________________________ (pres_plasma_fuel_profile76)___ 4.02558036047057249e+05 
Total_plasma_fuel_pressure_at_point_77___________________________________ (pres_plasma_fuel_profile77)___ 4.02167205540328461e+05 
Total_plasma_fuel_pressure_at_point_78___________________________________ (pres_plasma_fuel_profile78)___ 4.01771403517495433e+05 
Total_plasma_fuel_pressure_at_point_79___________________________________ (pres_plasma_fuel_profile79)___ 4.01370635371304350e+05 
Total_plasma_fuel_pressure_at_point_80___________________________________ (pres_plasma_fuel_profile80)___ 4.00964906566724298e+05 
Total_plasma_fuel_pressure_at_point_81___________________________________ (pres_plasma_fuel_profile81)___ 4.00554222641051863e+05 
Total_plasma_fuel_pressure_at_point_82___________________________________ (pres_plasma_fuel_profile82)___ 4.00138589204018528e+05 
Total_plasma_fuel_pressure_at_point_83___________________________________ (pres_plasma_fuel_profile83)___ 3.99718011937898409e+05 
Total_plasma_fuel_pressure_at_point_84___________________________________ (pres_plasma_fuel_profile84)___ 3.99292496597617341e+05 
Total_plasma_fuel_pressure_at_point_85___________________________________ (pres_plasma_fuel_profile85)___ 3.98862049010866031e+05 
Total_plasma_fuel_pressure_at_point_86___________________________________ (pres_plasma_fuel_profile86)___ 3.98426675078211469e+05 
Total_plasma_fuel_pressure_at_point_87___________________________________ (pres_plasma_fuel_profile87)___ 3.97986380773212004e+05 
Total_plasma_fuel_pressure_at_point_88___________________________________ (pres_plasma_fuel_profile88)___ 3.97541172142534051e+05 
Total_plasma_fuel_pressure_at_point_89___________________________________ (pres_plasma_fuel_profile89)___ 3.97091055306069728e+05 
Total_plasma_fuel_pressure_at_point_90___________________________________ (pres_plasma_fuel_profile90)___ 3.96636036457055947e+05 
Total_plasma_fuel_pressure_at_point_91___________________________________ (pres_plasma_fuel_profile91)___ 3.96176121862196364e+05 
Total_plasma_fuel_pressure_at_point_92___________________________________ (pres_plasma_fuel_profile92)___ 3.95711317861783900e+05 
Total_plasma_fuel_pressure_at_point_93___________________________________ (pres_plasma_fuel_profile93)___ 3.95241630869825138e+05 
Total_plasma_fuel_pressure_at_point_94___________________________________ (pres_plasma_fuel_profile94)___ 3.94767067374167207e+05 
Total_plasma_fuel_pressure_at_point_95___________________________________ (pres_plasma_fuel_profile95)___ 3.94287633936624974e+05 
Total_plasma_fuel_pressure_at_point_96___________________________________ (pres_plasma_fuel_profile96)___ 3.93803337193111656e+05 
Total_plasma_fuel_pressure_at_point_97___________________________________ (pres_plasma_fuel_profile97)___ 3.93314183853769326e+05 
Total_plasma_fuel_pressure_at_point_98___________________________________ (pres_plasma_fuel_profile98)___ 3.92820180703103018e+05 
Total_plasma_fuel_pressure_at_point_99___________________________________ (pres_plasma_fuel_profile99)___ 3.92321334600114787e+05 
Total_plasma_fuel_pressure_at_point_100__________________________________ (pres_plasma_fuel_profile100)__ 3.91817652478441247e+05 
Total_plasma_fuel_pressure_at_point_101__________________________________ (pres_plasma_fuel_profile101)__ 3.91309141346491349e+05 
Total_plasma_fuel_pressure_at_point_102__________________________________ (pres_plasma_fuel_profile102)__ 3.90795808287587250e+05 
Total_plasma_fuel_pressure_at_point_103__________________________________ (pres_plasma_fuel_profile103)__ 3.90277660460106214e+05 
Total_plasma_fuel_pressure_at_point_104__________________________________ (pres_plasma_fuel_profile104)__ 3.89754705097624683e+05 
Total_plasma_fuel_pressure_at_point_105__________________________________ (pres_plasma_fuel_profile105)__ 3.89226949509063503e+05 
Total_plasma_fuel_pressure_at_point_106__________________________________ (pres_plasma_fuel_profile106)__ 3.88694401078836236e+05 
Total_plasma_fuel_pressure_at_point_107__________________________________ (pres_plasma_fuel_profile107)__ 3.88157067266998347e+05 
Total_plasma_fuel_pressure_at_point_108__________________________________ (pres_plasma_fuel_profile108)__ 3.87614955609398778e+05 
Total_plasma_fuel_pressure_at_point_109__________________________________ (pres_plasma_fuel_profile109)__ 3.87068073717832740e+05 
Total_plasma_fuel_pressure_at_point_110__________________________________ (pres_plasma_fuel_profile110)__ 3.86516429280197422e+05 
Total_plasma_fuel_pressure_at_point_111__________________________________ (pres_plasma_fuel_profile111)__ 3.85960030060648569e+05 
Total_plasma_fuel_pressure_at_point_112__________________________________ (pres_plasma_fuel_profile112)__ 3.85398883899760491e+05 
Total_plasma_fuel_pressure_at_point_113__________________________________ (pres_plasma_fuel_profile113)__ 3.84832998714685731e+05 
Total_plasma_fuel_pressure_at_point_114__________________________________ (pres_plasma_fuel_profile114)__ 3.84262382499318861e+05 
Total_plasma_fuel_pressure_at_point_115__________________________________ (pres_plasma_fuel_profile115)__ 3.83687043324461963e+05 
Total_plasma_fuel_pressure_at_point_116__________________________________ (pres_plasma_fuel_profile116)__ 3.83106989337989653e+05 
Total_plasma_fuel_pressure_at_point_117__________________________________ (pres_plasma_fuel_profile117)__ 3.82522228765020380e+05 
Total_plasma_fuel_pressure_at_point_118__________________________________ (pres_plasma_fuel_profile118)__ 3.81932769908086280e+05 
Total_plasma_fuel_pressure_at_point_119__________________________________ (pres_plasma_fuel_profile119)__ 3.81338621147305705e+05 
Total_plasma_fuel_pressure_at_point_120__________________________________ (pres_plasma_fuel_profile120)__ 3.80739790940560168e+05 
Total_plasma_fuel_pressure_at_point_121__________________________________ (pres_plasma_fuel_profile121)__ 3.80136287823669438e+05 
Total_plasma_fuel_pressure_at_point_122__________________________________ (pres_plasma_fuel_profile122)__ 3.79528120410572272e+05 
Total_plasma_fuel_pressure_at_point_123__________________________________ (pres_plasma_fuel_profile123)__ 3.78915297393507848e+05 
Total_plasma_fuel_pressure_at_point_124__________________________________ (pres_plasma_fuel_profile124)__ 3.78297827543198771e+05 
Total_plasma_fuel_pressure_at_point_125__________________________________ (pres_plasma_fuel_profile125)__ 3.77675719709037105e+05 
Total_plasma_fuel_pressure_at_point_126__________________________________ (pres_plasma_fuel_profile126)__ 3.77048982819272671e+05 
Total_plasma_fuel_pressure_at_point_127__________________________________ (pres_plasma_fuel_profile127)__ 3.76417625881202635e+05 
Total_plasma_fuel_pressure_at_point_128__________________________________ (pres_plasma_fuel_profile128)__ 3.75781657981364231e+05 
Total_plasma_fuel_pressure_at_point_129__________________________________ (pres_plasma_fuel_profile129)__ 3.75141088285729755e+05 
Total_plasma_fuel_pressure_at_point_130__________________________________ (pres_plasma_fuel_profile130)__ 3.74495926039902493e+05 
Total_plasma_fuel_pressure_at_point_131__________________________________ (pres_plasma_fuel_profile131)__ 3.73846180569317017e+05 
Total_plasma_fuel_pressure_at_point_132__________________________________ (pres_plasma_fuel_profile132)__ 3.73191861279439530e+05 
Total_plasma_fuel_pressure_at_point_133__________________________________ (pres_plasma_fuel_profile133)__ 3.72532977655972936e+05 
Total_plasma_fuel_pressure_at_point_134__________________________________ (pres_plasma_fuel_profile134)__ 3.71869539265061670e+05 
Total_plasma_fuel_pressure_at_point_135__________________________________ (pres_plasma_fuel_profile135)__ 3.71201555753501307e+05 
Total_plasma_fuel_pressure_at_point_136__________________________________ (pres_plasma_fuel_profile136)__ 3.70529036848948745e+05 
Total_plasma_fuel_pressure_at_point_137__________________________________ (pres_plasma_fuel_profile137)__ 3.69851992360135948e+05 
Total_plasma_fuel_pressure_at_point_138__________________________________ (pres_plasma_fuel_profile138)__ 3.69170432177085662e+05 
Total_plasma_fuel_pressure_at_point_139__________________________________ (pres_plasma_fuel_profile139)__ 3.68484366271329229e+05 
Total_plasma_fuel_pressure_at_point_140__________________________________ (pres_plasma_fuel_profile140)__ 3.67793804696127772e+05 
Total_plasma_fuel_pressure_at_point_141__________________________________ (pres_plasma_fuel_profile141)__ 3.67098757586695428e+05 
Total_plasma_fuel_pressure_at_point_142__________________________________ (pres_plasma_fuel_profile142)__ 3.66399235160424432e+05 
Total_plasma_fuel_pressure_at_point_143__________________________________ (pres_plasma_fuel_profile143)__ 3.65695247717114282e+05 
Total_plasma_fuel_pressure_at_point_144__________________________________ (pres_plasma_fuel_profile144)__ 3.64986805639202066e+05 
Total_plasma_fuel_pressure_at_point_145__________________________________ (pres_plasma_fuel_profile145)__ 3.64273919391996111e+05 
