# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g0df70973d" 
Total_plasma_ion_pressure_at_point_178___________________________________ (pres_plasma_ion_total_profile178)_ 4.18047199833786581e+04 
Total_plasma_ion_pressure_at_point_179___________________________________ (pres_plasma_ion_total_profile179)_ 4.06891714661676160e+04 
Total_plasma_ion_pressure_at_point_180___________________________________ (pres_plasma_ion_total_profile180)_ 3.96187974368197538e+04 
Total_plasma_ion_pressure_at_point_181___________________________________ (pres_plasma_ion_total_profile181)_ 3.85963251119431588e+04 
Total_plasma_ion_pressure_at_point_182___________________________________ (pres_plasma_ion_total_profile182)_ 3.76250465102639864e+04 
Total_plasma_ion_pressure_at_point_183___________________________________ (pres_plasma_ion_total_profile183)_ 3.67090625707690706e+04 
Total_plasma_ion_pressure_at_point_184___________________________________ (pres_plasma_ion_total_profile184)_ 3.58536997512325033e+04 
Total_plasma_ion_pressure_at_point_185___________________________________ (pres_plasma_ion_total_profile185)_ 3.50662946774841694e+04 
Total_plasma_ion_pressure_at_point_186___________________________________ (pres_plasma_ion_total_profile186)_ 3.43579091799243834e+04 
Total_plasma_ion_pressure_at_point_187___________________________________ (pres_plasma_ion_total_profile187)_ 3.37481931934701715e+04 
Total_plasma_ion_pressure_at_point_188___________________________________ (pres_plasma_ion_total_profile188)_ 3.32954704612191563e+04 
Total_plasma_ion_pressure_at_point_189___________________________________ (pres_plasma_ion_total_profile189)_ 2.95373747113902646e+04 
Total_plasma_ion_pressure_at_point_190___________________________________ (pres_plasma_ion_total_profile190)_ 2.59651594571399437e+04 
Total_plasma_ion_pressure_at_point_191___________________________________ (pres_plasma_ion_total_profile191)_ 2.25788246984681973e+04 
Total_plasma_ion_pressure_at_point_192___________________________________ (pres_plasma_ion_total_profile192)_ 1.93783704353750290e+04 
Total_plasma_ion_pressure_at_point_193___________________________________ (pres_plasma_ion_total_profile193)_ 1.63637966678604389e+04 
Total_plasma_ion_pressure_at_point_194___________________________________ (pres_plasma_ion_total_profile194)_ 1.35351033959244251e+04 
Total_plasma_ion_pressure_at_point_195___________________________________ (pres_plasma_ion_total_profile195)_ 1.08922906195669857e+04 
Total_plasma_ion_pressure_at_point_196___________________________________ (pres_plasma_ion_total_profile196)_ 8.43535833878812628e+03 
Total_plasma_ion_pressure_at_point_197___________________________________ (pres_plasma_ion_total_profile197)_ 6.16430655358784497e+03 
Total_plasma_ion_pressure_at_point_198___________________________________ (pres_plasma_ion_total_profile198)_ 4.07913526396613770e+03 
Total_plasma_ion_pressure_at_point_199___________________________________ (pres_plasma_ion_total_profile199)_ 2.17984446992300900e+03 
Total_plasma_ion_pressure_at_point_200___________________________________ (pres_plasma_ion_total_profile200)_ 4.66434171458458820e+02 
Total_plasma_fuel_pressure_at_point_0____________________________________ (pres_plasma_fuel_profile0)____ 2.93811894385622931e+05 
Total_plasma_fuel_pressure_at_point_1____________________________________ (pres_plasma_fuel_profile1)____ 2.93798621205370990e+05 
Total_plasma_fuel_pressure_at_point_2____________________________________ (pres_plasma_fuel_profile2)____ 2.93758803781402239e+05 
Total_plasma_fuel_pressure_at_point_3____________________________________ (pres_plasma_fuel_profile3)____ 2.93692448463936686e+05 
Total_plasma_fuel_pressure_at_point_4____________________________________ (pres_plasma_fuel_profile4)____ 2.93599565836201946e+05 
Total_plasma_fuel_pressure_at_point_5____________________________________ (pres_plasma_fuel_profile5)____ 2.93480170713725151e+05 
Total_plasma_fuel_pressure_at_point_6____________________________________ (pres_plasma_fuel_profile6)____ 2.93334282143340737e+05 
Total_plasma_fuel_pressure_at_point_7____________________________________ (pres_plasma_fuel_profile7)____ 2.93161923401916109e+05 
Total_plasma_fuel_pressure_at_point_8____________________________________ (pres_plasma_fuel_profile8)____ 2.92963121994792542e+05 
Total_plasma_fuel_pressure_at_point_9____________________________________ (pres_plasma_fuel_profile9)____ 2.92737909653943148e+05 
Total_plasma_fuel_pressure_at_point_10___________________________________ (pres_plasma_fuel_profile10)___ 2.92486322335848061e+05 
Total_plasma_fuel_pressure_at_point_11___________________________________ (pres_plasma_fuel_profile11)___ 2.92208400219084811e+05 
Total_plasma_fuel_pressure_at_point_12___________________________________ (pres_plasma_fuel_profile12)___ 2.91904187701636285e+05 
Total_plasma_fuel_pressure_at_point_13___________________________________ (pres_plasma_fuel_profile13)___ 2.91573733397914213e+05 
Total_plasma_fuel_pressure_at_point_14___________________________________ (pres_plasma_fuel_profile14)___ 2.91217090135499544e+05 
Total_plasma_fuel_pressure_at_point_15___________________________________ (pres_plasma_fuel_profile15)___ 2.90834314951598644e+05 
Total_plasma_fuel_pressure_at_point_16___________________________________ (pres_plasma_fuel_profile16)___ 2.90425469089216786e+05 
Total_plasma_fuel_pressure_at_point_17___________________________________ (pres_plasma_fuel_profile17)___ 2.89990617993045424e+05 
Total_plasma_fuel_pressure_at_point_18___________________________________ (pres_plasma_fuel_profile18)___ 2.89529831305068277e+05 
Total_plasma_fuel_pressure_at_point_19___________________________________ (pres_plasma_fuel_profile19)___ 2.89043182859882188e+05 
Total_plasma_fuel_pressure_at_point_20___________________________________ (pres_plasma_fuel_profile20)___ 2.88530750679732941e+05 
Total_plasma_fuel_pressure_at_point_21___________________________________ (pres_plasma_fuel_profile21)___ 2.87992616969268885e+05 
Total_plasma_fuel_pressure_at_point_22___________________________________ (pres_plasma_fuel_profile22)___ 2.87428868110008771e+05 
Total_plasma_fuel_pressure_at_point_23___________________________________ (pres_plasma_fuel_profile23)___ 2.86839594654526620e+05 
Total_plasma_fuel_pressure_at_point_24___________________________________ (pres_plasma_fuel_profile24)___ 2.86224891320350813e+05 
Total_plasma_fuel_pressure_at_point_25___________________________________ (pres_plasma_fuel_profile25)___ 2.85584856983579870e+05 
Total_plasma_fuel_pressure_at_point_26___________________________________ (pres_plasma_fuel_profile26)___ 2.84919594672214007e+05 
Total_plasma_fuel_pressure_at_point_27___________________________________ (pres_plasma_fuel_profile27)___ 2.84229211559200950e+05 
Total_plasma_fuel_pressure_at_point_28___________________________________ (pres_plasma_fuel_profile28)___ 2.83513818955197930e+05 
Total_plasma_fuel_pressure_at_point_29___________________________________ (pres_plasma_fuel_profile29)___ 2.82773532301050203e+05 
Total_plasma_fuel_pressure_at_point_30___________________________________ (pres_plasma_fuel_profile30)___ 2.82008471159982437e+05 
Total_plasma_fuel_pressure_at_point_31___________________________________ (pres_plasma_fuel_profile31)___ 2.81218759209508367e+05 
Total_plasma_fuel_pressure_at_point_32___________________________________ (pres_plasma_fuel_profile32)___ 2.80404524233053322e+05 
Total_plasma_fuel_pressure_at_point_33___________________________________ (pres_plasma_fuel_profile33)___ 2.79565898111294257e+05 
Total_plasma_fuel_pressure_at_point_34___________________________________ (pres_plasma_fuel_profile34)___ 2.78703016813213471e+05 
Total_plasma_fuel_pressure_at_point_35___________________________________ (pres_plasma_fuel_profile35)___ 2.77816020386869670e+05 
Total_plasma_fuel_pressure_at_point_36___________________________________ (pres_plasma_fuel_profile36)___ 2.76905052949882986e+05 
Total_plasma_fuel_pressure_at_point_37___________________________________ (pres_plasma_fuel_profile37)___ 2.75970262679636071e+05 
Total_plasma_fuel_pressure_at_point_38___________________________________ (pres_plasma_fuel_profile38)___ 2.75011801803192066e+05 
Total_plasma_fuel_pressure_at_point_39___________________________________ (pres_plasma_fuel_profile39)___ 2.74029826586927229e+05 
Total_plasma_fuel_pressure_at_point_40___________________________________ (pres_plasma_fuel_profile40)___ 2.73024497325880104e+05 
Total_plasma_fuel_pressure_at_point_41___________________________________ (pres_plasma_fuel_profile41)___ 2.71995978332817496e+05 
Total_plasma_fuel_pressure_at_point_42___________________________________ (pres_plasma_fuel_profile42)___ 2.70944437927015882e+05 
Total_plasma_fuel_pressure_at_point_43___________________________________ (pres_plasma_fuel_profile43)___ 2.69870048422761844e+05 
Total_plasma_fuel_pressure_at_point_44___________________________________ (pres_plasma_fuel_profile44)___ 2.68772986117566761e+05 
Total_plasma_fuel_pressure_at_point_45___________________________________ (pres_plasma_fuel_profile45)___ 2.67653431280101766e+05 
Total_plasma_fuel_pressure_at_point_46___________________________________ (pres_plasma_fuel_profile46)___ 2.66511568137849448e+05 
Total_plasma_fuel_pressure_at_point_47___________________________________ (pres_plasma_fuel_profile47)___ 2.65347584864474193e+05 
Total_plasma_fuel_pressure_at_point_48___________________________________ (pres_plasma_fuel_profile48)___ 2.64161673566911544e+05 
Total_plasma_fuel_pressure_at_point_49___________________________________ (pres_plasma_fuel_profile49)___ 2.62954030272177595e+05 
Total_plasma_fuel_pressure_at_point_50___________________________________ (pres_plasma_fuel_profile50)___ 2.61724854913898249e+05 
Total_plasma_fuel_pressure_at_point_51___________________________________ (pres_plasma_fuel_profile51)___ 2.60474351318560017e+05 
Total_plasma_fuel_pressure_at_point_52___________________________________ (pres_plasma_fuel_profile52)___ 2.59202727191482380e+05 
Total_plasma_fuel_pressure_at_point_53___________________________________ (pres_plasma_fuel_profile53)___ 2.57910194102512934e+05 
Total_plasma_fuel_pressure_at_point_54___________________________________ (pres_plasma_fuel_profile54)___ 2.56596967471447133e+05 
Total_plasma_fuel_pressure_at_point_55___________________________________ (pres_plasma_fuel_profile55)___ 2.55263266553171619e+05 
Total_plasma_fuel_pressure_at_point_56___________________________________ (pres_plasma_fuel_profile56)___ 2.53909314422535099e+05 
Total_plasma_fuel_pressure_at_point_57___________________________________ (pres_plasma_fuel_profile57)___ 2.52535337958945835e+05 
Total_plasma_fuel_pressure_at_point_58___________________________________ (pres_plasma_fuel_profile58)___ 2.51141567830698419e+05 
Total_plasma_fuel_pressure_at_point_59___________________________________ (pres_plasma_fuel_profile59)___ 2.49728238479031017e+05 
Total_plasma_fuel_pressure_at_point_60___________________________________ (pres_plasma_fuel_profile60)___ 2.48295588101914560e+05 
Total_plasma_fuel_pressure_at_point_61___________________________________ (pres_plasma_fuel_profile61)___ 2.46843858637576923e+05 
Total_plasma_fuel_pressure_at_point_62___________________________________ (pres_plasma_fuel_profile62)___ 2.45373295747761789e+05 
Total_plasma_fuel_pressure_at_point_63___________________________________ (pres_plasma_fuel_profile63)___ 2.43884148800727591e+05 
Total_plasma_fuel_pressure_at_point_64___________________________________ (pres_plasma_fuel_profile64)___ 2.42376670853985852e+05 
Total_plasma_fuel_pressure_at_point_65___________________________________ (pres_plasma_fuel_profile65)___ 2.40851118636783329e+05 
Total_plasma_fuel_pressure_at_point_66___________________________________ (pres_plasma_fuel_profile66)___ 2.39307752532330429e+05 
Total_plasma_fuel_pressure_at_point_67___________________________________ (pres_plasma_fuel_profile67)___ 2.37746836559778982e+05 
Total_plasma_fuel_pressure_at_point_68___________________________________ (pres_plasma_fuel_profile68)___ 2.36168638355951698e+05 
Total_plasma_fuel_pressure_at_point_69___________________________________ (pres_plasma_fuel_profile69)___ 2.34573429156828555e+05 
Total_plasma_fuel_pressure_at_point_70___________________________________ (pres_plasma_fuel_profile70)___ 2.32961483778792433e+05 
Total_plasma_fuel_pressure_at_point_71___________________________________ (pres_plasma_fuel_profile71)___ 2.31333080599638750e+05 
Total_plasma_fuel_pressure_at_point_72___________________________________ (pres_plasma_fuel_profile72)___ 2.29688501539353601e+05 
Total_plasma_fuel_pressure_at_point_73___________________________________ (pres_plasma_fuel_profile73)___ 2.28028032040665334e+05 
Total_plasma_fuel_pressure_at_point_74___________________________________ (pres_plasma_fuel_profile74)___ 2.26351961049373465e+05 
Total_plasma_fuel_pressure_at_point_75___________________________________ (pres_plasma_fuel_profile75)___ 2.24660580994463118e+05 
Total_plasma_fuel_pressure_at_point_76___________________________________ (pres_plasma_fuel_profile76)___ 2.22954187768007105e+05 
Total_plasma_fuel_pressure_at_point_77___________________________________ (pres_plasma_fuel_profile77)___ 2.21233080704866821e+05 
Total_plasma_fuel_pressure_at_point_78___________________________________ (pres_plasma_fuel_profile78)___ 2.19497562562193634e+05 
Total_plasma_fuel_pressure_at_point_79___________________________________ (pres_plasma_fuel_profile79)___ 2.17747939498743479e+05 
Total_plasma_fuel_pressure_at_point_80___________________________________ (pres_plasma_fuel_profile80)___ 2.15984521054007811e+05 
Total_plasma_fuel_pressure_at_point_81___________________________________ (pres_plasma_fuel_profile81)___ 2.14207620127173519e+05 
Total_plasma_fuel_pressure_at_point_82___________________________________ (pres_plasma_fuel_profile82)___ 2.12417552955917665e+05 
Total_plasma_fuel_pressure_at_point_83___________________________________ (pres_plasma_fuel_profile83)___ 2.10614639095050079e+05 
Total_plasma_fuel_pressure_at_point_84___________________________________ (pres_plasma_fuel_profile84)___ 2.08799201395012176e+05 
Total_plasma_fuel_pressure_at_point_85___________________________________ (pres_plasma_fuel_profile85)___ 2.06971565980243846e+05 
Total_plasma_fuel_pressure_at_point_86___________________________________ (pres_plasma_fuel_profile86)___ 2.05132062227432325e+05 
Total_plasma_fuel_pressure_at_point_87___________________________________ (pres_plasma_fuel_profile87)___ 2.03281022743653622e+05 
Total_plasma_fuel_pressure_at_point_88___________________________________ (pres_plasma_fuel_profile88)___ 2.01418783344423835e+05 
Total_plasma_fuel_pressure_at_point_89___________________________________ (pres_plasma_fuel_profile89)___ 1.99545683031672408e+05 
Total_plasma_fuel_pressure_at_point_90___________________________________ (pres_plasma_fuel_profile90)___ 1.97662063971656375e+05 
Total_plasma_fuel_pressure_at_point_91___________________________________ (pres_plasma_fuel_profile91)___ 1.95768271472832130e+05 
Total_plasma_fuel_pressure_at_point_92___________________________________ (pres_plasma_fuel_profile92)___ 1.93864653963703371e+05 
Total_plasma_fuel_pressure_at_point_93___________________________________ (pres_plasma_fuel_profile93)___ 1.91951562970666098e+05 
Total_plasma_fuel_pressure_at_point_94___________________________________ (pres_plasma_fuel_profile94)___ 1.90029353095873434e+05 
Total_plasma_fuel_pressure_at_point_95___________________________________ (pres_plasma_fuel_profile95)___ 1.88098381995142030e+05 
Total_plasma_fuel_pressure_at_point_96___________________________________ (pres_plasma_fuel_profile96)___ 1.86159010355926846e+05 
Total_plasma_fuel_pressure_at_point_97___________________________________ (pres_plasma_fuel_profile97)___ 1.84211601875391672e+05 
Total_plasma_fuel_pressure_at_point_98___________________________________ (pres_plasma_fuel_profile98)___ 1.82256523238603841e+05 
Total_plasma_fuel_pressure_at_point_99___________________________________ (pres_plasma_fuel_profile99)___ 1.80294144096885837e+05 
Total_plasma_fuel_pressure_at_point_100__________________________________ (pres_plasma_fuel_profile100)__ 1.78324837046357716e+05 
Total_plasma_fuel_pressure_at_point_101__________________________________ (pres_plasma_fuel_profile101)__ 1.76348977606706118e+05 
Total_plasma_fuel_pressure_at_point_102__________________________________ (pres_plasma_fuel_profile102)__ 1.74366944200221536e+05 
Total_plasma_fuel_pressure_at_point_103__________________________________ (pres_plasma_fuel_profile103)__ 1.72379118131144729e+05 
Total_plasma_fuel_pressure_at_point_104__________________________________ (pres_plasma_fuel_profile104)__ 1.70385883565369353e+05 
Total_plasma_fuel_pressure_at_point_105__________________________________ (pres_plasma_fuel_profile105)__ 1.68387627510550228e+05 
Total_plasma_fuel_pressure_at_point_106__________________________________ (pres_plasma_fuel_profile106)__ 1.66384739796671667e+05 
Total_plasma_fuel_pressure_at_point_107__________________________________ (pres_plasma_fuel_profile107)__ 1.64377613057133072e+05 
Total_plasma_fuel_pressure_at_point_108__________________________________ (pres_plasma_fuel_profile108)__ 1.62366642710415152e+05 
Total_plasma_fuel_pressure_at_point_109__________________________________ (pres_plasma_fuel_profile109)__ 1.60352226942394249e+05 
Total_plasma_fuel_pressure_at_point_110__________________________________ (pres_plasma_fuel_profile110)__ 1.58334766689379408e+05 
Total_plasma_fuel_pressure_at_point_111__________________________________ (pres_plasma_fuel_profile111)__ 1.56314665621949738e+05 
Total_plasma_fuel_pressure_at_point_112__________________________________ (pres_plasma_fuel_profile112)__ 1.54292330129680340e+05 
Total_plasma_fuel_pressure_at_point_113__________________________________ (pres_plasma_fuel_profile113)__ 1.52268169306848722e+05 
Total_plasma_fuel_pressure_at_point_114__________________________________ (pres_plasma_fuel_profile114)__ 1.50242594939224160e+05 
Total_plasma_fuel_pressure_at_point_115__________________________________ (pres_plasma_fuel_profile115)__ 1.48216021492049127e+05 
Total_plasma_fuel_pressure_at_point_116__________________________________ (pres_plasma_fuel_profile116)__ 1.46188866099333449e+05 
Total_plasma_fuel_pressure_at_point_117__________________________________ (pres_plasma_fuel_profile117)__ 1.44161548554590147e+05 
Total_plasma_fuel_pressure_at_point_118__________________________________ (pres_plasma_fuel_profile118)__ 1.42134491303154675e+05 
Total_plasma_fuel_pressure_at_point_119__________________________________ (pres_plasma_fuel_profile119)__ 1.40108119436242705e+05 
Total_plasma_fuel_pressure_at_point_120__________________________________ (pres_plasma_fuel_profile120)__ 1.38082860686912580e+05 
Total_plasma_fuel_pressure_at_point_121__________________________________ (pres_plasma_fuel_profile121)__ 1.36059145428117190e+05 
Total_plasma_fuel_pressure_at_point_122__________________________________ (pres_plasma_fuel_profile122)__ 1.34037406673044286e+05 
Total_plasma_fuel_pressure_at_point_123__________________________________ (pres_plasma_fuel_profile123)__ 1.32018080077964667e+05 
Total_plasma_fuel_pressure_at_point_124__________________________________ (pres_plasma_fuel_profile124)__ 1.30001603947827025e+05 
Total_plasma_fuel_pressure_at_point_125__________________________________ (pres_plasma_fuel_profile125)__ 1.27988419244861565e+05 
Total_plasma_fuel_pressure_at_point_126__________________________________ (pres_plasma_fuel_profile126)__ 1.25978969600479846e+05 
Total_plasma_fuel_pressure_at_point_127__________________________________ (pres_plasma_fuel_profile127)__ 1.23973701330786454e+05 
Total_plasma_fuel_pressure_at_point_128__________________________________ (pres_plasma_fuel_profile128)__ 1.21973063456048432e+05 
Total_plasma_fuel_pressure_at_point_129__________________________________ (pres_plasma_fuel_profile129)__ 1.19977507724505209e+05 
Total_plasma_fuel_pressure_at_point_130__________________________________ (pres_plasma_fuel_profile130)__ 1.17987488640937707e+05 
Total_plasma_fuel_pressure_at_point_131__________________________________ (pres_plasma_fuel_profile131)__ 1.16003463500461599e+05 
Total_plasma_fuel_pressure_at_point_132__________________________________ (pres_plasma_fuel_profile132)__ 1.14025892428056555e+05 
Total_plasma_fuel_pressure_at_point_133__________________________________ (pres_plasma_fuel_profile133)__ 1.12055238424397903e+05 
Total_plasma_fuel_pressure_at_point_134__________________________________ (pres_plasma_fuel_profile134)__ 1.10091967418618267e+05 
Total_plasma_fuel_pressure_at_point_135__________________________________ (pres_plasma_fuel_profile135)__ 1.08136548328697565e+05 
Total_plasma_fuel_pressure_at_point_136__________________________________ (pres_plasma_fuel_profile136)__ 1.06189453130253562e+05 
Total_plasma_fuel_pressure_at_point_137__________________________________ (pres_plasma_fuel_profile137)__ 1.04251156934596584e+05 
Total_plasma_fuel_pressure_at_point_138__________________________________ (pres_plasma_fuel_profile138)__ 1.02322138077009979e+05 
Total_plasma_fuel_pressure_at_point_139__________________________________ (pres_plasma_fuel_profile139)__ 1.00402878216329438e+05 
Total_plasma_fuel_pressure_at_point_140__________________________________ (pres_plasma_fuel_profile140)__ 9.84938624470260693e+04 
Total_plasma_fuel_pressure_at_point_141__________________________________ (pres_plasma_fuel_profile141)__ 9.65955794251394109e+04 
Total_plasma_fuel_pressure_at_point_142__________________________________ (pres_plasma_fuel_profile142)__ 9.47085215095795720e+04 
Total_plasma_fuel_pressure_at_point_143__________________________________ (pres_plasma_fuel_profile143)__ 9.28331849205041508e+04 
Total_plasma_fuel_pressure_at_point_144__________________________________ (pres_plasma_fuel_profile144)__ 9.09700699166992563e+04 
Total_plasma_fuel_pressure_at_point_145__________________________________ (pres_plasma_fuel_profile145)__ 8.91196809941462998e+04 
Total_plasma_fuel_pressure_at_point_146__________________________________ (pres_plasma_fuel_profile146)__ 8.72825271082497784e+04 
Total_plasma_fuel_pressure_at_point_147__________________________________ (pres_plasma_fuel_profile147)__ 8.54591219225409295e+04 
Total_plasma_fuel_pressure_at_point_148__________________________________ (pres_plasma_fuel_profile148)__ 8.36499840870685584e+04 
Total_plasma_fuel_pressure_at_point_149__________________________________ (pres_plasma_fuel_profile149)__ 8.18556375501482107e+04 
Total_plasma_fuel_pressure_at_point_150__________________________________ (pres_plasma_fuel_profile150)__ 8.00766119076823088e+04 
Total_plasma_fuel_pressure_at_point_151__________________________________ (pres_plasma_fuel_profile151)__ 7.83134427948982338e+04 
Total_plasma_fuel_pressure_at_point_152__________________________________ (pres_plasma_fuel_profile152)__ 7.65666723261001753e+04 
Total_plasma_fuel_pressure_at_point_153__________________________________ (pres_plasma_fuel_profile153)__ 7.48368495889192855e+04 
Total_plasma_fuel_pressure_at_point_154__________________________________ (pres_plasma_fuel_profile154)__ 7.31245312006006425e+04 
Total_plasma_fuel_pressure_at_point_155__________________________________ (pres_plasma_fuel_profile155)__ 7.14302819351291255e+04 
Total_plasma_fuel_pressure_at_point_156__________________________________ (pres_plasma_fuel_profile156)__ 6.97546754315115104e+04 
Total_plasma_fuel_pressure_at_point_157__________________________________ (pres_plasma_fuel_profile157)__ 6.80982949953608477e+04 
Total_plasma_fuel_pressure_at_point_158__________________________________ (pres_plasma_fuel_profile158)__ 6.64617345081497187e+04 
Total_plasma_fuel_pressure_at_point_159__________________________________ (pres_plasma_fuel_profile159)__ 6.48455994612085269e+04 
Total_plasma_fuel_pressure_at_point_160__________________________________ (pres_plasma_fuel_profile160)__ 6.32505081348708263e+04 
Total_plasma_fuel_pressure_at_point_161__________________________________ (pres_plasma_fuel_profile161)__ 6.16770929472803327e+04 
Total_plasma_fuel_pressure_at_point_162__________________________________ (pres_plasma_fuel_profile162)__ 6.01260020024886398e+04 
Total_plasma_fuel_pressure_at_point_163__________________________________ (pres_plasma_fuel_profile163)__ 5.85979008738865741e+04 
Total_plasma_fuel_pressure_at_point_164__________________________________ (pres_plasma_fuel_profile164)__ 5.70934746671144749e+04 
Total_plasma_fuel_pressure_at_point_165__________________________________ (pres_plasma_fuel_profile165)__ 5.56134304169208699e+04 
Total_plasma_fuel_pressure_at_point_166__________________________________ (pres_plasma_fuel_profile166)__ 5.41584998857152386e+04 
Total_plasma_fuel_pressure_at_point_167__________________________________ (pres_plasma_fuel_profile167)__ 5.27294428488038830e+04 
Total_plasma_fuel_pressure_at_point_168__________________________________ (pres_plasma_fuel_profile168)__ 5.13270509739291883e+04 
Total_plasma_fuel_pressure_at_point_169__________________________________ (pres_plasma_fuel_profile169)__ 4.99521524327918305e+04 
Total_plasma_fuel_pressure_at_point_170__________________________________ (pres_plasma_fuel_profile170)__ 4.86056174226633811e+04 
Total_plasma_fuel_pressure_at_point_171__________________________________ (pres_plasma_fuel_profile171)__ 4.72883648313398080e+04 
Total_plasma_fuel_pressure_at_point_172__________________________________ (pres_plasma_fuel_profile172)__ 4.60013703550596474e+04 
Total_plasma_fuel_pressure_at_point_173__________________________________ (pres_plasma_fuel_profile173)__ 4.47456764866068697e+04 
Total_plasma_fuel_pressure_at_point_174__________________________________ (pres_plasma_fuel_profile174)__ 4.35224049452937470e+04 
Total_plasma_fuel_pressure_at_point_175__________________________________ (pres_plasma_fuel_profile175)__ 4.23327723470544224e+04 
Total_plasma_fuel_pressure_at_point_176__________________________________ (pres_plasma_fuel_profile176)__ 4.11781102531356373e+04 
Total_plasma_fuel_pressure_at_point_177__________________________________ (pres_plasma_fuel_profile177)__ 4.00598912610318584e+04 
Total_plasma_fuel_pressure_at_point_178__________________________________ (pres_plasma_fuel_profile178)__ 3.89797636376047813e+04 
Total_plasma_fuel_pressure_at_point_179__________________________________ (pres_plasma_fuel_profile179)__ 3.79395983752981338e+04 
Total_plasma_fuel_pressure_at_point_180__________________________________ (pres_plasma_fuel_profile180)__ 3.69415549322515290e+04 
Total_plasma_fuel_pressure_at_point_181__________________________________ (pres_plasma_fuel_profile181)__ 3.59881762332546714e+04 
Total_plasma_fuel_pressure_at_point_182__________________________________ (pres_plasma_fuel_profile182)__ 3.50825318386798317e+04 
Total_plasma_fuel_pressure_at_point_183__________________________________ (pres_plasma_fuel_profile183)__ 3.42284455663270928e+04 
Total_plasma_fuel_pressure_at_point_184__________________________________ (pres_plasma_fuel_profile184)__ 3.34308839382815713e+04 
Total_plasma_fuel_pressure_at_point_185__________________________________ (pres_plasma_fuel_profile185)__ 3.26966878074627530e+04 
Total_plasma_fuel_pressure_at_point_186__________________________________ (pres_plasma_fuel_profile186)__ 3.20361715004484686e+04 
Total_plasma_fuel_pressure_at_point_187__________________________________ (pres_plasma_fuel_profile187)__ 3.14676571066789729e+04 
Total_plasma_fuel_pressure_at_point_188__________________________________ (pres_plasma_fuel_profile188)__ 3.10455271389736190e+04 
Total_plasma_fuel_pressure_at_point_189__________________________________ (pres_plasma_fuel_profile189)__ 2.75413849245523488e+04 
Total_plasma_fuel_pressure_at_point_190__________________________________ (pres_plasma_fuel_profile190)__ 2.42105623205811607e+04 
Total_plasma_fuel_pressure_at_point_191__________________________________ (pres_plasma_fuel_profile191)__ 2.10530593270600402e+04 
Total_plasma_fuel_pressure_at_point_192__________________________________ (pres_plasma_fuel_profile192)__ 1.80688759439890055e+04 
Total_plasma_fuel_pressure_at_point_193__________________________________ (pres_plasma_fuel_profile193)__ 1.52580121713680492e+04 
Total_plasma_fuel_pressure_at_point_194__________________________________ (pres_plasma_fuel_profile194)__ 1.26204680091971659e+04 
Total_plasma_fuel_pressure_at_point_195__________________________________ (pres_plasma_fuel_profile195)__ 1.01562434574763629e+04 
Total_plasma_fuel_pressure_at_point_196__________________________________ (pres_plasma_fuel_profile196)__ 7.86533851620563746e+03 
Total_plasma_fuel_pressure_at_point_197__________________________________ (pres_plasma_fuel_profile197)__ 5.74775318538499232e+03 
Total_plasma_fuel_pressure_at_point_198__________________________________ (pres_plasma_fuel_profile198)__ 3.80348746501442201e+03 
Total_plasma_fuel_pressure_at_point_199__________________________________ (pres_plasma_fuel_profile199)__ 2.03254135509393086e+03 
Total_plasma_fuel_pressure_at_point_200__________________________________ (pres_plasma_fuel_profile200)__ 4.34914855623518463e+02 
Total_plasma_thermal_energy_[W]__________________________________________ (e_plasma_thermal_total)_______ 1.08732318104844475e+09 OP 
Plasma_thermal_energy_in_electrons_[W]___________________________________ (e_plasma_electrons_thermal)___ 5.67113978481150866e+08 OP 
Plasma_thermal_energy_in_ions_[W]________________________________________ (e_plasma_ions_thermal)________ 5.20209202567294002e+08 OP 
Volume_averaged_plasma_thermal_energy_density_[J/m³]_____________________ (eden_plasma_thermal_vol_avg)__ 3.87610335648386390e+05 OP 
Volume_averaged_plasma_thermal_energy_density_in_electrons_[J/m³]________ (eden_plasma_electrons_thermal_vol_avg)_ 2.02165504590834957e+05 OP 
Volume_averaged_plasma_thermal_energy_density_in_ions_[J/m³]_____________ (eden_plasma_ions_thermal_vol_avg)_ 1.85444831057551433e+05 OP 
H_concentration__________________________________________________________ (f_nd_impurity_electrons(01))__ 8.55466151062670987e-01 OP 
He_concentration_________________________________________________________ (f_nd_impurity_electrons(02))__ 6.13781794057833910e-02 
He_concentration_at_point_0______________________________________________ (f_nd_impurity_electrons1_0)___ 5.55280212453834445e+18 OP 
He_concentration_at_point_1______________________________________________ (f_nd_impurity_electrons1_1)___ 5.55273871285804032e+18 OP 
He_concentration_at_point_2______________________________________________ (f_nd_impurity_electrons1_2)___ 5.55254847781713101e+18 OP 
He_concentration_at_point_3______________________________________________ (f_nd_impurity_electrons1_3)___ 5.55223141941561446e+18 OP 
He_concentration_at_point_4______________________________________________ (f_nd_impurity_electrons1_4)___ 5.55178753765349171e+18 OP 
He_concentration_at_point_5______________________________________________ (f_nd_impurity_electrons1_5)___ 5.55121683253076275e+18 OP 
He_concentration_at_point_6______________________________________________ (f_nd_impurity_electrons1_6)___ 5.55051930404742656e+18 OP 
