# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g9b6c78a1c" 
Total_plasma_ion_pressure_at_point_280___________________________________ (pres_plasma_ion_total_profile280)_ 3.40908199285882001e+05 
Total_plasma_ion_pressure_at_point_281___________________________________ (pres_plasma_ion_total_profile281)_ 3.39182266384800663e+05 
Total_plasma_ion_pressure_at_point_282___________________________________ (pres_plasma_ion_total_profile282)_ 3.37453307821815659e+05 
Total_plasma_ion_pressure_at_point_283___________________________________ (pres_plasma_ion_total_profile283)_ 3.35721361662138836e+05 
Total_plasma_ion_pressure_at_point_284___________________________________ (pres_plasma_ion_total_profile284)_ 3.33986466211999941e+05 
Total_plasma_ion_pressure_at_point_285___________________________________ (pres_plasma_ion_total_profile285)_ 3.32248660020525276e+05 
Total_plasma_ion_pressure_at_point_286___________________________________ (pres_plasma_ion_total_profile286)_ 3.30507981881643238e+05 
Total_plasma_ion_pressure_at_point_287___________________________________ (pres_plasma_ion_total_profile287)_ 3.28764470836019609e+05 
Total_plasma_ion_pressure_at_point_288___________________________________ (pres_plasma_ion_total_profile288)_ 3.27018166173020960e+05 
Total_plasma_ion_pressure_at_point_289___________________________________ (pres_plasma_ion_total_profile289)_ 3.25269107432709716e+05 
Total_plasma_ion_pressure_at_point_290___________________________________ (pres_plasma_ion_total_profile290)_ 3.23517334407867747e+05 
Total_plasma_ion_pressure_at_point_291___________________________________ (pres_plasma_ion_total_profile291)_ 3.21762887146052439e+05 
Total_plasma_ion_pressure_at_point_292___________________________________ (pres_plasma_ion_total_profile292)_ 3.20005805951683724e+05 
Total_plasma_ion_pressure_at_point_293___________________________________ (pres_plasma_ion_total_profile293)_ 3.18246131388164125e+05 
Total_plasma_ion_pressure_at_point_294___________________________________ (pres_plasma_ion_total_profile294)_ 3.16483904280030460e+05 
Total_plasma_ion_pressure_at_point_295___________________________________ (pres_plasma_ion_total_profile295)_ 3.14719165715140873e+05 
Total_plasma_ion_pressure_at_point_296___________________________________ (pres_plasma_ion_total_profile296)_ 3.12951957046895404e+05 
Total_plasma_ion_pressure_at_point_297___________________________________ (pres_plasma_ion_total_profile297)_ 3.11182319896491128e+05 
Total_plasma_ion_pressure_at_point_298___________________________________ (pres_plasma_ion_total_profile298)_ 3.09410296155214543e+05 
Total_plasma_ion_pressure_at_point_299___________________________________ (pres_plasma_ion_total_profile299)_ 3.07635927986768715e+05 
Total_plasma_ion_pressure_at_point_300___________________________________ (pres_plasma_ion_total_profile300)_ 3.05859257829639246e+05 
Total_plasma_ion_pressure_at_point_301___________________________________ (pres_plasma_ion_total_profile301)_ 3.04080328399496851e+05 
Total_plasma_ion_pressure_at_point_302___________________________________ (pres_plasma_ion_total_profile302)_ 3.02299182691640570e+05 
Total_plasma_ion_pressure_at_point_303___________________________________ (pres_plasma_ion_total_profile303)_ 3.00515863983479678e+05 
Total_plasma_ion_pressure_at_point_304___________________________________ (pres_plasma_ion_total_profile304)_ 2.98730415837055596e+05 
Total_plasma_ion_pressure_at_point_305___________________________________ (pres_plasma_ion_total_profile305)_ 2.96942882101606403e+05 
Total_plasma_ion_pressure_at_point_306___________________________________ (pres_plasma_ion_total_profile306)_ 2.95153306916173431e+05 
Total_plasma_ion_pressure_at_point_307___________________________________ (pres_plasma_ion_total_profile307)_ 2.93361734712250356e+05 
Total_plasma_ion_pressure_at_point_308___________________________________ (pres_plasma_ion_total_profile308)_ 2.91568210216477572e+05 
Total_plasma_ion_pressure_at_point_309___________________________________ (pres_plasma_ion_total_profile309)_ 2.89772778453380684e+05 
Total_plasma_ion_pressure_at_point_310___________________________________ (pres_plasma_ion_total_profile310)_ 2.87975484748155985e+05 
Total_plasma_ion_pressure_at_point_311___________________________________ (pres_plasma_ion_total_profile311)_ 2.86176374729503179e+05 
Total_plasma_ion_pressure_at_point_312___________________________________ (pres_plasma_ion_total_profile312)_ 2.84375494332505215e+05 
Total_plasma_ion_pressure_at_point_313___________________________________ (pres_plasma_ion_total_profile313)_ 2.82572889801558980e+05 
Total_plasma_ion_pressure_at_point_314___________________________________ (pres_plasma_ion_total_profile314)_ 2.80768607693355414e+05 
Total_plasma_ion_pressure_at_point_315___________________________________ (pres_plasma_ion_total_profile315)_ 2.78962694879911724e+05 
Total_plasma_ion_pressure_at_point_316___________________________________ (pres_plasma_ion_total_profile316)_ 2.77155198551655922e+05 
Total_plasma_ion_pressure_at_point_317___________________________________ (pres_plasma_ion_total_profile317)_ 2.75346166220566083e+05 
Total_plasma_ion_pressure_at_point_318___________________________________ (pres_plasma_ion_total_profile318)_ 2.73535645723364025e+05 
Total_plasma_ion_pressure_at_point_319___________________________________ (pres_plasma_ion_total_profile319)_ 2.71723685224766261e+05 
Total_plasma_ion_pressure_at_point_320___________________________________ (pres_plasma_ion_total_profile320)_ 2.69910333220792003e+05 
Total_plasma_ion_pressure_at_point_321___________________________________ (pres_plasma_ion_total_profile321)_ 2.68095638542131404e+05 
Total_plasma_ion_pressure_at_point_322___________________________________ (pres_plasma_ion_total_profile322)_ 2.66279650357573293e+05 
Total_plasma_ion_pressure_at_point_323___________________________________ (pres_plasma_ion_total_profile323)_ 2.64462418177495827e+05 
Total_plasma_ion_pressure_at_point_324___________________________________ (pres_plasma_ion_total_profile324)_ 2.62643991857420420e+05 
Total_plasma_ion_pressure_at_point_325___________________________________ (pres_plasma_ion_total_profile325)_ 2.60824421601630806e+05 
Total_plasma_ion_pressure_at_point_326___________________________________ (pres_plasma_ion_total_profile326)_ 2.59003757966858131e+05 
Total_plasma_ion_pressure_at_point_327___________________________________ (pres_plasma_ion_total_profile327)_ 2.57182051866035239e+05 
Total_plasma_ion_pressure_at_point_328___________________________________ (pres_plasma_ion_total_profile328)_ 2.55359354572120646e+05 
Total_plasma_ion_pressure_at_point_329___________________________________ (pres_plasma_ion_total_profile329)_ 2.53535717721994384e+05 
Total_plasma_ion_pressure_at_point_330___________________________________ (pres_plasma_ion_total_profile330)_ 2.51711193320425926e+05 
Total_plasma_ion_pressure_at_point_331___________________________________ (pres_plasma_ion_total_profile331)_ 2.49885833744119387e+05 
Total_plasma_ion_pressure_at_point_332___________________________________ (pres_plasma_ion_total_profile332)_ 2.48059691745835124e+05 
Total_plasma_ion_pressure_at_point_333___________________________________ (pres_plasma_ion_total_profile333)_ 2.46232820458589791e+05 
Total_plasma_ion_pressure_at_point_334___________________________________ (pres_plasma_ion_total_profile334)_ 2.44405273399938626e+05 
Total_plasma_ion_pressure_at_point_335___________________________________ (pres_plasma_ion_total_profile335)_ 2.42577104476340173e+05 
Total_plasma_ion_pressure_at_point_336___________________________________ (pres_plasma_ion_total_profile336)_ 2.40748367987607257e+05 
Total_plasma_ion_pressure_at_point_337___________________________________ (pres_plasma_ion_total_profile337)_ 2.38919118631444115e+05 
Total_plasma_ion_pressure_at_point_338___________________________________ (pres_plasma_ion_total_profile338)_ 2.37089411508075718e+05 
Total_plasma_ion_pressure_at_point_339___________________________________ (pres_plasma_ion_total_profile339)_ 2.35259302124966547e+05 
Total_plasma_ion_pressure_at_point_340___________________________________ (pres_plasma_ion_total_profile340)_ 2.33428846401636139e+05 
Total_plasma_ion_pressure_at_point_341___________________________________ (pres_plasma_ion_total_profile341)_ 2.31598100674571586e+05 
Total_plasma_ion_pressure_at_point_342___________________________________ (pres_plasma_ion_total_profile342)_ 2.29767121702238859e+05 
Total_plasma_ion_pressure_at_point_343___________________________________ (pres_plasma_ion_total_profile343)_ 2.27935966670197202e+05 
Total_plasma_ion_pressure_at_point_344___________________________________ (pres_plasma_ion_total_profile344)_ 2.26104693196319538e+05 
Total_plasma_ion_pressure_at_point_345___________________________________ (pres_plasma_ion_total_profile345)_ 2.24273359336119582e+05 
Total_plasma_ion_pressure_at_point_346___________________________________ (pres_plasma_ion_total_profile346)_ 2.22442023588191747e+05 
Total_plasma_ion_pressure_at_point_347___________________________________ (pres_plasma_ion_total_profile347)_ 2.20610744899763755e+05 
Total_plasma_ion_pressure_at_point_348___________________________________ (pres_plasma_ion_total_profile348)_ 2.18779582672367716e+05 
Total_plasma_ion_pressure_at_point_349___________________________________ (pres_plasma_ion_total_profile349)_ 2.16948596767631505e+05 
Total_plasma_ion_pressure_at_point_350___________________________________ (pres_plasma_ion_total_profile350)_ 2.15117847513194545e+05 
Total_plasma_ion_pressure_at_point_351___________________________________ (pres_plasma_ion_total_profile351)_ 2.13287395708750555e+05 
Total_plasma_ion_pressure_at_point_352___________________________________ (pres_plasma_ion_total_profile352)_ 2.11457302632222854e+05 
Total_plasma_ion_pressure_at_point_353___________________________________ (pres_plasma_ion_total_profile353)_ 2.09627630046073289e+05 
Total_plasma_ion_pressure_at_point_354___________________________________ (pres_plasma_ion_total_profile354)_ 2.07798440203751554e+05 
Total_plasma_ion_pressure_at_point_355___________________________________ (pres_plasma_ion_total_profile355)_ 2.05969795856286859e+05 
Total_plasma_ion_pressure_at_point_356___________________________________ (pres_plasma_ion_total_profile356)_ 2.04141760259027593e+05 
Total_plasma_ion_pressure_at_point_357___________________________________ (pres_plasma_ion_total_profile357)_ 2.02314397178531188e+05 
Total_plasma_ion_pressure_at_point_358___________________________________ (pres_plasma_ion_total_profile358)_ 2.00487770899612253e+05 
Total_plasma_ion_pressure_at_point_359___________________________________ (pres_plasma_ion_total_profile359)_ 1.98661946232550923e+05 
Total_plasma_ion_pressure_at_point_360___________________________________ (pres_plasma_ion_total_profile360)_ 1.96836988520465849e+05 
Total_plasma_ion_pressure_at_point_361___________________________________ (pres_plasma_ion_total_profile361)_ 1.95012963646860415e+05 
Total_plasma_ion_pressure_at_point_362___________________________________ (pres_plasma_ion_total_profile362)_ 1.93189938043342729e+05 
Total_plasma_ion_pressure_at_point_363___________________________________ (pres_plasma_ion_total_profile363)_ 1.91367978697529470e+05 
Total_plasma_ion_pressure_at_point_364___________________________________ (pres_plasma_ion_total_profile364)_ 1.89547153161135444e+05 
Total_plasma_ion_pressure_at_point_365___________________________________ (pres_plasma_ion_total_profile365)_ 1.87727529558257404e+05 
Total_plasma_ion_pressure_at_point_366___________________________________ (pres_plasma_ion_total_profile366)_ 1.85909176593856537e+05 
Total_plasma_ion_pressure_at_point_367___________________________________ (pres_plasma_ion_total_profile367)_ 1.84092163562447560e+05 
Total_plasma_ion_pressure_at_point_368___________________________________ (pres_plasma_ion_total_profile368)_ 1.82276560356999369e+05 
Total_plasma_ion_pressure_at_point_369___________________________________ (pres_plasma_ion_total_profile369)_ 1.80462437478055450e+05 
Total_plasma_ion_pressure_at_point_370___________________________________ (pres_plasma_ion_total_profile370)_ 1.78649866043081100e+05 
Total_plasma_ion_pressure_at_point_371___________________________________ (pres_plasma_ion_total_profile371)_ 1.76838917796043912e+05 
Total_plasma_ion_pressure_at_point_372___________________________________ (pres_plasma_ion_total_profile372)_ 1.75029665117236204e+05 
Total_plasma_ion_pressure_at_point_373___________________________________ (pres_plasma_ion_total_profile373)_ 1.73222181033348548e+05 
Total_plasma_ion_pressure_at_point_374___________________________________ (pres_plasma_ion_total_profile374)_ 1.71416539227799251e+05 
Total_plasma_ion_pressure_at_point_375___________________________________ (pres_plasma_ion_total_profile375)_ 1.69612814051333320e+05 
Total_plasma_ion_pressure_at_point_376___________________________________ (pres_plasma_ion_total_profile376)_ 1.67811080532896362e+05 
Total_plasma_ion_pressure_at_point_377___________________________________ (pres_plasma_ion_total_profile377)_ 1.66011414390795078e+05 
Total_plasma_ion_pressure_at_point_378___________________________________ (pres_plasma_ion_total_profile378)_ 1.64213892044153239e+05 
Total_plasma_ion_pressure_at_point_379___________________________________ (pres_plasma_ion_total_profile379)_ 1.62418590624674107e+05 
Total_plasma_ion_pressure_at_point_380___________________________________ (pres_plasma_ion_total_profile380)_ 1.60625587988720450e+05 
Total_plasma_ion_pressure_at_point_381___________________________________ (pres_plasma_ion_total_profile381)_ 1.58834962729722523e+05 
Total_plasma_ion_pressure_at_point_382___________________________________ (pres_plasma_ion_total_profile382)_ 1.57046794190927321e+05 
Total_plasma_ion_pressure_at_point_383___________________________________ (pres_plasma_ion_total_profile383)_ 1.55261162478499755e+05 
Total_plasma_ion_pressure_at_point_384___________________________________ (pres_plasma_ion_total_profile384)_ 1.53478148474990798e+05 
Total_plasma_ion_pressure_at_point_385___________________________________ (pres_plasma_ion_total_profile385)_ 1.51697833853184391e+05 
Total_plasma_ion_pressure_at_point_386___________________________________ (pres_plasma_ion_total_profile386)_ 1.49920301090338209e+05 
Total_plasma_ion_pressure_at_point_387___________________________________ (pres_plasma_ion_total_profile387)_ 1.48145633482833364e+05 
Total_plasma_ion_pressure_at_point_388___________________________________ (pres_plasma_ion_total_profile388)_ 1.46373915161247744e+05 
Total_plasma_ion_pressure_at_point_389___________________________________ (pres_plasma_ion_total_profile389)_ 1.44605231105870189e+05 
Total_plasma_ion_pressure_at_point_390___________________________________ (pres_plasma_ion_total_profile390)_ 1.42839667162672064e+05 
Total_plasma_ion_pressure_at_point_391___________________________________ (pres_plasma_ion_total_profile391)_ 1.41077310059755022e+05 
Total_plasma_ion_pressure_at_point_392___________________________________ (pres_plasma_ion_total_profile392)_ 1.39318247424291971e+05 
Total_plasma_ion_pressure_at_point_393___________________________________ (pres_plasma_ion_total_profile393)_ 1.37562567799983284e+05 
Total_plasma_ion_pressure_at_point_394___________________________________ (pres_plasma_ion_total_profile394)_ 1.35810360665047221e+05 
Total_plasma_ion_pressure_at_point_395___________________________________ (pres_plasma_ion_total_profile395)_ 1.34061716450767301e+05 
Total_plasma_ion_pressure_at_point_396___________________________________ (pres_plasma_ion_total_profile396)_ 1.32316726560619252e+05 
Total_plasma_ion_pressure_at_point_397___________________________________ (pres_plasma_ion_total_profile397)_ 1.30575483390001085e+05 
Total_plasma_ion_pressure_at_point_398___________________________________ (pres_plasma_ion_total_profile398)_ 1.28838080346592833e+05 
Total_plasma_ion_pressure_at_point_399___________________________________ (pres_plasma_ion_total_profile399)_ 1.27104611871371162e+05 
Total_plasma_ion_pressure_at_point_400___________________________________ (pres_plasma_ion_total_profile400)_ 1.25375173460308040e+05 
Total_plasma_ion_pressure_at_point_401___________________________________ (pres_plasma_ion_total_profile401)_ 1.23649861686782533e+05 
Total_plasma_ion_pressure_at_point_402___________________________________ (pres_plasma_ion_total_profile402)_ 1.21928774224736728e+05 
Total_plasma_ion_pressure_at_point_403___________________________________ (pres_plasma_ion_total_profile403)_ 1.20212009872608760e+05 
Total_plasma_ion_pressure_at_point_404___________________________________ (pres_plasma_ion_total_profile404)_ 1.18499668578078097e+05 
Total_plasma_ion_pressure_at_point_405___________________________________ (pres_plasma_ion_total_profile405)_ 1.16791851463658939e+05 
Total_plasma_ion_pressure_at_point_406___________________________________ (pres_plasma_ion_total_profile406)_ 1.15088660853180438e+05 
Total_plasma_ion_pressure_at_point_407___________________________________ (pres_plasma_ion_total_profile407)_ 1.13390200299195232e+05 
Total_plasma_ion_pressure_at_point_408___________________________________ (pres_plasma_ion_total_profile408)_ 1.11696574611358883e+05 
Total_plasma_ion_pressure_at_point_409___________________________________ (pres_plasma_ion_total_profile409)_ 1.10007889885826371e+05 
Total_plasma_ion_pressure_at_point_410___________________________________ (pres_plasma_ion_total_profile410)_ 1.08324253535713520e+05 
Total_plasma_ion_pressure_at_point_411___________________________________ (pres_plasma_ion_total_profile411)_ 1.06645774322674581e+05 
Total_plasma_ion_pressure_at_point_412___________________________________ (pres_plasma_ion_total_profile412)_ 1.04972562389651881e+05 
Total_plasma_ion_pressure_at_point_413___________________________________ (pres_plasma_ion_total_profile413)_ 1.03304729294852514e+05 
Total_plasma_ion_pressure_at_point_414___________________________________ (pres_plasma_ion_total_profile414)_ 1.01642388047015658e+05 
Total_plasma_ion_pressure_at_point_415___________________________________ (pres_plasma_ion_total_profile415)_ 9.99856531420346728e+04 
Total_plasma_ion_pressure_at_point_416___________________________________ (pres_plasma_ion_total_profile416)_ 9.83346406010025967e+04 
Total_plasma_ion_pressure_at_point_417___________________________________ (pres_plasma_ion_total_profile417)_ 9.66894680097553937e+04 
Total_plasma_ion_pressure_at_point_418___________________________________ (pres_plasma_ion_total_profile418)_ 9.50502545599909354e+04 
Total_plasma_ion_pressure_at_point_419___________________________________ (pres_plasma_ion_total_profile419)_ 9.34171210920468584e+04 
Total_plasma_ion_pressure_at_point_420___________________________________ (pres_plasma_ion_total_profile420)_ 9.17901901394267043e+04 
Total_plasma_ion_pressure_at_point_421___________________________________ (pres_plasma_ion_total_profile421)_ 9.01695859751686512e+04 
Total_plasma_ion_pressure_at_point_422___________________________________ (pres_plasma_ion_total_profile422)_ 8.85554346601586440e+04 
Total_plasma_ion_pressure_at_point_423___________________________________ (pres_plasma_ion_total_profile423)_ 8.69478640934959840e+04 
Total_plasma_ion_pressure_at_point_424___________________________________ (pres_plasma_ion_total_profile424)_ 8.53470040650266892e+04 
Total_plasma_ion_pressure_at_point_425___________________________________ (pres_plasma_ion_total_profile425)_ 8.37529863101698866e+04 
Total_plasma_ion_pressure_at_point_426___________________________________ (pres_plasma_ion_total_profile426)_ 8.21659445671682915e+04 
Total_plasma_ion_pressure_at_point_427___________________________________ (pres_plasma_ion_total_profile427)_ 8.05860146369072027e+04 
Total_plasma_ion_pressure_at_point_428___________________________________ (pres_plasma_ion_total_profile428)_ 7.90133344454527396e+04 
Total_plasma_ion_pressure_at_point_429___________________________________ (pres_plasma_ion_total_profile429)_ 7.74480441094759444e+04 
Total_plasma_ion_pressure_at_point_430___________________________________ (pres_plasma_ion_total_profile430)_ 7.58902860047376162e+04 
Total_plasma_ion_pressure_at_point_431___________________________________ (pres_plasma_ion_total_profile431)_ 7.43402048378250329e+04 
Total_plasma_ion_pressure_at_point_432___________________________________ (pres_plasma_ion_total_profile432)_ 7.27979477213456557e+04 
Total_plasma_ion_pressure_at_point_433___________________________________ (pres_plasma_ion_total_profile433)_ 7.12636642527986842e+04 
Total_plasma_ion_pressure_at_point_434___________________________________ (pres_plasma_ion_total_profile434)_ 6.97375065973636083e+04 
Total_plasma_ion_pressure_at_point_435___________________________________ (pres_plasma_ion_total_profile435)_ 6.82196295748643315e+04 
Total_plasma_ion_pressure_at_point_436___________________________________ (pres_plasma_ion_total_profile436)_ 6.67101907511885220e+04 
Total_plasma_ion_pressure_at_point_437___________________________________ (pres_plasma_ion_total_profile437)_ 6.52093505344647419e+04 
Total_plasma_ion_pressure_at_point_438___________________________________ (pres_plasma_ion_total_profile438)_ 6.37172722763279962e+04 
Total_plasma_ion_pressure_at_point_439___________________________________ (pres_plasma_ion_total_profile439)_ 6.22341223786291739e+04 
Total_plasma_ion_pressure_at_point_440___________________________________ (pres_plasma_ion_total_profile440)_ 6.07600704059793497e+04 
Total_plasma_ion_pressure_at_point_441___________________________________ (pres_plasma_ion_total_profile441)_ 5.92952892045511180e+04 
Total_plasma_ion_pressure_at_point_442___________________________________ (pres_plasma_ion_total_profile442)_ 5.78399550276008085e+04 
Total_plasma_ion_pressure_at_point_443___________________________________ (pres_plasma_ion_total_profile443)_ 5.63942476682155102e+04 
Total_plasma_ion_pressure_at_point_444___________________________________ (pres_plasma_ion_total_profile444)_ 5.49583505998389082e+04 
Total_plasma_ion_pressure_at_point_445___________________________________ (pres_plasma_ion_total_profile445)_ 5.35324511251808726e+04 
Total_plasma_ion_pressure_at_point_446___________________________________ (pres_plasma_ion_total_profile446)_ 5.21167405341766571e+04 
Total_plasma_ion_pressure_at_point_447___________________________________ (pres_plasma_ion_total_profile447)_ 5.07114142717261420e+04 
Total_plasma_ion_pressure_at_point_448___________________________________ (pres_plasma_ion_total_profile448)_ 4.93166721160193119e+04 
Total_plasma_ion_pressure_at_point_449___________________________________ (pres_plasma_ion_total_profile449)_ 4.79327183683358453e+04 
Total_plasma_ion_pressure_at_point_450___________________________________ (pres_plasma_ion_total_profile450)_ 4.65597620553015659e+04 
Total_plasma_ion_pressure_at_point_451___________________________________ (pres_plasma_ion_total_profile451)_ 4.51980171446894819e+04 
Total_plasma_ion_pressure_at_point_452___________________________________ (pres_plasma_ion_total_profile452)_ 4.38477027759721823e+04 
Total_plasma_ion_pressure_at_point_453___________________________________ (pres_plasma_ion_total_profile453)_ 4.25090435069686209e+04 
Total_plasma_ion_pressure_at_point_454___________________________________ (pres_plasma_ion_total_profile454)_ 4.11822695780802896e+04 
Total_plasma_ion_pressure_at_point_455___________________________________ (pres_plasma_ion_total_profile455)_ 3.98676171957885526e+04 
Total_plasma_ion_pressure_at_point_456___________________________________ (pres_plasma_ion_total_profile456)_ 3.85653288372820680e+04 
Total_plasma_ion_pressure_at_point_457___________________________________ (pres_plasma_ion_total_profile457)_ 3.72756535783144500e+04 
Total_plasma_ion_pressure_at_point_458___________________________________ (pres_plasma_ion_total_profile458)_ 3.59988474466524858e+04 
Total_plasma_ion_pressure_at_point_459___________________________________ (pres_plasma_ion_total_profile459)_ 3.47351738037789255e+04 
Total_plasma_ion_pressure_at_point_460___________________________________ (pres_plasma_ion_total_profile460)_ 3.34849037578624775e+04 
Total_plasma_ion_pressure_at_point_461___________________________________ (pres_plasma_ion_total_profile461)_ 3.22483166114130217e+04 
Total_plasma_ion_pressure_at_point_462___________________________________ (pres_plasma_ion_total_profile462)_ 3.10257003475111196e+04 
Total_plasma_ion_pressure_at_point_463___________________________________ (pres_plasma_ion_total_profile463)_ 2.98173521590514247e+04 
Total_plasma_ion_pressure_at_point_464___________________________________ (pres_plasma_ion_total_profile464)_ 2.86235790260846261e+04 
Total_plasma_ion_pressure_at_point_465___________________________________ (pres_plasma_ion_total_profile465)_ 2.74446983471021595e+04 
Total_plasma_ion_pressure_at_point_466___________________________________ (pres_plasma_ion_total_profile466)_ 2.62810386310064132e+04 
Total_plasma_ion_pressure_at_point_467___________________________________ (pres_plasma_ion_total_profile467)_ 2.51329402575742060e+04 
Total_plasma_ion_pressure_at_point_468___________________________________ (pres_plasma_ion_total_profile468)_ 2.40007563154953787e+04 
Total_plasma_ion_pressure_at_point_469___________________________________ (pres_plasma_ion_total_profile469)_ 2.28848535285928410e+04 
Total_plasma_ion_pressure_at_point_470___________________________________ (pres_plasma_ion_total_profile470)_ 2.17856132826710855e+04 
Total_plasma_ion_pressure_at_point_471___________________________________ (pres_plasma_ion_total_profile471)_ 2.07034327676713765e+04 
Total_plasma_ion_pressure_at_point_472___________________________________ (pres_plasma_ion_total_profile472)_ 1.96387262525308251e+04 
Total_plasma_ion_pressure_at_point_473___________________________________ (pres_plasma_ion_total_profile473)_ 1.85919265134860980e+04 
Total_plasma_ion_pressure_at_point_474___________________________________ (pres_plasma_ion_total_profile474)_ 1.75634864406892884e+04 
Total_plasma_ion_pressure_at_point_475___________________________________ (pres_plasma_ion_total_profile475)_ 1.65538808531455361e+04 
Total_plasma_ion_pressure_at_point_476___________________________________ (pres_plasma_ion_total_profile476)_ 1.55636085584330885e+04 
Total_plasma_ion_pressure_at_point_477___________________________________ (pres_plasma_ion_total_profile477)_ 1.45931947018297851e+04 
Total_plasma_ion_pressure_at_point_478___________________________________ (pres_plasma_ion_total_profile478)_ 1.36431934598948537e+04 
Total_plasma_ion_pressure_at_point_479___________________________________ (pres_plasma_ion_total_profile479)_ 1.27141911469952447e+04 
Total_plasma_ion_pressure_at_point_480___________________________________ (pres_plasma_ion_total_profile480)_ 1.18068098207828371e+04 
Total_plasma_ion_pressure_at_point_481___________________________________ (pres_plasma_ion_total_profile481)_ 1.09217114957195572e+04 
Total_plasma_ion_pressure_at_point_482___________________________________ (pres_plasma_ion_total_profile482)_ 1.00596031045700183e+04 
Total_plasma_ion_pressure_at_point_483___________________________________ (pres_plasma_ion_total_profile483)_ 9.22124238949948085e+03 
Total_plasma_ion_pressure_at_point_484___________________________________ (pres_plasma_ion_total_profile484)_ 8.40744496173542393e+03 
Total_plasma_ion_pressure_at_point_485___________________________________ (pres_plasma_ion_total_profile485)_ 7.61909284884700446e+03 
Total_plasma_ion_pressure_at_point_486___________________________________ (pres_plasma_ion_total_profile486)_ 6.85714496272453471e+03 
Total_plasma_ion_pressure_at_point_487___________________________________ (pres_plasma_ion_total_profile487)_ 6.12265008710181337e+03 
Total_plasma_ion_pressure_at_point_488___________________________________ (pres_plasma_ion_total_profile488)_ 5.41676323018268249e+03 
Total_plasma_ion_pressure_at_point_489___________________________________ (pres_plasma_ion_total_profile489)_ 4.74076656512481259e+03 
Total_plasma_ion_pressure_at_point_490___________________________________ (pres_plasma_ion_total_profile490)_ 4.09609677582684799e+03 
Total_plasma_ion_pressure_at_point_491___________________________________ (pres_plasma_ion_total_profile491)_ 3.48438159718585621e+03 
Total_plasma_ion_pressure_at_point_492___________________________________ (pres_plasma_ion_total_profile492)_ 2.90748999491256154e+03 
Total_plasma_ion_pressure_at_point_493___________________________________ (pres_plasma_ion_total_profile493)_ 2.36760339715356167e+03 
Total_plasma_ion_pressure_at_point_494___________________________________ (pres_plasma_ion_total_profile494)_ 1.86732104226862839e+03 
Total_plasma_ion_pressure_at_point_495___________________________________ (pres_plasma_ion_total_profile495)_ 1.40982412877815818e+03 
Total_plasma_ion_pressure_at_point_496___________________________________ (pres_plasma_ion_total_profile496)_ 9.99149828971104057e+02 
Total_plasma_ion_pressure_at_point_497___________________________________ (pres_plasma_ion_total_profile497)_ 6.40694649916166668e+02 
Total_plasma_ion_pressure_at_point_498___________________________________ (pres_plasma_ion_total_profile498)_ 3.42282337767292631e+02 
Total_plasma_ion_pressure_at_point_499___________________________________ (pres_plasma_ion_total_profile499)_ 1.17074460191433843e+02 
Total_plasma_ion_pressure_at_point_500___________________________________ (pres_plasma_ion_total_profile500)_ 0.00000000000000000e+00 
Total_plasma_fuel_pressure_at_point_0____________________________________ (pres_plasma_fuel_profile0)____ 5.42773853905387106e+05 
Total_plasma_fuel_pressure_at_point_1____________________________________ (pres_plasma_fuel_profile1)____ 5.42770488711194717e+05 
Total_plasma_fuel_pressure_at_point_2____________________________________ (pres_plasma_fuel_profile2)____ 5.42760393173037912e+05 
Total_plasma_fuel_pressure_at_point_3____________________________________ (pres_plasma_fuel_profile3)____ 5.42743567424179870e+05 
Total_plasma_fuel_pressure_at_point_4____________________________________ (pres_plasma_fuel_profile4)____ 5.42720011686728569e+05 
Total_plasma_fuel_pressure_at_point_5____________________________________ (pres_plasma_fuel_profile5)____ 5.42689726271640044e+05 
Total_plasma_fuel_pressure_at_point_6____________________________________ (pres_plasma_fuel_profile6)____ 5.42652711578725255e+05 
Total_plasma_fuel_pressure_at_point_7____________________________________ (pres_plasma_fuel_profile7)____ 5.42608968096656143e+05 
Total_plasma_fuel_pressure_at_point_8____________________________________ (pres_plasma_fuel_profile8)____ 5.42558496402975405e+05 
Total_plasma_fuel_pressure_at_point_9____________________________________ (pres_plasma_fuel_profile9)____ 5.42501297164106043e+05 
Total_plasma_fuel_pressure_at_point_10___________________________________ (pres_plasma_fuel_profile10)___ 5.42437371135364170e+05 
Total_plasma_fuel_pressure_at_point_11___________________________________ (pres_plasma_fuel_profile11)___ 5.42366719160971348e+05 
Total_plasma_fuel_pressure_at_point_12___________________________________ (pres_plasma_fuel_profile12)___ 5.42289342174071702e+05 
Total_plasma_fuel_pressure_at_point_13___________________________________ (pres_plasma_fuel_profile13)___ 5.42205241196746938e+05 
Total_plasma_fuel_pressure_at_point_14___________________________________ (pres_plasma_fuel_profile14)___ 5.42114417340036016e+05 
Total_plasma_fuel_pressure_at_point_15___________________________________ (pres_plasma_fuel_profile15)___ 5.42016871803954011e+05 
Total_plasma_fuel_pressure_at_point_16___________________________________ (pres_plasma_fuel_profile16)___ 5.41912605877515394e+05 
Total_plasma_fuel_pressure_at_point_17___________________________________ (pres_plasma_fuel_profile17)___ 5.41801620938754757e+05 
