# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g8a6f0af65" 
Date_of_run______________________________________________________________ (date)_________________________ "04/09/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "10:26" 
User_____________________________________________________________________ (username)_____________________     "runner" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________      "SQuID" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________           "" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           "" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/stellarator_helias.IN.DAT" 
Optimisation_switch______________________________________________________ (i_process_run_mode)___________            1 
Figure_of_merit_switch___________________________________________________ (i_figure_merit)_______________            6 
# Numerics #
# PROCESS found a feasible solution #
Error_flag_______________________________________________________________ (ifail)________________________            1 
Number_of_iteration_variables____________________________________________ (n_iteration_variables)________            8 
Number_of_constraints_(total)____________________________________________ (n_equality_constraints+n_inequality_constraints)_           14 
Optimisation_switch______________________________________________________ (i_process_run_mode)___________            1 
Figure_of_merit_switch___________________________________________________ (i_figure_merit)_______________            6 
Objective_function_name__________________________________________________ (objf_name)____________________ "Cost of electricity" 
W_concentration_at_point_144_____________________________________________ (f_nd_impurity_electrons13_144)_ 1.15087631810178350e+15 OP 
W_concentration_at_point_145_____________________________________________ (f_nd_impurity_electrons13_145)_ 1.14480367209327100e+15 OP 
W_concentration_at_point_146_____________________________________________ (f_nd_impurity_electrons13_146)_ 1.13862794855993300e+15 OP 
W_concentration_at_point_147_____________________________________________ (f_nd_impurity_electrons13_147)_ 1.13234628538208000e+15 OP 
W_concentration_at_point_148_____________________________________________ (f_nd_impurity_electrons13_148)_ 1.12595567678129850e+15 OP 
W_concentration_at_point_149_____________________________________________ (f_nd_impurity_electrons13_149)_ 1.11945296324657075e+15 OP 
W_concentration_at_point_150_____________________________________________ (f_nd_impurity_electrons13_150)_ 1.11283482053886825e+15 OP 
W_concentration_at_point_151_____________________________________________ (f_nd_impurity_electrons13_151)_ 1.10609774766962612e+15 OP 
W_concentration_at_point_152_____________________________________________ (f_nd_impurity_electrons13_152)_ 1.09923805373423050e+15 OP 
W_concentration_at_point_153_____________________________________________ (f_nd_impurity_electrons13_153)_ 1.09225184346509250e+15 OP 
W_concentration_at_point_154_____________________________________________ (f_nd_impurity_electrons13_154)_ 1.08513500134961438e+15 OP 
W_concentration_at_point_155_____________________________________________ (f_nd_impurity_electrons13_155)_ 1.07788317413585025e+15 OP 
W_concentration_at_point_156_____________________________________________ (f_nd_impurity_electrons13_156)_ 1.07049175152232750e+15 OP 
W_concentration_at_point_157_____________________________________________ (f_nd_impurity_electrons13_157)_ 1.06295584479752850e+15 OP 
W_concentration_at_point_158_____________________________________________ (f_nd_impurity_electrons13_158)_ 1.05527026315803600e+15 OP 
W_concentration_at_point_159_____________________________________________ (f_nd_impurity_electrons13_159)_ 1.04742948739114088e+15 OP 
W_concentration_at_point_160_____________________________________________ (f_nd_impurity_electrons13_160)_ 1.03942764055639500e+15 OP 
W_concentration_at_point_161_____________________________________________ (f_nd_impurity_electrons13_161)_ 1.03125845523938012e+15 OP 
W_concentration_at_point_162_____________________________________________ (f_nd_impurity_electrons13_162)_ 1.02291523687764338e+15 OP 
W_concentration_at_point_163_____________________________________________ (f_nd_impurity_electrons13_163)_ 1.01439082257057338e+15 OP 
W_concentration_at_point_164_____________________________________________ (f_nd_impurity_electrons13_164)_ 1.00567753467838750e+15 OP 
W_concentration_at_point_165_____________________________________________ (f_nd_impurity_electrons13_165)_ 9.96767128385986125e+14 OP 
W_concentration_at_point_166_____________________________________________ (f_nd_impurity_electrons13_166)_ 9.87650732249437750e+14 OP 
W_concentration_at_point_167_____________________________________________ (f_nd_impurity_electrons13_167)_ 9.78318780548998125e+14 OP 
W_concentration_at_point_168_____________________________________________ (f_nd_impurity_electrons13_168)_ 9.68760936033322625e+14 OP 
W_concentration_at_point_169_____________________________________________ (f_nd_impurity_electrons13_169)_ 9.58966001342492875e+14 OP 
W_concentration_at_point_170_____________________________________________ (f_nd_impurity_electrons13_170)_ 9.48921817026383750e+14 OP 
W_concentration_at_point_171_____________________________________________ (f_nd_impurity_electrons13_171)_ 9.38615143608088125e+14 OP 
W_concentration_at_point_172_____________________________________________ (f_nd_impurity_electrons13_172)_ 9.28031524550783875e+14 OP 
W_concentration_at_point_173_____________________________________________ (f_nd_impurity_electrons13_173)_ 9.17155126231548750e+14 OP 
W_concentration_at_point_174_____________________________________________ (f_nd_impurity_electrons13_174)_ 9.05968550054193625e+14 OP 
W_concentration_at_point_175_____________________________________________ (f_nd_impurity_electrons13_175)_ 8.94452610572134875e+14 OP 
W_concentration_at_point_176_____________________________________________ (f_nd_impurity_electrons13_176)_ 8.82586071840073250e+14 OP 
W_concentration_at_point_177_____________________________________________ (f_nd_impurity_electrons13_177)_ 8.70345332026665750e+14 OP 
W_concentration_at_point_178_____________________________________________ (f_nd_impurity_electrons13_178)_ 8.57704043395415625e+14 OP 
W_concentration_at_point_179_____________________________________________ (f_nd_impurity_electrons13_179)_ 8.44632650802558625e+14 OP 
W_concentration_at_point_180_____________________________________________ (f_nd_impurity_electrons13_180)_ 8.31097826435710875e+14 OP 
W_concentration_at_point_181_____________________________________________ (f_nd_impurity_electrons13_181)_ 8.17061770979512500e+14 OP 
W_concentration_at_point_182_____________________________________________ (f_nd_impurity_electrons13_182)_ 8.02481340763942625e+14 OP 
W_concentration_at_point_183_____________________________________________ (f_nd_impurity_electrons13_183)_ 7.87306945210085500e+14 OP 
W_concentration_at_point_184_____________________________________________ (f_nd_impurity_electrons13_184)_ 7.71481136638855375e+14 OP 
W_concentration_at_point_185_____________________________________________ (f_nd_impurity_electrons13_185)_ 7.54936781371108125e+14 OP 
W_concentration_at_point_186_____________________________________________ (f_nd_impurity_electrons13_186)_ 7.37594650582071000e+14 OP 
W_concentration_at_point_187_____________________________________________ (f_nd_impurity_electrons13_187)_ 7.19360190572979750e+14 OP 
W_concentration_at_point_188_____________________________________________ (f_nd_impurity_electrons13_188)_ 7.00119105558562125e+14 OP 
W_concentration_at_point_189_____________________________________________ (f_nd_impurity_electrons13_189)_ 6.79731176152375625e+14 OP 
W_concentration_at_point_190_____________________________________________ (f_nd_impurity_electrons13_190)_ 6.58021375470142250e+14 OP 
W_concentration_at_point_191_____________________________________________ (f_nd_impurity_electrons13_191)_ 6.34766695763922500e+14 OP 
W_concentration_at_point_192_____________________________________________ (f_nd_impurity_electrons13_192)_ 6.09675872011007750e+14 OP 
W_concentration_at_point_193_____________________________________________ (f_nd_impurity_electrons13_193)_ 5.82356726093023250e+14 OP 
W_concentration_at_point_194_____________________________________________ (f_nd_impurity_electrons13_194)_ 5.52260528888694562e+14 OP 
W_concentration_at_point_195_____________________________________________ (f_nd_impurity_electrons13_195)_ 5.18580132314732000e+14 OP 
W_concentration_at_point_196_____________________________________________ (f_nd_impurity_electrons13_196)_ 4.80044724404684438e+14 OP 
W_concentration_at_point_197_____________________________________________ (f_nd_impurity_electrons13_197)_ 4.34446702998630688e+14 OP 
W_concentration_at_point_198_____________________________________________ (f_nd_impurity_electrons13_198)_ 3.77300137016017750e+14 OP 
W_concentration_at_point_199_____________________________________________ (f_nd_impurity_electrons13_199)_ 2.96283797693903625e+14 OP 
W_concentration_at_point_200_____________________________________________ (f_nd_impurity_electrons13_200)_ 0.00000000000000000e+00 OP 
Volume_averaged_plasma_effective_charge_(⟨Zₑ⟩)___________________________ (n_charge_plasma_effective_vol_avg)_ 1.13433976155696792e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile0)_ 1.14442080521340261e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile1)_ 1.14442049526215794e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile2)_ 1.14441956536948530e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile3)_ 1.14441801541855193e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile4)_ 1.14441584521457851e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile5)_ 1.14441305448475017e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile6)_ 1.14440964287809366e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile7)_ 1.14440560996531904e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile8)_ 1.14440095523862451e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile9)_ 1.14439567811146659e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile10)_ 1.14438977791829433e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile11)_ 1.14438325391424645e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile12)_ 1.14437610527481248e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile13)_ 1.14436833109545666e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile14)_ 1.14435993039120532e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile15)_ 1.14435090209619528e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile16)_ 1.14434124506318557e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile17)_ 1.14433095806302898e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile18)_ 1.14432003978410668e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile19)_ 1.14430848883171965e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile20)_ 1.14429630372744429e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile21)_ 1.14428348290844228e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile22)_ 1.14427002472673345e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile23)_ 1.14425592744842164e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile24)_ 1.14424118925288121e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile25)_ 1.14422580823189723e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile26)_ 1.14420992434430580e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile27)_ 1.14419365017895625e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile28)_ 1.14417674235536260e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile29)_ 1.14415919864918614e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile30)_ 1.14414101674526481e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile31)_ 1.14412219423648720e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile32)_ 1.14410272862261619e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile33)_ 1.14408261730906124e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile34)_ 1.14406185760559653e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile35)_ 1.14404044672502603e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile36)_ 1.14401838178179016e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile37)_ 1.14399565979051676e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile38)_ 1.14397227766451226e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile39)_ 1.14394669484193301e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile40)_ 1.14392021853908687e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile41)_ 1.14389302503043866e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile42)_ 1.14386511061001861e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile43)_ 1.14383647145607048e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile44)_ 1.14380710362906024e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile45)_ 1.14377700306960817e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile46)_ 1.14374616559634279e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile47)_ 1.14371458690367223e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile48)_ 1.14368298501753185e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile49)_ 1.14365070398839808e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile50)_ 1.14361768581085421e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile51)_ 1.14358392574954815e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile52)_ 1.14354941893490247e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile53)_ 1.14351416036037934e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile54)_ 1.14347814487964228e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile55)_ 1.14344104228463417e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile56)_ 1.14340265481167869e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile57)_ 1.14336347723053500e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile58)_ 1.14332350370485281e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile59)_ 1.14328272824007682e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile60)_ 1.14324114467986426e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile61)_ 1.14319874664085286e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile62)_ 1.14315552594406200e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile63)_ 1.14311147764064036e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile64)_ 1.14306659488829498e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile65)_ 1.14302087066291302e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile66)_ 1.14297429775409176e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile67)_ 1.14292558793049226e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile68)_ 1.14287397041397742e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile69)_ 1.14282142383086693e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile70)_ 1.14276793976184132e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile71)_ 1.14271350956623863e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile72)_ 1.14265829808310038e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile73)_ 1.14260299653812258e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile74)_ 1.14254673883730473e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile75)_ 1.14248951552786115e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile76)_ 1.14243131690737409e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile77)_ 1.14237068840163780e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile78)_ 1.14230765167556081e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile79)_ 1.14224356376568936e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile80)_ 1.14217841352251370e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile81)_ 1.14211192339024636e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile82)_ 1.14204337224107433e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile83)_ 1.14197370447174307e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile84)_ 1.14190290752836687e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile85)_ 1.14183070060504610e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile86)_ 1.14175539207464305e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile87)_ 1.14167888164456510e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile88)_ 1.14160115504805804e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile89)_ 1.14152165984054488e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile90)_ 1.14144010813937768e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile91)_ 1.14135727548876265e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile92)_ 1.14127314580533401e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile93)_ 1.14118462176786339e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile94)_ 1.14109404060529052e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile95)_ 1.14100205736603022e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile96)_ 1.14090845368069060e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile97)_ 1.14081316288785528e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile98)_ 1.14071640671776064e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile99)_ 1.14061800876907582e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile100)_ 1.14051769081928156e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile101)_ 1.14041583734210805e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile102)_ 1.14030999157114943e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile103)_ 1.14019616707947535e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile104)_ 1.14008061921275861e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile105)_ 1.13996456546537450e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile106)_ 1.13984833754181158e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile107)_ 1.13973034596044664e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile108)_ 1.13960997289115551e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile109)_ 1.13948747815009299e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile110)_ 1.13936290852135191e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile111)_ 1.13923103624148769e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile112)_ 1.13909716914795967e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile113)_ 1.13895796769054858e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile114)_ 1.13881384851453737e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile115)_ 1.13866815373031449e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile116)_ 1.13852318744095160e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile117)_ 1.13837601613315398e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile118)_ 1.13822524599462627e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile119)_ 1.13807191161340460e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile120)_ 1.13791542524282185e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile121)_ 1.13775604371599859e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile122)_ 1.13759059966706877e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile123)_ 1.13741788385626008e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile124)_ 1.13724430931423592e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile125)_ 1.13707043350203119e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile126)_ 1.13689579370560012e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile127)_ 1.13672078539101440e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile128)_ 1.13653882393637917e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile129)_ 1.13634970258688339e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile130)_ 1.13615841397421069e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile131)_ 1.13596456326579287e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile132)_ 1.13576478886001220e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile133)_ 1.13556253739205970e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile134)_ 1.13536291766512365e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile135)_ 1.13515663718143167e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile136)_ 1.13494336425074027e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile137)_ 1.13473281231546830e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile138)_ 1.13451767177081098e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile139)_ 1.13429428910836383e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile140)_ 1.13407285134499358e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile141)_ 1.13384666083775265e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile142)_ 1.13361077600725624e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile143)_ 1.13337836801686409e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile144)_ 1.13314216704162951e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile145)_ 1.13290137813483160e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile146)_ 1.13265808310743532e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile147)_ 1.13240880031129931e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile148)_ 1.13215503802091733e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile149)_ 1.13189995162894763e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile150)_ 1.13164597381566412e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile151)_ 1.13138749440837616e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile152)_ 1.13112273919745610e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile153)_ 1.13086945478474421e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile154)_ 1.13060595345273796e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile155)_ 1.13034792125822992e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile156)_ 1.13009688631449112e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile157)_ 1.12984358903976712e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile158)_ 1.12959762349125126e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile159)_ 1.12935354657808662e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile160)_ 1.12911160341276151e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile161)_ 1.12888332816657022e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile162)_ 1.12865585215979158e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile163)_ 1.12843659571876165e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile164)_ 1.12823022362820469e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile165)_ 1.12802494384484464e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile166)_ 1.12781930822661214e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile167)_ 1.12762906127453122e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile168)_ 1.12743823267725385e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile169)_ 1.12724389964344884e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile170)_ 1.12705322980008904e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile171)_ 1.12685426549456746e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile172)_ 1.12663681630066703e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile173)_ 1.12640235715905579e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile174)_ 1.12613392055351480e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile175)_ 1.12580907513752426e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile176)_ 1.12538564057464074e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile177)_ 1.12482300875469843e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile178)_ 1.12406087268485599e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile179)_ 1.12304506879176480e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile180)_ 1.12181893442098302e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile181)_ 1.12054137313598634e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile182)_ 1.11941804585684235e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile183)_ 1.11851052332631418e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile184)_ 1.11779854756419539e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile185)_ 1.11718452907741073e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile186)_ 1.11658274922088396e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile187)_ 1.11594825533014252e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile188)_ 1.11529403128133842e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile189)_ 1.11463503533642427e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile190)_ 1.11402752339860833e+00 OP 
