# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+gae4518067" 
Date_of_run______________________________________________________________ (date)_________________________ "03/03/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "15:31" 
User_____________________________________________________________________ (username)_____________________     "runner" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________ "Generic large tokamak" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________           "" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           "" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/large_tokamak_nof.IN.DAT" 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________            1 
# Numerics #
# PROCESS found a feasible solution #
Toroidal_field_in_plasma_at_point_101____________________________________ b_plasma_toroidal_profile101___ 6.80415386480006301e+00 
Toroidal_field_in_plasma_at_point_102____________________________________ b_plasma_toroidal_profile102___ 6.79798509429707121e+00 
Toroidal_field_in_plasma_at_point_103____________________________________ b_plasma_toroidal_profile103___ 6.79182749910296124e+00 
Toroidal_field_in_plasma_at_point_104____________________________________ b_plasma_toroidal_profile104___ 6.78568104887752899e+00 
Toroidal_field_in_plasma_at_point_105____________________________________ b_plasma_toroidal_profile105___ 6.77954571339029766e+00 
Toroidal_field_in_plasma_at_point_106____________________________________ b_plasma_toroidal_profile106___ 6.77342146252002664e+00 
Toroidal_field_in_plasma_at_point_107____________________________________ b_plasma_toroidal_profile107___ 6.76730826625421411e+00 
Toroidal_field_in_plasma_at_point_108____________________________________ b_plasma_toroidal_profile108___ 6.76120609468861122e+00 
Toroidal_field_in_plasma_at_point_109____________________________________ b_plasma_toroidal_profile109___ 6.75511491802673003e+00 
Toroidal_field_in_plasma_at_point_110____________________________________ b_plasma_toroidal_profile110___ 6.74903470657936033e+00 
Toroidal_field_in_plasma_at_point_111____________________________________ b_plasma_toroidal_profile111___ 6.74296543076409183e+00 
Toroidal_field_in_plasma_at_point_112____________________________________ b_plasma_toroidal_profile112___ 6.73690706110482473e+00 
Toroidal_field_in_plasma_at_point_113____________________________________ b_plasma_toroidal_profile113___ 6.73085956823130083e+00 
Toroidal_field_in_plasma_at_point_114____________________________________ b_plasma_toroidal_profile114___ 6.72482292287862737e+00 
Toroidal_field_in_plasma_at_point_115____________________________________ b_plasma_toroidal_profile115___ 6.71879709588680019e+00 
Toroidal_field_in_plasma_at_point_116____________________________________ b_plasma_toroidal_profile116___ 6.71278205820024088e+00 
Toroidal_field_in_plasma_at_point_117____________________________________ b_plasma_toroidal_profile117___ 6.70677778086732523e+00 
Toroidal_field_in_plasma_at_point_118____________________________________ b_plasma_toroidal_profile118___ 6.70078423503991871e+00 
Toroidal_field_in_plasma_at_point_119____________________________________ b_plasma_toroidal_profile119___ 6.69480139197291901e+00 
Toroidal_field_in_plasma_at_point_120____________________________________ b_plasma_toroidal_profile120___ 6.68882922302378979e+00 
Toroidal_field_in_plasma_at_point_121____________________________________ b_plasma_toroidal_profile121___ 6.68286769965211214e+00 
Toroidal_field_in_plasma_at_point_122____________________________________ b_plasma_toroidal_profile122___ 6.67691679341911826e+00 
Toroidal_field_in_plasma_at_point_123____________________________________ b_plasma_toroidal_profile123___ 6.67097647598725096e+00 
Toroidal_field_in_plasma_at_point_124____________________________________ b_plasma_toroidal_profile124___ 6.66504671911970625e+00 
Toroidal_field_in_plasma_at_point_125____________________________________ b_plasma_toroidal_profile125___ 6.65912749467999099e+00 
Toroidal_field_in_plasma_at_point_126____________________________________ b_plasma_toroidal_profile126___ 6.65321877463147260e+00 
Toroidal_field_in_plasma_at_point_127____________________________________ b_plasma_toroidal_profile127___ 6.64732053103694120e+00 
Toroidal_field_in_plasma_at_point_128____________________________________ b_plasma_toroidal_profile128___ 6.64143273605816553e+00 
Toroidal_field_in_plasma_at_point_129____________________________________ b_plasma_toroidal_profile129___ 6.63555536195545947e+00 
Toroidal_field_in_plasma_at_point_130____________________________________ b_plasma_toroidal_profile130___ 6.62968838108724068e+00 
Toroidal_field_in_plasma_at_point_131____________________________________ b_plasma_toroidal_profile131___ 6.62383176590960243e+00 
Toroidal_field_in_plasma_at_point_132____________________________________ b_plasma_toroidal_profile132___ 6.61798548897587846e+00 
Toroidal_field_in_plasma_at_point_133____________________________________ b_plasma_toroidal_profile133___ 6.61214952293621661e+00 
Toroidal_field_in_plasma_at_point_134____________________________________ b_plasma_toroidal_profile134___ 6.60632384053715427e+00 
Toroidal_field_in_plasma_at_point_135____________________________________ b_plasma_toroidal_profile135___ 6.60050841462118765e+00 
Toroidal_field_in_plasma_at_point_136____________________________________ b_plasma_toroidal_profile136___ 6.59470321812635873e+00 
Toroidal_field_in_plasma_at_point_137____________________________________ b_plasma_toroidal_profile137___ 6.58890822408582544e+00 
Toroidal_field_in_plasma_at_point_138____________________________________ b_plasma_toroidal_profile138___ 6.58312340562745302e+00 
Toroidal_field_in_plasma_at_point_139____________________________________ b_plasma_toroidal_profile139___ 6.57734873597339398e+00 
Toroidal_field_in_plasma_at_point_140____________________________________ b_plasma_toroidal_profile140___ 6.57158418843967507e+00 
Toroidal_field_in_plasma_at_point_141____________________________________ b_plasma_toroidal_profile141___ 6.56582973643578693e+00 
Toroidal_field_in_plasma_at_point_142____________________________________ b_plasma_toroidal_profile142___ 6.56008535346427735e+00 
Toroidal_field_in_plasma_at_point_143____________________________________ b_plasma_toroidal_profile143___ 6.55435101312034085e+00 
Toroidal_field_in_plasma_at_point_144____________________________________ b_plasma_toroidal_profile144___ 6.54862668909141465e+00 
Toroidal_field_in_plasma_at_point_145____________________________________ b_plasma_toroidal_profile145___ 6.54291235515677982e+00 
Toroidal_field_in_plasma_at_point_146____________________________________ b_plasma_toroidal_profile146___ 6.53720798518715718e+00 
Toroidal_field_in_plasma_at_point_147____________________________________ b_plasma_toroidal_profile147___ 6.53151355314431115e+00 
Toroidal_field_in_plasma_at_point_148____________________________________ b_plasma_toroidal_profile148___ 6.52582903308065188e+00 
Toroidal_field_in_plasma_at_point_149____________________________________ b_plasma_toroidal_profile149___ 6.52015439913884265e+00 
Toroidal_field_in_plasma_at_point_150____________________________________ b_plasma_toroidal_profile150___ 6.51448962555140643e+00 
Toroidal_field_in_plasma_at_point_151____________________________________ b_plasma_toroidal_profile151___ 6.50883468664033771e+00 
Toroidal_field_in_plasma_at_point_152____________________________________ b_plasma_toroidal_profile152___ 6.50318955681671174e+00 
Toroidal_field_in_plasma_at_point_153____________________________________ b_plasma_toroidal_profile153___ 6.49755421058030347e+00 
Toroidal_field_in_plasma_at_point_154____________________________________ b_plasma_toroidal_profile154___ 6.49192862251919500e+00 
Toroidal_field_in_plasma_at_point_155____________________________________ b_plasma_toroidal_profile155___ 6.48631276730940343e+00 
Toroidal_field_in_plasma_at_point_156____________________________________ b_plasma_toroidal_profile156___ 6.48070661971449447e+00 
Toroidal_field_in_plasma_at_point_157____________________________________ b_plasma_toroidal_profile157___ 6.47511015458520678e+00 
Toroidal_field_in_plasma_at_point_158____________________________________ b_plasma_toroidal_profile158___ 6.46952334685907626e+00 
Toroidal_field_in_plasma_at_point_159____________________________________ b_plasma_toroidal_profile159___ 6.46394617156005946e+00 
Toroidal_field_in_plasma_at_point_160____________________________________ b_plasma_toroidal_profile160___ 6.45837860379816497e+00 
Toroidal_field_in_plasma_at_point_161____________________________________ b_plasma_toroidal_profile161___ 6.45282061876907864e+00 
Toroidal_field_in_plasma_at_point_162____________________________________ b_plasma_toroidal_profile162___ 6.44727219175379940e+00 
Toroidal_field_in_plasma_at_point_163____________________________________ b_plasma_toroidal_profile163___ 6.44173329811827244e+00 
Toroidal_field_in_plasma_at_point_164____________________________________ b_plasma_toroidal_profile164___ 6.43620391331302066e+00 
Toroidal_field_in_plasma_at_point_165____________________________________ b_plasma_toroidal_profile165___ 6.43068401287278668e+00 
Toroidal_field_in_plasma_at_point_166____________________________________ b_plasma_toroidal_profile166___ 6.42517357241616960e+00 
Toroidal_field_in_plasma_at_point_167____________________________________ b_plasma_toroidal_profile167___ 6.41967256764526528e+00 
Toroidal_field_in_plasma_at_point_168____________________________________ b_plasma_toroidal_profile168___ 6.41418097434531198e+00 
Toroidal_field_in_plasma_at_point_169____________________________________ b_plasma_toroidal_profile169___ 6.40869876838433328e+00 
Toroidal_field_in_plasma_at_point_170____________________________________ b_plasma_toroidal_profile170___ 6.40322592571278371e+00 
Toroidal_field_in_plasma_at_point_171____________________________________ b_plasma_toroidal_profile171___ 6.39776242236319881e+00 
Toroidal_field_in_plasma_at_point_172____________________________________ b_plasma_toroidal_profile172___ 6.39230823444984608e+00 
Toroidal_field_in_plasma_at_point_173____________________________________ b_plasma_toroidal_profile173___ 6.38686333816837237e+00 
Toroidal_field_in_plasma_at_point_174____________________________________ b_plasma_toroidal_profile174___ 6.38142770979546281e+00 
Toroidal_field_in_plasma_at_point_175____________________________________ b_plasma_toroidal_profile175___ 6.37600132568849443e+00 
Toroidal_field_in_plasma_at_point_176____________________________________ b_plasma_toroidal_profile176___ 6.37058416228519153e+00 
Toroidal_field_in_plasma_at_point_177____________________________________ b_plasma_toroidal_profile177___ 6.36517619610328556e+00 
Toroidal_field_in_plasma_at_point_178____________________________________ b_plasma_toroidal_profile178___ 6.35977740374017753e+00 
Toroidal_field_in_plasma_at_point_179____________________________________ b_plasma_toroidal_profile179___ 6.35438776187260146e+00 
Toroidal_field_in_plasma_at_point_180____________________________________ b_plasma_toroidal_profile180___ 6.34900724725628240e+00 
Toroidal_field_in_plasma_at_point_181____________________________________ b_plasma_toroidal_profile181___ 6.34363583672560871e+00 
Toroidal_field_in_plasma_at_point_182____________________________________ b_plasma_toroidal_profile182___ 6.33827350719329630e+00 
Toroidal_field_in_plasma_at_point_183____________________________________ b_plasma_toroidal_profile183___ 6.33292023565005824e+00 
Toroidal_field_in_plasma_at_point_184____________________________________ b_plasma_toroidal_profile184___ 6.32757599916427793e+00 
Toroidal_field_in_plasma_at_point_185____________________________________ b_plasma_toroidal_profile185___ 6.32224077488167691e+00 
Toroidal_field_in_plasma_at_point_186____________________________________ b_plasma_toroidal_profile186___ 6.31691454002499508e+00 
Toroidal_field_in_plasma_at_point_187____________________________________ b_plasma_toroidal_profile187___ 6.31159727189366038e+00 
Toroidal_field_in_plasma_at_point_188____________________________________ b_plasma_toroidal_profile188___ 6.30628894786347249e+00 
Toroidal_field_in_plasma_at_point_189____________________________________ b_plasma_toroidal_profile189___ 6.30098954538627609e+00 
Toroidal_field_in_plasma_at_point_190____________________________________ b_plasma_toroidal_profile190___ 6.29569904198964725e+00 
Toroidal_field_in_plasma_at_point_191____________________________________ b_plasma_toroidal_profile191___ 6.29041741527656839e+00 
Toroidal_field_in_plasma_at_point_192____________________________________ b_plasma_toroidal_profile192___ 6.28514464292512098e+00 
Toroidal_field_in_plasma_at_point_193____________________________________ b_plasma_toroidal_profile193___ 6.27988070268816578e+00 
Toroidal_field_in_plasma_at_point_194____________________________________ b_plasma_toroidal_profile194___ 6.27462557239302843e+00 
Toroidal_field_in_plasma_at_point_195____________________________________ b_plasma_toroidal_profile195___ 6.26937922994119479e+00 
Toroidal_field_in_plasma_at_point_196____________________________________ b_plasma_toroidal_profile196___ 6.26414165330799388e+00 
Toroidal_field_in_plasma_at_point_197____________________________________ b_plasma_toroidal_profile197___ 6.25891282054229503e+00 
Toroidal_field_in_plasma_at_point_198____________________________________ b_plasma_toroidal_profile198___ 6.25369270976619696e+00 
Toroidal_field_in_plasma_at_point_199____________________________________ b_plasma_toroidal_profile199___ 6.24848129917472495e+00 
Toroidal_field_in_plasma_at_point_200____________________________________ b_plasma_toroidal_profile200___ 6.24327856703552886e+00 
Toroidal_field_in_plasma_at_point_201____________________________________ b_plasma_toroidal_profile201___ 6.23808449168857759e+00 
Toroidal_field_in_plasma_at_point_202____________________________________ b_plasma_toroidal_profile202___ 6.23289905154585977e+00 
Toroidal_field_in_plasma_at_point_203____________________________________ b_plasma_toroidal_profile203___ 6.22772222509108797e+00 
Toroidal_field_in_plasma_at_point_204____________________________________ b_plasma_toroidal_profile204___ 6.22255399087939409e+00 
Toroidal_field_in_plasma_at_point_205____________________________________ b_plasma_toroidal_profile205___ 6.21739432753703891e+00 
Toroidal_field_in_plasma_at_point_206____________________________________ b_plasma_toroidal_profile206___ 6.21224321376111810e+00 
Toroidal_field_in_plasma_at_point_207____________________________________ b_plasma_toroidal_profile207___ 6.20710062831926290e+00 
Toroidal_field_in_plasma_at_point_208____________________________________ b_plasma_toroidal_profile208___ 6.20196655004935415e+00 
Toroidal_field_in_plasma_at_point_209____________________________________ b_plasma_toroidal_profile209___ 6.19684095785923095e+00 
Toroidal_field_in_plasma_at_point_210____________________________________ b_plasma_toroidal_profile210___ 6.19172383072639843e+00 
Toroidal_field_in_plasma_at_point_211____________________________________ b_plasma_toroidal_profile211___ 6.18661514769774623e+00 
Toroidal_field_in_plasma_at_point_212____________________________________ b_plasma_toroidal_profile212___ 6.18151488788925807e+00 
Toroidal_field_in_plasma_at_point_213____________________________________ b_plasma_toroidal_profile213___ 6.17642303048572483e+00 
Toroidal_field_in_plasma_at_point_214____________________________________ b_plasma_toroidal_profile214___ 6.17133955474046925e+00 
Toroidal_field_in_plasma_at_point_215____________________________________ b_plasma_toroidal_profile215___ 6.16626443997505724e+00 
Toroidal_field_in_plasma_at_point_216____________________________________ b_plasma_toroidal_profile216___ 6.16119766557902171e+00 
Toroidal_field_in_plasma_at_point_217____________________________________ b_plasma_toroidal_profile217___ 6.15613921100958095e+00 
Toroidal_field_in_plasma_at_point_218____________________________________ b_plasma_toroidal_profile218___ 6.15108905579136156e+00 
Toroidal_field_in_plasma_at_point_219____________________________________ b_plasma_toroidal_profile219___ 6.14604717951612223e+00 
Toroidal_field_in_plasma_at_point_220____________________________________ b_plasma_toroidal_profile220___ 6.14101356184248104e+00 
Toroidal_field_in_plasma_at_point_221____________________________________ b_plasma_toroidal_profile221___ 6.13598818249563838e+00 
Toroidal_field_in_plasma_at_point_222____________________________________ b_plasma_toroidal_profile222___ 6.13097102126710514e+00 
Toroidal_field_in_plasma_at_point_223____________________________________ b_plasma_toroidal_profile223___ 6.12596205801443627e+00 
Toroidal_field_in_plasma_at_point_224____________________________________ b_plasma_toroidal_profile224___ 6.12096127266095458e+00 
Toroidal_field_in_plasma_at_point_225____________________________________ b_plasma_toroidal_profile225___ 6.11596864519548955e+00 
Toroidal_field_in_plasma_at_point_226____________________________________ b_plasma_toroidal_profile226___ 6.11098415567210207e+00 
Toroidal_field_in_plasma_at_point_227____________________________________ b_plasma_toroidal_profile227___ 6.10600778420982859e+00 
Toroidal_field_in_plasma_at_point_228____________________________________ b_plasma_toroidal_profile228___ 6.10103951099240760e+00 
Toroidal_field_in_plasma_at_point_229____________________________________ b_plasma_toroidal_profile229___ 6.09607931626802380e+00 
Toroidal_field_in_plasma_at_point_230____________________________________ b_plasma_toroidal_profile230___ 6.09112718034904077e+00 
Toroidal_field_in_plasma_at_point_231____________________________________ b_plasma_toroidal_profile231___ 6.08618308361174432e+00 
Toroidal_field_in_plasma_at_point_232____________________________________ b_plasma_toroidal_profile232___ 6.08124700649608219e+00 
Toroidal_field_in_plasma_at_point_233____________________________________ b_plasma_toroidal_profile233___ 6.07631892950540475e+00 
Toroidal_field_in_plasma_at_point_234____________________________________ b_plasma_toroidal_profile234___ 6.07139883320620921e+00 
Toroidal_field_in_plasma_at_point_235____________________________________ b_plasma_toroidal_profile235___ 6.06648669822788822e+00 
Toroidal_field_in_plasma_at_point_236____________________________________ b_plasma_toroidal_profile236___ 6.06158250526246523e+00 
Toroidal_field_in_plasma_at_point_237____________________________________ b_plasma_toroidal_profile237___ 6.05668623506435377e+00 
Toroidal_field_in_plasma_at_point_238____________________________________ b_plasma_toroidal_profile238___ 6.05179786845009637e+00 
Toroidal_field_in_plasma_at_point_239____________________________________ b_plasma_toroidal_profile239___ 6.04691738629812026e+00 
Toroidal_field_in_plasma_at_point_240____________________________________ b_plasma_toroidal_profile240___ 6.04204476954848424e+00 
Toroidal_field_in_plasma_at_point_241____________________________________ b_plasma_toroidal_profile241___ 6.03717999920263182e+00 
Toroidal_field_in_plasma_at_point_242____________________________________ b_plasma_toroidal_profile242___ 6.03232305632314514e+00 
Toroidal_field_in_plasma_at_point_243____________________________________ b_plasma_toroidal_profile243___ 6.02747392203349630e+00 
Toroidal_field_in_plasma_at_point_244____________________________________ b_plasma_toroidal_profile244___ 6.02263257751780756e+00 
Toroidal_field_in_plasma_at_point_245____________________________________ b_plasma_toroidal_profile245___ 6.01779900402060175e+00 
Toroidal_field_in_plasma_at_point_246____________________________________ b_plasma_toroidal_profile246___ 6.01297318284656779e+00 
Toroidal_field_in_plasma_at_point_247____________________________________ b_plasma_toroidal_profile247___ 6.00815509536031200e+00 
Toroidal_field_in_plasma_at_point_248____________________________________ b_plasma_toroidal_profile248___ 6.00334472298612454e+00 
Toroidal_field_in_plasma_at_point_249____________________________________ b_plasma_toroidal_profile249___ 5.99854204720773598e+00 
Toroidal_field_in_plasma_at_point_250____________________________________ b_plasma_toroidal_profile250___ 5.99374704956808113e+00 
Toroidal_field_in_plasma_at_point_251____________________________________ b_plasma_toroidal_profile251___ 5.98895971166906538e+00 
Toroidal_field_in_plasma_at_point_252____________________________________ b_plasma_toroidal_profile252___ 5.98418001517132403e+00 
Toroidal_field_in_plasma_at_point_253____________________________________ b_plasma_toroidal_profile253___ 5.97940794179399493e+00 
Toroidal_field_in_plasma_at_point_254____________________________________ b_plasma_toroidal_profile254___ 5.97464347331447776e+00 
Toroidal_field_in_plasma_at_point_255____________________________________ b_plasma_toroidal_profile255___ 5.96988659156820756e+00 
Toroidal_field_in_plasma_at_point_256____________________________________ b_plasma_toroidal_profile256___ 5.96513727844842379e+00 
Toroidal_field_in_plasma_at_point_257____________________________________ b_plasma_toroidal_profile257___ 5.96039551590593675e+00 
Toroidal_field_in_plasma_at_point_258____________________________________ b_plasma_toroidal_profile258___ 5.95566128594890376e+00 
Toroidal_field_in_plasma_at_point_259____________________________________ b_plasma_toroidal_profile259___ 5.95093457064259468e+00 
Toroidal_field_in_plasma_at_point_260____________________________________ b_plasma_toroidal_profile260___ 5.94621535210917518e+00 
Toroidal_field_in_plasma_at_point_261____________________________________ b_plasma_toroidal_profile261___ 5.94150361252747228e+00 
Toroidal_field_in_plasma_at_point_262____________________________________ b_plasma_toroidal_profile262___ 5.93679933413275496e+00 
Toroidal_field_in_plasma_at_point_263____________________________________ b_plasma_toroidal_profile263___ 5.93210249921651034e+00 
Toroidal_field_in_plasma_at_point_264____________________________________ b_plasma_toroidal_profile264___ 5.92741309012622075e+00 
Toroidal_field_in_plasma_at_point_265____________________________________ b_plasma_toroidal_profile265___ 5.92273108926514169e+00 
Toroidal_field_in_plasma_at_point_266____________________________________ b_plasma_toroidal_profile266___ 5.91805647909208332e+00 
Toroidal_field_in_plasma_at_point_267____________________________________ b_plasma_toroidal_profile267___ 5.91338924212119110e+00 
Toroidal_field_in_plasma_at_point_268____________________________________ b_plasma_toroidal_profile268___ 5.90872936092172552e+00 
Toroidal_field_in_plasma_at_point_269____________________________________ b_plasma_toroidal_profile269___ 5.90407681811784979e+00 
Toroidal_field_in_plasma_at_point_270____________________________________ b_plasma_toroidal_profile270___ 5.89943159638841053e+00 
Toroidal_field_in_plasma_at_point_271____________________________________ b_plasma_toroidal_profile271___ 5.89479367846672098e+00 
Toroidal_field_in_plasma_at_point_272____________________________________ b_plasma_toroidal_profile272___ 5.89016304714035321e+00 
Toroidal_field_in_plasma_at_point_273____________________________________ b_plasma_toroidal_profile273___ 5.88553968525091786e+00 
Toroidal_field_in_plasma_at_point_274____________________________________ b_plasma_toroidal_profile274___ 5.88092357569385804e+00 
Toroidal_field_in_plasma_at_point_275____________________________________ b_plasma_toroidal_profile275___ 5.87631470141823620e+00 
Toroidal_field_in_plasma_at_point_276____________________________________ b_plasma_toroidal_profile276___ 5.87171304542652273e+00 
Toroidal_field_in_plasma_at_point_277____________________________________ b_plasma_toroidal_profile277___ 5.86711859077438902e+00 
Toroidal_field_in_plasma_at_point_278____________________________________ b_plasma_toroidal_profile278___ 5.86253132057049964e+00 
Toroidal_field_in_plasma_at_point_279____________________________________ b_plasma_toroidal_profile279___ 5.85795121797630358e+00 
Toroidal_field_in_plasma_at_point_280____________________________________ b_plasma_toroidal_profile280___ 5.85337826620583090e+00 
Toroidal_field_in_plasma_at_point_281____________________________________ b_plasma_toroidal_profile281___ 5.84881244852548310e+00 
Toroidal_field_in_plasma_at_point_282____________________________________ b_plasma_toroidal_profile282___ 5.84425374825383415e+00 
Toroidal_field_in_plasma_at_point_283____________________________________ b_plasma_toroidal_profile283___ 5.83970214876142446e+00 
Toroidal_field_in_plasma_at_point_284____________________________________ b_plasma_toroidal_profile284___ 5.83515763347056016e+00 
Toroidal_field_in_plasma_at_point_285____________________________________ b_plasma_toroidal_profile285___ 5.83062018585510877e+00 
Toroidal_field_in_plasma_at_point_286____________________________________ b_plasma_toroidal_profile286___ 5.82608978944030209e+00 
Toroidal_field_in_plasma_at_point_287____________________________________ b_plasma_toroidal_profile287___ 5.82156642780253808e+00 
Toroidal_field_in_plasma_at_point_288____________________________________ b_plasma_toroidal_profile288___ 5.81705008456917660e+00 
Toroidal_field_in_plasma_at_point_289____________________________________ b_plasma_toroidal_profile289___ 5.81254074341834848e+00 
Toroidal_field_in_plasma_at_point_290____________________________________ b_plasma_toroidal_profile290___ 5.80803838807875294e+00 
Toroidal_field_in_plasma_at_point_291____________________________________ b_plasma_toroidal_profile291___ 5.80354300232946585e+00 
Toroidal_field_in_plasma_at_point_292____________________________________ b_plasma_toroidal_profile292___ 5.79905456999974422e+00 
Toroidal_field_in_plasma_at_point_293____________________________________ b_plasma_toroidal_profile293___ 5.79457307496883267e+00 
Toroidal_field_in_plasma_at_point_294____________________________________ b_plasma_toroidal_profile294___ 5.79009850116576796e+00 
Toroidal_field_in_plasma_at_point_295____________________________________ b_plasma_toroidal_profile295___ 5.78563083256918986e+00 
Toroidal_field_in_plasma_at_point_296____________________________________ b_plasma_toroidal_profile296___ 5.78117005320714661e+00 
Toroidal_field_in_plasma_at_point_297____________________________________ b_plasma_toroidal_profile297___ 5.77671614715691017e+00 
Toroidal_field_in_plasma_at_point_298____________________________________ b_plasma_toroidal_profile298___ 5.77226909854477999e+00 
Toroidal_field_in_plasma_at_point_299____________________________________ b_plasma_toroidal_profile299___ 5.76782889154589906e+00 
Toroidal_field_in_plasma_at_point_300____________________________________ b_plasma_toroidal_profile300___ 5.76339551038406572e+00 
Toroidal_field_in_plasma_at_point_301____________________________________ b_plasma_toroidal_profile301___ 5.75896893933154264e+00 
Toroidal_field_in_plasma_at_point_302____________________________________ b_plasma_toroidal_profile302___ 5.75454916270887828e+00 
Toroidal_field_in_plasma_at_point_303____________________________________ b_plasma_toroidal_profile303___ 5.75013616488471602e+00 
Toroidal_field_in_plasma_at_point_304____________________________________ b_plasma_toroidal_profile304___ 5.74572993027560930e+00 
Toroidal_field_in_plasma_at_point_305____________________________________ b_plasma_toroidal_profile305___ 5.74133044334584230e+00 
Toroidal_field_in_plasma_at_point_306____________________________________ b_plasma_toroidal_profile306___ 5.73693768860724518e+00 
Toroidal_field_in_plasma_at_point_307____________________________________ b_plasma_toroidal_profile307___ 5.73255165061901373e+00 
Toroidal_field_in_plasma_at_point_308____________________________________ b_plasma_toroidal_profile308___ 5.72817231398752469e+00 
Toroidal_field_in_plasma_at_point_309____________________________________ b_plasma_toroidal_profile309___ 5.72379966336615986e+00 
Toroidal_field_in_plasma_at_point_310____________________________________ b_plasma_toroidal_profile310___ 5.71943368345512493e+00 
Toroidal_field_in_plasma_at_point_311____________________________________ b_plasma_toroidal_profile311___ 5.71507435900127181e+00 
Toroidal_field_in_plasma_at_point_312____________________________________ b_plasma_toroidal_profile312___ 5.71072167479792103e+00 
Toroidal_field_in_plasma_at_point_313____________________________________ b_plasma_toroidal_profile313___ 5.70637561568468055e+00 
Toroidal_field_in_plasma_at_point_314____________________________________ b_plasma_toroidal_profile314___ 5.70203616654727785e+00 
Toroidal_field_in_plasma_at_point_315____________________________________ b_plasma_toroidal_profile315___ 5.69770331231737792e+00 
Toroidal_field_in_plasma_at_point_316____________________________________ b_plasma_toroidal_profile316___ 5.69337703797241446e+00 
Toroidal_field_in_plasma_at_point_317____________________________________ b_plasma_toroidal_profile317___ 5.68905732853540957e+00 
Toroidal_field_in_plasma_at_point_318____________________________________ b_plasma_toroidal_profile318___ 5.68474416907480595e+00 
Toroidal_field_in_plasma_at_point_319____________________________________ b_plasma_toroidal_profile319___ 5.68043754470429541e+00 
Toroidal_field_in_plasma_at_point_320____________________________________ b_plasma_toroidal_profile320___ 5.67613744058264125e+00 
Toroidal_field_in_plasma_at_point_321____________________________________ b_plasma_toroidal_profile321___ 5.67184384191351665e+00 
Toroidal_field_in_plasma_at_point_322____________________________________ b_plasma_toroidal_profile322___ 5.66755673394532788e+00 
Toroidal_field_in_plasma_at_point_323____________________________________ b_plasma_toroidal_profile323___ 5.66327610197104914e+00 
Toroidal_field_in_plasma_at_point_324____________________________________ b_plasma_toroidal_profile324___ 5.65900193132805196e+00 
Toroidal_field_in_plasma_at_point_325____________________________________ b_plasma_toroidal_profile325___ 5.65473420739794008e+00 
Toroidal_field_in_plasma_at_point_326____________________________________ b_plasma_toroidal_profile326___ 5.65047291560638243e+00 
Toroidal_field_in_plasma_at_point_327____________________________________ b_plasma_toroidal_profile327___ 5.64621804142294437e+00 
Toroidal_field_in_plasma_at_point_328____________________________________ b_plasma_toroidal_profile328___ 5.64196957036092517e+00 
Toroidal_field_in_plasma_at_point_329____________________________________ b_plasma_toroidal_profile329___ 5.63772748797719547e+00 
Toroidal_field_in_plasma_at_point_330____________________________________ b_plasma_toroidal_profile330___ 5.63349177987202854e+00 
Toroidal_field_in_plasma_at_point_331____________________________________ b_plasma_toroidal_profile331___ 5.62926243168894125e+00 
Toroidal_field_in_plasma_at_point_332____________________________________ b_plasma_toroidal_profile332___ 5.62503942911453070e+00 
Toroidal_field_in_plasma_at_point_333____________________________________ b_plasma_toroidal_profile333___ 5.62082275787831254e+00 
Toroidal_field_in_plasma_at_point_334____________________________________ b_plasma_toroidal_profile334___ 5.61661240375256110e+00 
Toroidal_field_in_plasma_at_point_335____________________________________ b_plasma_toroidal_profile335___ 5.61240835255214776e+00 
Toroidal_field_in_plasma_at_point_336____________________________________ b_plasma_toroidal_profile336___ 5.60821059013438283e+00 
Toroidal_field_in_plasma_at_point_337____________________________________ b_plasma_toroidal_profile337___ 5.60401910239885659e+00 
Toroidal_field_in_plasma_at_point_338____________________________________ b_plasma_toroidal_profile338___ 5.59983387528728116e+00 
Toroidal_field_in_plasma_at_point_339____________________________________ b_plasma_toroidal_profile339___ 5.59565489478333511e+00 
Toroidal_field_in_plasma_at_point_340____________________________________ b_plasma_toroidal_profile340___ 5.59148214691250534e+00 
Toroidal_field_in_plasma_at_point_341____________________________________ b_plasma_toroidal_profile341___ 5.58731561774192986e+00 
Toroidal_field_in_plasma_at_point_342____________________________________ b_plasma_toroidal_profile342___ 5.58315529338024508e+00 
Toroidal_field_in_plasma_at_point_343____________________________________ b_plasma_toroidal_profile343___ 5.57900115997743296e+00 
Toroidal_field_in_plasma_at_point_344____________________________________ b_plasma_toroidal_profile344___ 5.57485320372466120e+00 
Toroidal_field_in_plasma_at_point_345____________________________________ b_plasma_toroidal_profile345___ 5.57071141085413757e+00 
Toroidal_field_in_plasma_at_point_346____________________________________ b_plasma_toroidal_profile346___ 5.56657576763895268e+00 
