# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g0c2c6b127" 
Date_of_run______________________________________________________________ (date)_________________________ "16/04/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "09:10" 
User_____________________________________________________________________ (username)_____________________     "runner" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________ "EU-DEMO LAR 2023 baseline" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________           "" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           "" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/low_aspect_ratio_DEMO.IN.DAT" 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________          -14 
# Numerics #
# PROCESS found a feasible solution #
He_concentration_at_point_396____________________________________________ (f_nd_impurity_electrons1_396)_ 3.98320426106234573e+18 OP 
He_concentration_at_point_397____________________________________________ (f_nd_impurity_electrons1_397)_ 3.97511505277297101e+18 OP 
He_concentration_at_point_398____________________________________________ (f_nd_impurity_electrons1_398)_ 3.96700544294944768e+18 OP 
He_concentration_at_point_399____________________________________________ (f_nd_impurity_electrons1_399)_ 3.95887543159177728e+18 OP 
He_concentration_at_point_400____________________________________________ (f_nd_impurity_electrons1_400)_ 3.95072501869995930e+18 OP 
He_concentration_at_point_401____________________________________________ (f_nd_impurity_electrons1_401)_ 3.94255420427399526e+18 OP 
He_concentration_at_point_402____________________________________________ (f_nd_impurity_electrons1_402)_ 3.93436298831388314e+18 OP 
He_concentration_at_point_403____________________________________________ (f_nd_impurity_electrons1_403)_ 3.92615137081962445e+18 OP 
He_concentration_at_point_404____________________________________________ (f_nd_impurity_electrons1_404)_ 3.91791935179121766e+18 OP 
He_concentration_at_point_405____________________________________________ (f_nd_impurity_electrons1_405)_ 3.90966693122866381e+18 OP 
He_concentration_at_point_406____________________________________________ (f_nd_impurity_electrons1_406)_ 3.90139410913196288e+18 OP 
He_concentration_at_point_407____________________________________________ (f_nd_impurity_electrons1_407)_ 3.89310088550111590e+18 OP 
He_concentration_at_point_408____________________________________________ (f_nd_impurity_electrons1_408)_ 3.88478726033612032e+18 OP 
He_concentration_at_point_409____________________________________________ (f_nd_impurity_electrons1_409)_ 3.87645323363697818e+18 OP 
He_concentration_at_point_410____________________________________________ (f_nd_impurity_electrons1_410)_ 3.86809880540368794e+18 OP 
He_concentration_at_point_411____________________________________________ (f_nd_impurity_electrons1_411)_ 3.85972397563625114e+18 OP 
He_concentration_at_point_412____________________________________________ (f_nd_impurity_electrons1_412)_ 3.85132874433466675e+18 OP 
He_concentration_at_point_413____________________________________________ (f_nd_impurity_electrons1_413)_ 3.84291311149893530e+18 OP 
He_concentration_at_point_414____________________________________________ (f_nd_impurity_electrons1_414)_ 3.83447707712905677e+18 OP 
He_concentration_at_point_415____________________________________________ (f_nd_impurity_electrons1_415)_ 3.82602064122503117e+18 OP 
He_concentration_at_point_416____________________________________________ (f_nd_impurity_electrons1_416)_ 3.81754380378685798e+18 OP 
He_concentration_at_point_417____________________________________________ (f_nd_impurity_electrons1_417)_ 3.80904656481453824e+18 OP 
He_concentration_at_point_418____________________________________________ (f_nd_impurity_electrons1_418)_ 3.80052892430806989e+18 OP 
He_concentration_at_point_419____________________________________________ (f_nd_impurity_electrons1_419)_ 3.79199088226745498e+18 OP 
He_concentration_at_point_420____________________________________________ (f_nd_impurity_electrons1_420)_ 3.78343243869269299e+18 OP 
He_concentration_at_point_421____________________________________________ (f_nd_impurity_electrons1_421)_ 3.77485359358378445e+18 OP 
He_concentration_at_point_422____________________________________________ (f_nd_impurity_electrons1_422)_ 3.76625434694072730e+18 OP 
He_concentration_at_point_423____________________________________________ (f_nd_impurity_electrons1_423)_ 3.75763469876352410e+18 OP 
He_concentration_at_point_424____________________________________________ (f_nd_impurity_electrons1_424)_ 3.74899464905217280e+18 OP 
He_concentration_at_point_425____________________________________________ (f_nd_impurity_electrons1_425)_ 3.74033419780667443e+18 OP 
He_concentration_at_point_426____________________________________________ (f_nd_impurity_electrons1_426)_ 3.73165334502702950e+18 OP 
He_concentration_at_point_427____________________________________________ (f_nd_impurity_electrons1_427)_ 3.72295209071323699e+18 OP 
He_concentration_at_point_428____________________________________________ (f_nd_impurity_electrons1_428)_ 3.71423043486529741e+18 OP 
He_concentration_at_point_429____________________________________________ (f_nd_impurity_electrons1_429)_ 3.70548837748320973e+18 OP 
He_concentration_at_point_430____________________________________________ (f_nd_impurity_electrons1_430)_ 3.69672591856697600e+18 OP 
He_concentration_at_point_431____________________________________________ (f_nd_impurity_electrons1_431)_ 3.68794305811659418e+18 OP 
He_concentration_at_point_432____________________________________________ (f_nd_impurity_electrons1_432)_ 3.67913979613206579e+18 OP 
He_concentration_at_point_433____________________________________________ (f_nd_impurity_electrons1_433)_ 3.67031613261338931e+18 OP 
He_concentration_at_point_434____________________________________________ (f_nd_impurity_electrons1_434)_ 3.66147206756056627e+18 OP 
He_concentration_at_point_435____________________________________________ (f_nd_impurity_electrons1_435)_ 3.65260760097359565e+18 OP 
He_concentration_at_point_436____________________________________________ (f_nd_impurity_electrons1_436)_ 3.64372273285247795e+18 OP 
He_concentration_at_point_437____________________________________________ (f_nd_impurity_electrons1_437)_ 3.63481746319721318e+18 OP 
He_concentration_at_point_438____________________________________________ (f_nd_impurity_electrons1_438)_ 3.62589179200780186e+18 OP 
He_concentration_at_point_439____________________________________________ (f_nd_impurity_electrons1_439)_ 3.61694571928424192e+18 OP 
He_concentration_at_point_440____________________________________________ (f_nd_impurity_electrons1_440)_ 3.60797924502653542e+18 OP 
He_concentration_at_point_441____________________________________________ (f_nd_impurity_electrons1_441)_ 3.59899236923468134e+18 OP 
He_concentration_at_point_442____________________________________________ (f_nd_impurity_electrons1_442)_ 3.58998509190868070e+18 OP 
He_concentration_at_point_443____________________________________________ (f_nd_impurity_electrons1_443)_ 3.58095741304853248e+18 OP 
He_concentration_at_point_444____________________________________________ (f_nd_impurity_electrons1_444)_ 3.57190933265423667e+18 OP 
He_concentration_at_point_445____________________________________________ (f_nd_impurity_electrons1_445)_ 3.56284085072579379e+18 OP 
He_concentration_at_point_446____________________________________________ (f_nd_impurity_electrons1_446)_ 3.55375196726320435e+18 OP 
He_concentration_at_point_447____________________________________________ (f_nd_impurity_electrons1_447)_ 3.54464268226646682e+18 OP 
He_concentration_at_point_448____________________________________________ (f_nd_impurity_electrons1_448)_ 3.53551299573558272e+18 OP 
He_concentration_at_point_449____________________________________________ (f_nd_impurity_electrons1_449)_ 3.52636290767055104e+18 OP 
He_concentration_at_point_450____________________________________________ (f_nd_impurity_electrons1_450)_ 3.51719241807137178e+18 OP 
He_concentration_at_point_451____________________________________________ (f_nd_impurity_electrons1_451)_ 3.50800152693804595e+18 OP 
He_concentration_at_point_452____________________________________________ (f_nd_impurity_electrons1_452)_ 3.49879023427057306e+18 OP 
He_concentration_at_point_453____________________________________________ (f_nd_impurity_electrons1_453)_ 3.48955854006895206e+18 OP 
He_concentration_at_point_454____________________________________________ (f_nd_impurity_electrons1_454)_ 3.48030644433318502e+18 OP 
He_concentration_at_point_455____________________________________________ (f_nd_impurity_electrons1_455)_ 3.47103394706326886e+18 OP 
He_concentration_at_point_456____________________________________________ (f_nd_impurity_electrons1_456)_ 3.46174104825920717e+18 OP 
He_concentration_at_point_457____________________________________________ (f_nd_impurity_electrons1_457)_ 3.45242774792099789e+18 OP 
He_concentration_at_point_458____________________________________________ (f_nd_impurity_electrons1_458)_ 3.44309404604864102e+18 OP 
He_concentration_at_point_459____________________________________________ (f_nd_impurity_electrons1_459)_ 3.43373994264213709e+18 OP 
He_concentration_at_point_460____________________________________________ (f_nd_impurity_electrons1_460)_ 3.42436543770148659e+18 OP 
He_concentration_at_point_461____________________________________________ (f_nd_impurity_electrons1_461)_ 3.41497053122668749e+18 OP 
He_concentration_at_point_462____________________________________________ (f_nd_impurity_electrons1_462)_ 3.40555522321774234e+18 OP 
He_concentration_at_point_463____________________________________________ (f_nd_impurity_electrons1_463)_ 3.39611951367464909e+18 OP 
He_concentration_at_point_464____________________________________________ (f_nd_impurity_electrons1_464)_ 3.38666340259740979e+18 OP 
He_concentration_at_point_465____________________________________________ (f_nd_impurity_electrons1_465)_ 3.37718688998602189e+18 OP 
He_concentration_at_point_466____________________________________________ (f_nd_impurity_electrons1_466)_ 3.36768997584048742e+18 OP 
He_concentration_at_point_467____________________________________________ (f_nd_impurity_electrons1_467)_ 3.35817266016080589e+18 OP 
He_concentration_at_point_468____________________________________________ (f_nd_impurity_electrons1_468)_ 3.34863494294697728e+18 OP 
He_concentration_at_point_469____________________________________________ (f_nd_impurity_electrons1_469)_ 3.33907682419900109e+18 OP 
He_concentration_at_point_470____________________________________________ (f_nd_impurity_electrons1_470)_ 3.32949830391687782e+18 OP 
He_concentration_at_point_471____________________________________________ (f_nd_impurity_electrons1_471)_ 3.28379930758860698e+18 OP 
He_concentration_at_point_472____________________________________________ (f_nd_impurity_electrons1_472)_ 3.23810031126033664e+18 OP 
He_concentration_at_point_473____________________________________________ (f_nd_impurity_electrons1_473)_ 3.19240131493206528e+18 OP 
He_concentration_at_point_474____________________________________________ (f_nd_impurity_electrons1_474)_ 3.14670231860379443e+18 OP 
He_concentration_at_point_475____________________________________________ (f_nd_impurity_electrons1_475)_ 3.10100332227552358e+18 OP 
He_concentration_at_point_476____________________________________________ (f_nd_impurity_electrons1_476)_ 3.05530432594725274e+18 OP 
He_concentration_at_point_477____________________________________________ (f_nd_impurity_electrons1_477)_ 3.00960532961898189e+18 OP 
He_concentration_at_point_478____________________________________________ (f_nd_impurity_electrons1_478)_ 2.96390633329071104e+18 OP 
He_concentration_at_point_479____________________________________________ (f_nd_impurity_electrons1_479)_ 2.91820733696243968e+18 OP 
He_concentration_at_point_480____________________________________________ (f_nd_impurity_electrons1_480)_ 2.87250834063416934e+18 OP 
He_concentration_at_point_481____________________________________________ (f_nd_impurity_electrons1_481)_ 2.82680934430589850e+18 OP 
He_concentration_at_point_482____________________________________________ (f_nd_impurity_electrons1_482)_ 2.78111034797762765e+18 OP 
He_concentration_at_point_483____________________________________________ (f_nd_impurity_electrons1_483)_ 2.73541135164935680e+18 OP 
He_concentration_at_point_484____________________________________________ (f_nd_impurity_electrons1_484)_ 2.68971235532108544e+18 OP 
He_concentration_at_point_485____________________________________________ (f_nd_impurity_electrons1_485)_ 2.64401335899281510e+18 OP 
He_concentration_at_point_486____________________________________________ (f_nd_impurity_electrons1_486)_ 2.59831436266454374e+18 OP 
He_concentration_at_point_487____________________________________________ (f_nd_impurity_electrons1_487)_ 2.55261536633627341e+18 OP 
He_concentration_at_point_488____________________________________________ (f_nd_impurity_electrons1_488)_ 2.50691637000800205e+18 OP 
He_concentration_at_point_489____________________________________________ (f_nd_impurity_electrons1_489)_ 2.46121737367973120e+18 OP 
He_concentration_at_point_490____________________________________________ (f_nd_impurity_electrons1_490)_ 2.41551837735146086e+18 OP 
He_concentration_at_point_491____________________________________________ (f_nd_impurity_electrons1_491)_ 2.36981938102318950e+18 OP 
He_concentration_at_point_492____________________________________________ (f_nd_impurity_electrons1_492)_ 2.32412038469491866e+18 OP 
He_concentration_at_point_493____________________________________________ (f_nd_impurity_electrons1_493)_ 2.27842138836664806e+18 OP 
He_concentration_at_point_494____________________________________________ (f_nd_impurity_electrons1_494)_ 2.23272239203837696e+18 OP 
He_concentration_at_point_495____________________________________________ (f_nd_impurity_electrons1_495)_ 2.18702339571010611e+18 OP 
He_concentration_at_point_496____________________________________________ (f_nd_impurity_electrons1_496)_ 2.14132439938183526e+18 OP 
He_concentration_at_point_497____________________________________________ (f_nd_impurity_electrons1_497)_ 2.09562540305356442e+18 OP 
He_concentration_at_point_498____________________________________________ (f_nd_impurity_electrons1_498)_ 2.04992640672529331e+18 OP 
He_concentration_at_point_499____________________________________________ (f_nd_impurity_electrons1_499)_ 2.00422741039702246e+18 OP 
He_concentration_at_point_500____________________________________________ (f_nd_impurity_electrons1_500)_ 1.95852841406875162e+18 OP 
Be_concentration_________________________________________________________ (f_nd_impurity_electrons(03))__ 0.00000000000000000e+00 
C__concentration_________________________________________________________ (f_nd_impurity_electrons(04))__ 0.00000000000000000e+00 
N__concentration_________________________________________________________ (f_nd_impurity_electrons(05))__ 0.00000000000000000e+00 
O__concentration_________________________________________________________ (f_nd_impurity_electrons(06))__ 0.00000000000000000e+00 
Ne_concentration_________________________________________________________ (f_nd_impurity_electrons(07))__ 0.00000000000000000e+00 
Si_concentration_________________________________________________________ (f_nd_impurity_electrons(08))__ 0.00000000000000000e+00 
Ar_concentration_________________________________________________________ (f_nd_impurity_electrons(09))__ 0.00000000000000000e+00 
Fe_concentration_________________________________________________________ (f_nd_impurity_electrons(10))__ 0.00000000000000000e+00 
Ni_concentration_________________________________________________________ (f_nd_impurity_electrons(11))__ 0.00000000000000000e+00 
Kr_concentration_________________________________________________________ (f_nd_impurity_electrons(12))__ 0.00000000000000000e+00 
Xe_concentration_________________________________________________________ (f_nd_impurity_electrons(13))__ 4.00708097298772554e-04 
Xe_concentration_at_point_0______________________________________________ (f_nd_impurity_electrons12_0)__ 3.63108595494204320e+16 OP 
Xe_concentration_at_point_1______________________________________________ (f_nd_impurity_electrons12_1)__ 3.63107932035988960e+16 OP 
Xe_concentration_at_point_2______________________________________________ (f_nd_impurity_electrons12_2)__ 3.63105941661343040e+16 OP 
Xe_concentration_at_point_3______________________________________________ (f_nd_impurity_electrons12_3)__ 3.63102624370266240e+16 OP 
Xe_concentration_at_point_4______________________________________________ (f_nd_impurity_electrons12_4)__ 3.63097980162758800e+16 OP 
Xe_concentration_at_point_5______________________________________________ (f_nd_impurity_electrons12_5)__ 3.63092009038820720e+16 OP 
Xe_concentration_at_point_6______________________________________________ (f_nd_impurity_electrons12_6)__ 3.63084710998452000e+16 OP 
Xe_concentration_at_point_7______________________________________________ (f_nd_impurity_electrons12_7)__ 3.63076086041652560e+16 OP 
Xe_concentration_at_point_8______________________________________________ (f_nd_impurity_electrons12_8)__ 3.63066134168422400e+16 OP 
Xe_concentration_at_point_9______________________________________________ (f_nd_impurity_electrons12_9)__ 3.63054855378761600e+16 OP 
Xe_concentration_at_point_10_____________________________________________ (f_nd_impurity_electrons12_10)_ 3.63042249672670080e+16 OP 
Xe_concentration_at_point_11_____________________________________________ (f_nd_impurity_electrons12_11)_ 3.63028317050147840e+16 OP 
Xe_concentration_at_point_12_____________________________________________ (f_nd_impurity_electrons12_12)_ 3.63013057511195040e+16 OP 
Xe_concentration_at_point_13_____________________________________________ (f_nd_impurity_electrons12_13)_ 3.62996471055811440e+16 OP 
Xe_concentration_at_point_14_____________________________________________ (f_nd_impurity_electrons12_14)_ 3.62978557683997200e+16 OP 
Xe_concentration_at_point_15_____________________________________________ (f_nd_impurity_electrons12_15)_ 3.62959317395752160e+16 OP 
Xe_concentration_at_point_16_____________________________________________ (f_nd_impurity_electrons12_16)_ 3.62938750191076560e+16 OP 
Xe_concentration_at_point_17_____________________________________________ (f_nd_impurity_electrons12_17)_ 3.62916856069970240e+16 OP 
Xe_concentration_at_point_18_____________________________________________ (f_nd_impurity_electrons12_18)_ 3.62893635032433200e+16 OP 
Xe_concentration_at_point_19_____________________________________________ (f_nd_impurity_electrons12_19)_ 3.62869087078465520e+16 OP 
Xe_concentration_at_point_20_____________________________________________ (f_nd_impurity_electrons12_20)_ 3.62843212208067200e+16 OP 
Xe_concentration_at_point_21_____________________________________________ (f_nd_impurity_electrons12_21)_ 3.62816010421238080e+16 OP 
Xe_concentration_at_point_22_____________________________________________ (f_nd_impurity_electrons12_22)_ 3.62787481717978320e+16 OP 
Xe_concentration_at_point_23_____________________________________________ (f_nd_impurity_electrons12_23)_ 3.62757626098287920e+16 OP 
Xe_concentration_at_point_24_____________________________________________ (f_nd_impurity_electrons12_24)_ 3.62726443562166800e+16 OP 
Xe_concentration_at_point_25_____________________________________________ (f_nd_impurity_electrons12_25)_ 3.62693934109614960e+16 OP 
Xe_concentration_at_point_26_____________________________________________ (f_nd_impurity_electrons12_26)_ 3.62660097740632480e+16 OP 
Xe_concentration_at_point_27_____________________________________________ (f_nd_impurity_electrons12_27)_ 3.62624934455219360e+16 OP 
Xe_concentration_at_point_28_____________________________________________ (f_nd_impurity_electrons12_28)_ 3.62588444253375520e+16 OP 
Xe_concentration_at_point_29_____________________________________________ (f_nd_impurity_electrons12_29)_ 3.62550627135100960e+16 OP 
Xe_concentration_at_point_30_____________________________________________ (f_nd_impurity_electrons12_30)_ 3.62511483100395760e+16 OP 
Xe_concentration_at_point_31_____________________________________________ (f_nd_impurity_electrons12_31)_ 3.62471012149259840e+16 OP 
Xe_concentration_at_point_32_____________________________________________ (f_nd_impurity_electrons12_32)_ 3.62429214281693200e+16 OP 
Xe_concentration_at_point_33_____________________________________________ (f_nd_impurity_electrons12_33)_ 3.62386089497695920e+16 OP 
Xe_concentration_at_point_34_____________________________________________ (f_nd_impurity_electrons12_34)_ 3.62341637797267920e+16 OP 
Xe_concentration_at_point_35_____________________________________________ (f_nd_impurity_electrons12_35)_ 3.62295859180409280e+16 OP 
Xe_concentration_at_point_36_____________________________________________ (f_nd_impurity_electrons12_36)_ 3.62248753647119920e+16 OP 
Xe_concentration_at_point_37_____________________________________________ (f_nd_impurity_electrons12_37)_ 3.62200321197399920e+16 OP 
Xe_concentration_at_point_38_____________________________________________ (f_nd_impurity_electrons12_38)_ 3.62150561831249200e+16 OP 
Xe_concentration_at_point_39_____________________________________________ (f_nd_impurity_electrons12_39)_ 3.62099475548667760e+16 OP 
Xe_concentration_at_point_40_____________________________________________ (f_nd_impurity_electrons12_40)_ 3.62047062349655680e+16 OP 
Xe_concentration_at_point_41_____________________________________________ (f_nd_impurity_electrons12_41)_ 3.61993322234212880e+16 OP 
Xe_concentration_at_point_42_____________________________________________ (f_nd_impurity_electrons12_42)_ 3.61938255202339440e+16 OP 
Xe_concentration_at_point_43_____________________________________________ (f_nd_impurity_electrons12_43)_ 3.61881861254035360e+16 OP 
Xe_concentration_at_point_44_____________________________________________ (f_nd_impurity_electrons12_44)_ 3.61824140389300480e+16 OP 
Xe_concentration_at_point_45_____________________________________________ (f_nd_impurity_electrons12_45)_ 3.61765092608134960e+16 OP 
Xe_concentration_at_point_46_____________________________________________ (f_nd_impurity_electrons12_46)_ 3.61704717910538720e+16 OP 
Xe_concentration_at_point_47_____________________________________________ (f_nd_impurity_electrons12_47)_ 3.61643016296511840e+16 OP 
Xe_concentration_at_point_48_____________________________________________ (f_nd_impurity_electrons12_48)_ 3.61579987766054240e+16 OP 
Xe_concentration_at_point_49_____________________________________________ (f_nd_impurity_electrons12_49)_ 3.61515632319166000e+16 OP 
Xe_concentration_at_point_50_____________________________________________ (f_nd_impurity_electrons12_50)_ 3.61449949955847120e+16 OP 
Xe_concentration_at_point_51_____________________________________________ (f_nd_impurity_electrons12_51)_ 3.61382940676097440e+16 OP 
Xe_concentration_at_point_52_____________________________________________ (f_nd_impurity_electrons12_52)_ 3.61314604479917120e+16 OP 
Xe_concentration_at_point_53_____________________________________________ (f_nd_impurity_electrons12_53)_ 3.61244941367306080e+16 OP 
Xe_concentration_at_point_54_____________________________________________ (f_nd_impurity_electrons12_54)_ 3.61173951338264400e+16 OP 
Xe_concentration_at_point_55_____________________________________________ (f_nd_impurity_electrons12_55)_ 3.61101634392792000e+16 OP 
Xe_concentration_at_point_56_____________________________________________ (f_nd_impurity_electrons12_56)_ 3.61027990530888960e+16 OP 
Xe_concentration_at_point_57_____________________________________________ (f_nd_impurity_electrons12_57)_ 3.60953019752555200e+16 OP 
Xe_concentration_at_point_58_____________________________________________ (f_nd_impurity_electrons12_58)_ 3.60876722057790800e+16 OP 
Xe_concentration_at_point_59_____________________________________________ (f_nd_impurity_electrons12_59)_ 3.60799097446595680e+16 OP 
Xe_concentration_at_point_60_____________________________________________ (f_nd_impurity_electrons12_60)_ 3.60720145918969840e+16 OP 
Xe_concentration_at_point_61_____________________________________________ (f_nd_impurity_electrons12_61)_ 3.60639867474913360e+16 OP 
Xe_concentration_at_point_62_____________________________________________ (f_nd_impurity_electrons12_62)_ 3.60558262114426160e+16 OP 
Xe_concentration_at_point_63_____________________________________________ (f_nd_impurity_electrons12_63)_ 3.60475329837508320e+16 OP 
Xe_concentration_at_point_64_____________________________________________ (f_nd_impurity_electrons12_64)_ 3.60391070644159760e+16 OP 
Xe_concentration_at_point_65_____________________________________________ (f_nd_impurity_electrons12_65)_ 3.60305484534380560e+16 OP 
Xe_concentration_at_point_66_____________________________________________ (f_nd_impurity_electrons12_66)_ 3.60218571508170600e+16 OP 
Xe_concentration_at_point_67_____________________________________________ (f_nd_impurity_electrons12_67)_ 3.60130331565530000e+16 OP 
Xe_concentration_at_point_68_____________________________________________ (f_nd_impurity_electrons12_68)_ 3.60040764706458720e+16 OP 
Xe_concentration_at_point_69_____________________________________________ (f_nd_impurity_electrons12_69)_ 3.59949870930956760e+16 OP 
Xe_concentration_at_point_70_____________________________________________ (f_nd_impurity_electrons12_70)_ 3.59857650239024040e+16 OP 
Xe_concentration_at_point_71_____________________________________________ (f_nd_impurity_electrons12_71)_ 3.59764102630660760e+16 OP 
Xe_concentration_at_point_72_____________________________________________ (f_nd_impurity_electrons12_72)_ 3.59669228105866640e+16 OP 
Xe_concentration_at_point_73_____________________________________________ (f_nd_impurity_electrons12_73)_ 3.59573026664641960e+16 OP 
Xe_concentration_at_point_74_____________________________________________ (f_nd_impurity_electrons12_74)_ 3.59475498306986560e+16 OP 
Xe_concentration_at_point_75_____________________________________________ (f_nd_impurity_electrons12_75)_ 3.59376643032900480e+16 OP 
Xe_concentration_at_point_76_____________________________________________ (f_nd_impurity_electrons12_76)_ 3.59276460842383680e+16 OP 
Xe_concentration_at_point_77_____________________________________________ (f_nd_impurity_electrons12_77)_ 3.59174951735436200e+16 OP 
Xe_concentration_at_point_78_____________________________________________ (f_nd_impurity_electrons12_78)_ 3.59072115712058040e+16 OP 
Xe_concentration_at_point_79_____________________________________________ (f_nd_impurity_electrons12_79)_ 3.58967952772249200e+16 OP 
Xe_concentration_at_point_80_____________________________________________ (f_nd_impurity_electrons12_80)_ 3.58862462916009680e+16 OP 
Xe_concentration_at_point_81_____________________________________________ (f_nd_impurity_electrons12_81)_ 3.58755646143339480e+16 OP 
Xe_concentration_at_point_82_____________________________________________ (f_nd_impurity_electrons12_82)_ 3.58647502454238560e+16 OP 
Xe_concentration_at_point_83_____________________________________________ (f_nd_impurity_electrons12_83)_ 3.58538031848707040e+16 OP 
Xe_concentration_at_point_84_____________________________________________ (f_nd_impurity_electrons12_84)_ 3.58427234326744760e+16 OP 
Xe_concentration_at_point_85_____________________________________________ (f_nd_impurity_electrons12_85)_ 3.58315109888351840e+16 OP 
Xe_concentration_at_point_86_____________________________________________ (f_nd_impurity_electrons12_86)_ 3.58201658533528200e+16 OP 
Xe_concentration_at_point_87_____________________________________________ (f_nd_impurity_electrons12_87)_ 3.58086880262273840e+16 OP 
Xe_concentration_at_point_88_____________________________________________ (f_nd_impurity_electrons12_88)_ 3.57970775074588800e+16 OP 
Xe_concentration_at_point_89_____________________________________________ (f_nd_impurity_electrons12_89)_ 3.57853342970473120e+16 OP 
Xe_concentration_at_point_90_____________________________________________ (f_nd_impurity_electrons12_90)_ 3.57734583949926760e+16 OP 
Xe_concentration_at_point_91_____________________________________________ (f_nd_impurity_electrons12_91)_ 3.57614498012949680e+16 OP 
Xe_concentration_at_point_92_____________________________________________ (f_nd_impurity_electrons12_92)_ 3.57493085159541920e+16 OP 
Xe_concentration_at_point_93_____________________________________________ (f_nd_impurity_electrons12_93)_ 3.57370345389703520e+16 OP 
Xe_concentration_at_point_94_____________________________________________ (f_nd_impurity_electrons12_94)_ 3.57246278703434360e+16 OP 
Xe_concentration_at_point_95_____________________________________________ (f_nd_impurity_electrons12_95)_ 3.57120885100734560e+16 OP 
Xe_concentration_at_point_96_____________________________________________ (f_nd_impurity_electrons12_96)_ 3.56994164581604120e+16 OP 
Xe_concentration_at_point_97_____________________________________________ (f_nd_impurity_electrons12_97)_ 3.56866117146042920e+16 OP 
Xe_concentration_at_point_98_____________________________________________ (f_nd_impurity_electrons12_98)_ 3.56736742794051000e+16 OP 
Xe_concentration_at_point_99_____________________________________________ (f_nd_impurity_electrons12_99)_ 3.56606041525628480e+16 OP 
Xe_concentration_at_point_100____________________________________________ (f_nd_impurity_electrons12_100)_ 3.56474013340775240e+16 OP 
Xe_concentration_at_point_101____________________________________________ (f_nd_impurity_electrons12_101)_ 3.56340658239491320e+16 OP 
Xe_concentration_at_point_102____________________________________________ (f_nd_impurity_electrons12_102)_ 3.56205976221776680e+16 OP 
Xe_concentration_at_point_103____________________________________________ (f_nd_impurity_electrons12_103)_ 3.56069967287631360e+16 OP 
Xe_concentration_at_point_104____________________________________________ (f_nd_impurity_electrons12_104)_ 3.55932631437055400e+16 OP 
Xe_concentration_at_point_105____________________________________________ (f_nd_impurity_electrons12_105)_ 3.55793968670048720e+16 OP 
Xe_concentration_at_point_106____________________________________________ (f_nd_impurity_electrons12_106)_ 3.55653978986611360e+16 OP 
Xe_concentration_at_point_107____________________________________________ (f_nd_impurity_electrons12_107)_ 3.55512662386743320e+16 OP 
Xe_concentration_at_point_108____________________________________________ (f_nd_impurity_electrons12_108)_ 3.55370018870444640e+16 OP 
Xe_concentration_at_point_109____________________________________________ (f_nd_impurity_electrons12_109)_ 3.55226048437715160e+16 OP 
Xe_concentration_at_point_110____________________________________________ (f_nd_impurity_electrons12_110)_ 3.55080751088555160e+16 OP 
Xe_concentration_at_point_111____________________________________________ (f_nd_impurity_electrons12_111)_ 3.54934126822964280e+16 OP 
Xe_concentration_at_point_112____________________________________________ (f_nd_impurity_electrons12_112)_ 3.54786175640942880e+16 OP 
Xe_concentration_at_point_113____________________________________________ (f_nd_impurity_electrons12_113)_ 3.54636897542490680e+16 OP 
Xe_concentration_at_point_114____________________________________________ (f_nd_impurity_electrons12_114)_ 3.54486292527607880e+16 OP 
Xe_concentration_at_point_115____________________________________________ (f_nd_impurity_electrons12_115)_ 3.54334360596294360e+16 OP 
Xe_concentration_at_point_116____________________________________________ (f_nd_impurity_electrons12_116)_ 3.54181101748550120e+16 OP 
Xe_concentration_at_point_117____________________________________________ (f_nd_impurity_electrons12_117)_ 3.54026515984375200e+16 OP 
Xe_concentration_at_point_118____________________________________________ (f_nd_impurity_electrons12_118)_ 3.53870603303769680e+16 OP 
Xe_concentration_at_point_119____________________________________________ (f_nd_impurity_electrons12_119)_ 3.53713363706733360e+16 OP 
Xe_concentration_at_point_120____________________________________________ (f_nd_impurity_electrons12_120)_ 3.53554797193266400e+16 OP 
Xe_concentration_at_point_121____________________________________________ (f_nd_impurity_electrons12_121)_ 3.53394903763368760e+16 OP 
Xe_concentration_at_point_122____________________________________________ (f_nd_impurity_electrons12_122)_ 3.53233683417040400e+16 OP 
Xe_concentration_at_point_123____________________________________________ (f_nd_impurity_electrons12_123)_ 3.53071136154281440e+16 OP 
Xe_concentration_at_point_124____________________________________________ (f_nd_impurity_electrons12_124)_ 3.52907261975091760e+16 OP 
Xe_concentration_at_point_125____________________________________________ (f_nd_impurity_electrons12_125)_ 3.52742060879471320e+16 OP 
Xe_concentration_at_point_126____________________________________________ (f_nd_impurity_electrons12_126)_ 3.52575532867420240e+16 OP 
Xe_concentration_at_point_127____________________________________________ (f_nd_impurity_electrons12_127)_ 3.52407677938938520e+16 OP 
Xe_concentration_at_point_128____________________________________________ (f_nd_impurity_electrons12_128)_ 3.52238496094026040e+16 OP 
