# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g6a094a90d" 
Date_of_run______________________________________________________________ (date)_________________________ "17/07/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "15:49" 
User_____________________________________________________________________ (username)_____________________     "runner" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________      "SQuID" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________           "" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           "" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/stellarator_helias.IN.DAT" 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________            6 
# Numerics #
Error_flag_______________________________________________________________ (ifail)________________________            2 
# PROCESS COULD NOT FIND A FEASIBLE SOLUTION #
Number_of_iteration_variables____________________________________________ (nvar)_________________________            8 
Number_of_constraints_(total)____________________________________________ (neqns+nineqns)________________           14 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________            6 
Objective_function_name__________________________________________________ (objf_name)____________________ "Cost of electricity" 
Total_plasma_electron_pressure_at_point_130______________________________ (pres_plasma_electron_profile130)_ 4.21363730469200935e+05 
Total_plasma_electron_pressure_at_point_131______________________________ (pres_plasma_electron_profile131)_ 4.20632669978806691e+05 
Total_plasma_electron_pressure_at_point_132______________________________ (pres_plasma_electron_profile132)_ 4.19896463260041724e+05 
Total_plasma_electron_pressure_at_point_133______________________________ (pres_plasma_electron_profile133)_ 4.19155120985735091e+05 
Total_plasma_electron_pressure_at_point_134______________________________ (pres_plasma_electron_profile134)_ 4.18408653919225384e+05 
Total_plasma_electron_pressure_at_point_135______________________________ (pres_plasma_electron_profile135)_ 4.17657072914595134e+05 
Total_plasma_electron_pressure_at_point_136______________________________ (pres_plasma_electron_profile136)_ 4.16900388916908239e+05 
Total_plasma_electron_pressure_at_point_137______________________________ (pres_plasma_electron_profile137)_ 4.16138612962450017e+05 
Total_plasma_electron_pressure_at_point_138______________________________ (pres_plasma_electron_profile138)_ 4.15371756178969925e+05 
Total_plasma_electron_pressure_at_point_139______________________________ (pres_plasma_electron_profile139)_ 4.14599829785926966e+05 
Total_plasma_electron_pressure_at_point_140______________________________ (pres_plasma_electron_profile140)_ 4.13822845094738295e+05 
Total_plasma_electron_pressure_at_point_141______________________________ (pres_plasma_electron_profile141)_ 4.13040813509030035e+05 
Total_plasma_electron_pressure_at_point_142______________________________ (pres_plasma_electron_profile142)_ 4.12253746524891467e+05 
Total_plasma_electron_pressure_at_point_143______________________________ (pres_plasma_electron_profile143)_ 4.11461655731131847e+05 
Total_plasma_electron_pressure_at_point_144______________________________ (pres_plasma_electron_profile144)_ 4.10664552809540590e+05 
Total_plasma_electron_pressure_at_point_145______________________________ (pres_plasma_electron_profile145)_ 4.09862449535149091e+05 
Total_plasma_electron_pressure_at_point_146______________________________ (pres_plasma_electron_profile146)_ 4.09055357776496909e+05 
Total_plasma_electron_pressure_at_point_147______________________________ (pres_plasma_electron_profile147)_ 4.08243289495900914e+05 
Total_plasma_electron_pressure_at_point_148______________________________ (pres_plasma_electron_profile148)_ 4.07426256749725901e+05 
Total_plasma_electron_pressure_at_point_149______________________________ (pres_plasma_electron_profile149)_ 4.06604271688660490e+05 
Total_plasma_electron_pressure_at_point_150______________________________ (pres_plasma_electron_profile150)_ 4.05777346557993849e+05 
Total_plasma_electron_pressure_at_point_151______________________________ (pres_plasma_electron_profile151)_ 4.04945493697897648e+05 
Total_plasma_electron_pressure_at_point_152______________________________ (pres_plasma_electron_profile152)_ 4.04108725543709239e+05 
Total_plasma_electron_pressure_at_point_153______________________________ (pres_plasma_electron_profile153)_ 4.03267054626219848e+05 
Total_plasma_electron_pressure_at_point_154______________________________ (pres_plasma_electron_profile154)_ 4.02420493571964558e+05 
Total_plasma_electron_pressure_at_point_155______________________________ (pres_plasma_electron_profile155)_ 4.01569055103515624e+05 
Total_plasma_electron_pressure_at_point_156______________________________ (pres_plasma_electron_profile156)_ 4.00712752039780375e+05 
Total_plasma_electron_pressure_at_point_157______________________________ (pres_plasma_electron_profile157)_ 3.99851597296301159e+05 
Total_plasma_electron_pressure_at_point_158______________________________ (pres_plasma_electron_profile158)_ 3.98985603885559132e+05 
Total_plasma_electron_pressure_at_point_159______________________________ (pres_plasma_electron_profile159)_ 3.98114784917280951e+05 
Total_plasma_electron_pressure_at_point_160______________________________ (pres_plasma_electron_profile160)_ 3.97239153598749894e+05 
Total_plasma_electron_pressure_at_point_161______________________________ (pres_plasma_electron_profile161)_ 3.96358723235119425e+05 
Total_plasma_electron_pressure_at_point_162______________________________ (pres_plasma_electron_profile162)_ 3.95473507229731011e+05 
Total_plasma_electron_pressure_at_point_163______________________________ (pres_plasma_electron_profile163)_ 3.94583519084434549e+05 
Total_plasma_electron_pressure_at_point_164______________________________ (pres_plasma_electron_profile164)_ 3.93688772399913694e+05 
Total_plasma_electron_pressure_at_point_165______________________________ (pres_plasma_electron_profile165)_ 3.92789280876013625e+05 
Total_plasma_electron_pressure_at_point_166______________________________ (pres_plasma_electron_profile166)_ 3.91885058312073001e+05 
Total_plasma_electron_pressure_at_point_167______________________________ (pres_plasma_electron_profile167)_ 3.90976118607259588e+05 
Total_plasma_electron_pressure_at_point_168______________________________ (pres_plasma_electron_profile168)_ 3.90062475760909729e+05 
Total_plasma_electron_pressure_at_point_169______________________________ (pres_plasma_electron_profile169)_ 3.89144143872871005e+05 
Total_plasma_electron_pressure_at_point_170______________________________ (pres_plasma_electron_profile170)_ 3.88221137143849453e+05 
Total_plasma_electron_pressure_at_point_171______________________________ (pres_plasma_electron_profile171)_ 3.87293469875760726e+05 
Total_plasma_electron_pressure_at_point_172______________________________ (pres_plasma_electron_profile172)_ 3.86361156472083938e+05 
Total_plasma_electron_pressure_at_point_173______________________________ (pres_plasma_electron_profile173)_ 3.85424211438221100e+05 
Total_plasma_electron_pressure_at_point_174______________________________ (pres_plasma_electron_profile174)_ 3.84482649381859344e+05 
Total_plasma_electron_pressure_at_point_175______________________________ (pres_plasma_electron_profile175)_ 3.83536485013338097e+05 
Total_plasma_electron_pressure_at_point_176______________________________ (pres_plasma_electron_profile176)_ 3.82585733146019280e+05 
Total_plasma_electron_pressure_at_point_177______________________________ (pres_plasma_electron_profile177)_ 3.81630408696663158e+05 
Total_plasma_electron_pressure_at_point_178______________________________ (pres_plasma_electron_profile178)_ 3.80670526685806341e+05 
Total_plasma_electron_pressure_at_point_179______________________________ (pres_plasma_electron_profile179)_ 3.79706102238146355e+05 
Total_plasma_electron_pressure_at_point_180______________________________ (pres_plasma_electron_profile180)_ 3.78737150582928502e+05 
Total_plasma_electron_pressure_at_point_181______________________________ (pres_plasma_electron_profile181)_ 3.77763687054338749e+05 
Total_plasma_electron_pressure_at_point_182______________________________ (pres_plasma_electron_profile182)_ 3.76785727091899316e+05 
Total_plasma_electron_pressure_at_point_183______________________________ (pres_plasma_electron_profile183)_ 3.75803286240870191e+05 
Total_plasma_electron_pressure_at_point_184______________________________ (pres_plasma_electron_profile184)_ 3.74816380152654252e+05 
Total_plasma_electron_pressure_at_point_185______________________________ (pres_plasma_electron_profile185)_ 3.73825024585207459e+05 
Total_plasma_electron_pressure_at_point_186______________________________ (pres_plasma_electron_profile186)_ 3.72829235403453466e+05 
Total_plasma_electron_pressure_at_point_187______________________________ (pres_plasma_electron_profile187)_ 3.71829028579702950e+05 
Total_plasma_electron_pressure_at_point_188______________________________ (pres_plasma_electron_profile188)_ 3.70824420194076898e+05 
Total_plasma_electron_pressure_at_point_189______________________________ (pres_plasma_electron_profile189)_ 3.69815426434936584e+05 
Total_plasma_electron_pressure_at_point_190______________________________ (pres_plasma_electron_profile190)_ 3.68802063599316811e+05 
Total_plasma_electron_pressure_at_point_191______________________________ (pres_plasma_electron_profile191)_ 3.67784348093363806e+05 
Total_plasma_electron_pressure_at_point_192______________________________ (pres_plasma_electron_profile192)_ 3.66762296432779520e+05 
Total_plasma_electron_pressure_at_point_193______________________________ (pres_plasma_electron_profile193)_ 3.65735925243270467e+05 
Total_plasma_electron_pressure_at_point_194______________________________ (pres_plasma_electron_profile194)_ 3.64705251261000580e+05 
Total_plasma_electron_pressure_at_point_195______________________________ (pres_plasma_electron_profile195)_ 3.63670291333050351e+05 
Total_plasma_electron_pressure_at_point_196______________________________ (pres_plasma_electron_profile196)_ 3.62631062417881622e+05 
Total_plasma_electron_pressure_at_point_197______________________________ (pres_plasma_electron_profile197)_ 3.61587581585805805e+05 
Total_plasma_electron_pressure_at_point_198______________________________ (pres_plasma_electron_profile198)_ 3.60539866019460023e+05 
Total_plasma_electron_pressure_at_point_199______________________________ (pres_plasma_electron_profile199)_ 3.59487933014285809e+05 
Total_plasma_electron_pressure_at_point_200______________________________ (pres_plasma_electron_profile200)_ 3.58431799979016127e+05 
Total_plasma_electron_pressure_at_point_201______________________________ (pres_plasma_electron_profile201)_ 3.57371484436166007e+05 
Total_plasma_electron_pressure_at_point_202______________________________ (pres_plasma_electron_profile202)_ 3.56307004022529873e+05 
Total_plasma_electron_pressure_at_point_203______________________________ (pres_plasma_electron_profile203)_ 3.55238376489683753e+05 
Total_plasma_electron_pressure_at_point_204______________________________ (pres_plasma_electron_profile204)_ 3.54165619704494253e+05 
Total_plasma_electron_pressure_at_point_205______________________________ (pres_plasma_electron_profile205)_ 3.53088751649633050e+05 
Total_plasma_electron_pressure_at_point_206______________________________ (pres_plasma_electron_profile206)_ 3.52007790424096573e+05 
Total_plasma_electron_pressure_at_point_207______________________________ (pres_plasma_electron_profile207)_ 3.50922754243733303e+05 
Total_plasma_electron_pressure_at_point_208______________________________ (pres_plasma_electron_profile208)_ 3.49833661441775679e+05 
Total_plasma_electron_pressure_at_point_209______________________________ (pres_plasma_electron_profile209)_ 3.48740530469379039e+05 
Total_plasma_electron_pressure_at_point_210______________________________ (pres_plasma_electron_profile210)_ 3.47643379896166676e+05 
Total_plasma_electron_pressure_at_point_211______________________________ (pres_plasma_electron_profile211)_ 3.46542228410781827e+05 
Total_plasma_electron_pressure_at_point_212______________________________ (pres_plasma_electron_profile212)_ 3.45437094821444305e+05 
Total_plasma_electron_pressure_at_point_213______________________________ (pres_plasma_electron_profile213)_ 3.44327998056516284e+05 
Total_plasma_electron_pressure_at_point_214______________________________ (pres_plasma_electron_profile214)_ 3.43214957165072788e+05 
Total_plasma_electron_pressure_at_point_215______________________________ (pres_plasma_electron_profile215)_ 3.42097991317479638e+05 
Total_plasma_electron_pressure_at_point_216______________________________ (pres_plasma_electron_profile216)_ 3.40977119805978145e+05 
Total_plasma_electron_pressure_at_point_217______________________________ (pres_plasma_electron_profile217)_ 3.39852362045277376e+05 
Total_plasma_electron_pressure_at_point_218______________________________ (pres_plasma_electron_profile218)_ 3.38723737573151477e+05 
Total_plasma_electron_pressure_at_point_219______________________________ (pres_plasma_electron_profile219)_ 3.37591266051047191e+05 
Total_plasma_electron_pressure_at_point_220______________________________ (pres_plasma_electron_profile220)_ 3.36454967264695617e+05 
Total_plasma_electron_pressure_at_point_221______________________________ (pres_plasma_electron_profile221)_ 3.35314861124733463e+05 
Total_plasma_electron_pressure_at_point_222______________________________ (pres_plasma_electron_profile222)_ 3.34170967667330347e+05 
Total_plasma_electron_pressure_at_point_223______________________________ (pres_plasma_electron_profile223)_ 3.33023307054824603e+05 
Total_plasma_electron_pressure_at_point_224______________________________ (pres_plasma_electron_profile224)_ 3.31871899576366355e+05 
Total_plasma_electron_pressure_at_point_225______________________________ (pres_plasma_electron_profile225)_ 3.30716765648568165e+05 
Total_plasma_electron_pressure_at_point_226______________________________ (pres_plasma_electron_profile226)_ 3.29557925816163886e+05 
Total_plasma_electron_pressure_at_point_227______________________________ (pres_plasma_electron_profile227)_ 3.28395400752675894e+05 
Total_plasma_electron_pressure_at_point_228______________________________ (pres_plasma_electron_profile228)_ 3.27229211261088960e+05 
Total_plasma_electron_pressure_at_point_229______________________________ (pres_plasma_electron_profile229)_ 3.26059378274534829e+05 
Total_plasma_electron_pressure_at_point_230______________________________ (pres_plasma_electron_profile230)_ 3.24885922856982856e+05 
Total_plasma_electron_pressure_at_point_231______________________________ (pres_plasma_electron_profile231)_ 3.23708866203939659e+05 
Total_plasma_electron_pressure_at_point_232______________________________ (pres_plasma_electron_profile232)_ 3.22528229643159197e+05 
Total_plasma_electron_pressure_at_point_233______________________________ (pres_plasma_electron_profile233)_ 3.21344034635358956e+05 
Total_plasma_electron_pressure_at_point_234______________________________ (pres_plasma_electron_profile234)_ 3.20156302774946729e+05 
Total_plasma_electron_pressure_at_point_235______________________________ (pres_plasma_electron_profile235)_ 3.18965055790756014e+05 
Total_plasma_electron_pressure_at_point_236______________________________ (pres_plasma_electron_profile236)_ 3.17770315546790604e+05 
Total_plasma_electron_pressure_at_point_237______________________________ (pres_plasma_electron_profile237)_ 3.16572104042978259e+05 
Total_plasma_electron_pressure_at_point_238______________________________ (pres_plasma_electron_profile238)_ 3.15370443415934162e+05 
Total_plasma_electron_pressure_at_point_239______________________________ (pres_plasma_electron_profile239)_ 3.14165355939733563e+05 
Total_plasma_electron_pressure_at_point_240______________________________ (pres_plasma_electron_profile240)_ 3.12956864026694908e+05 
Total_plasma_electron_pressure_at_point_241______________________________ (pres_plasma_electron_profile241)_ 3.11744990228172042e+05 
Total_plasma_electron_pressure_at_point_242______________________________ (pres_plasma_electron_profile242)_ 3.10529757235356665e+05 
Total_plasma_electron_pressure_at_point_243______________________________ (pres_plasma_electron_profile243)_ 3.09311187880091893e+05 
Total_plasma_electron_pressure_at_point_244______________________________ (pres_plasma_electron_profile244)_ 3.08089305135694623e+05 
Total_plasma_electron_pressure_at_point_245______________________________ (pres_plasma_electron_profile245)_ 3.06864132117790170e+05 
Total_plasma_electron_pressure_at_point_246______________________________ (pres_plasma_electron_profile246)_ 3.05635692085155868e+05 
Total_plasma_electron_pressure_at_point_247______________________________ (pres_plasma_electron_profile247)_ 3.04404008440577658e+05 
Total_plasma_electron_pressure_at_point_248______________________________ (pres_plasma_electron_profile248)_ 3.03169104731715168e+05 
Total_plasma_electron_pressure_at_point_249______________________________ (pres_plasma_electron_profile249)_ 3.01931004651980707e+05 
Total_plasma_electron_pressure_at_point_250______________________________ (pres_plasma_electron_profile250)_ 3.00689732041427516e+05 
Total_plasma_electron_pressure_at_point_251______________________________ (pres_plasma_electron_profile251)_ 2.99445310887651285e+05 
Total_plasma_electron_pressure_at_point_252______________________________ (pres_plasma_electron_profile252)_ 2.98197765326702269e+05 
Total_plasma_electron_pressure_at_point_253______________________________ (pres_plasma_electron_profile253)_ 2.96947119644010148e+05 
Total_plasma_electron_pressure_at_point_254______________________________ (pres_plasma_electron_profile254)_ 2.95693398275320709e+05 
Total_plasma_electron_pressure_at_point_255______________________________ (pres_plasma_electron_profile255)_ 2.94436625807645498e+05 
Total_plasma_electron_pressure_at_point_256______________________________ (pres_plasma_electron_profile256)_ 2.93176826980223239e+05 
Total_plasma_electron_pressure_at_point_257______________________________ (pres_plasma_electron_profile257)_ 2.91914026685494871e+05 
Total_plasma_electron_pressure_at_point_258______________________________ (pres_plasma_electron_profile258)_ 2.90648249970090983e+05 
Total_plasma_electron_pressure_at_point_259______________________________ (pres_plasma_electron_profile259)_ 2.89379522035833739e+05 
Total_plasma_electron_pressure_at_point_260______________________________ (pres_plasma_electron_profile260)_ 2.88107868240750453e+05 
Total_plasma_electron_pressure_at_point_261______________________________ (pres_plasma_electron_profile261)_ 2.86833314100102638e+05 
Total_plasma_electron_pressure_at_point_262______________________________ (pres_plasma_electron_profile262)_ 2.85555885287427867e+05 
Total_plasma_electron_pressure_at_point_263______________________________ (pres_plasma_electron_profile263)_ 2.84275607635596942e+05 
Total_plasma_electron_pressure_at_point_264______________________________ (pres_plasma_electron_profile264)_ 2.82992507137884269e+05 
Total_plasma_electron_pressure_at_point_265______________________________ (pres_plasma_electron_profile265)_ 2.81706609949053847e+05 
Total_plasma_electron_pressure_at_point_266______________________________ (pres_plasma_electron_profile266)_ 2.80417942386460316e+05 
Total_plasma_electron_pressure_at_point_267______________________________ (pres_plasma_electron_profile267)_ 2.79126530931164511e+05 
Total_plasma_electron_pressure_at_point_268______________________________ (pres_plasma_electron_profile268)_ 2.77832402229065250e+05 
Total_plasma_electron_pressure_at_point_269______________________________ (pres_plasma_electron_profile269)_ 2.76535583092046669e+05 
Total_plasma_electron_pressure_at_point_270______________________________ (pres_plasma_electron_profile270)_ 2.75236100499141496e+05 
Total_plasma_electron_pressure_at_point_271______________________________ (pres_plasma_electron_profile271)_ 2.73933981597711565e+05 
Total_plasma_electron_pressure_at_point_272______________________________ (pres_plasma_electron_profile272)_ 2.72629253704642877e+05 
Total_plasma_electron_pressure_at_point_273______________________________ (pres_plasma_electron_profile273)_ 2.71321944307560450e+05 
Total_plasma_electron_pressure_at_point_274______________________________ (pres_plasma_electron_profile274)_ 2.70012081066058541e+05 
Total_plasma_electron_pressure_at_point_275______________________________ (pres_plasma_electron_profile275)_ 2.68699691812949197e+05 
Total_plasma_electron_pressure_at_point_276______________________________ (pres_plasma_electron_profile276)_ 2.67384804555527924e+05 
Total_plasma_electron_pressure_at_point_277______________________________ (pres_plasma_electron_profile277)_ 2.66067447476859670e+05 
Total_plasma_electron_pressure_at_point_278______________________________ (pres_plasma_electron_profile278)_ 2.64747648937080638e+05 
Total_plasma_electron_pressure_at_point_279______________________________ (pres_plasma_electron_profile279)_ 2.63425437474721111e+05 
Total_plasma_electron_pressure_at_point_280______________________________ (pres_plasma_electron_profile280)_ 2.62100841808046971e+05 
Total_plasma_electron_pressure_at_point_281______________________________ (pres_plasma_electron_profile281)_ 2.60773890836421167e+05 
Total_plasma_electron_pressure_at_point_282______________________________ (pres_plasma_electron_profile282)_ 2.59444613641684089e+05 
Total_plasma_electron_pressure_at_point_283______________________________ (pres_plasma_electron_profile283)_ 2.58113039489556220e+05 
Total_plasma_electron_pressure_at_point_284______________________________ (pres_plasma_electron_profile284)_ 2.56779197831060243e+05 
Total_plasma_electron_pressure_at_point_285______________________________ (pres_plasma_electron_profile285)_ 2.55443118303965195e+05 
Total_plasma_electron_pressure_at_point_286______________________________ (pres_plasma_electron_profile286)_ 2.54104830734251300e+05 
Total_plasma_electron_pressure_at_point_287______________________________ (pres_plasma_electron_profile287)_ 2.52764365137598448e+05 
Total_plasma_electron_pressure_at_point_288______________________________ (pres_plasma_electron_profile288)_ 2.51421751720895467e+05 
Total_plasma_electron_pressure_at_point_289______________________________ (pres_plasma_electron_profile289)_ 2.50077020883773977e+05 
Total_plasma_electron_pressure_at_point_290______________________________ (pres_plasma_electron_profile290)_ 2.48730203220163967e+05 
Total_plasma_electron_pressure_at_point_291______________________________ (pres_plasma_electron_profile291)_ 2.47381329519874911e+05 
Total_plasma_electron_pressure_at_point_292______________________________ (pres_plasma_electron_profile292)_ 2.46030430770200328e+05 
Total_plasma_electron_pressure_at_point_293______________________________ (pres_plasma_electron_profile293)_ 2.44677538157547358e+05 
Total_plasma_electron_pressure_at_point_294______________________________ (pres_plasma_electron_profile294)_ 2.43322683069091465e+05 
Total_plasma_electron_pressure_at_point_295______________________________ (pres_plasma_electron_profile295)_ 2.41965897094457847e+05 
Total_plasma_electron_pressure_at_point_296______________________________ (pres_plasma_electron_profile296)_ 2.40607212027428439e+05 
Total_plasma_electron_pressure_at_point_297______________________________ (pres_plasma_electron_profile297)_ 2.39246659867675975e+05 
Total_plasma_electron_pressure_at_point_298______________________________ (pres_plasma_electron_profile298)_ 2.37884272822526196e+05 
Total_plasma_electron_pressure_at_point_299______________________________ (pres_plasma_electron_profile299)_ 2.36520083308747242e+05 
Total_plasma_electron_pressure_at_point_300______________________________ (pres_plasma_electron_profile300)_ 2.35154123954368697e+05 
Total_plasma_electron_pressure_at_point_301______________________________ (pres_plasma_electron_profile301)_ 2.33786427600528812e+05 
Total_plasma_electron_pressure_at_point_302______________________________ (pres_plasma_electron_profile302)_ 2.32417027303352545e+05 
Total_plasma_electron_pressure_at_point_303______________________________ (pres_plasma_electron_profile303)_ 2.31045956335860101e+05 
Total_plasma_electron_pressure_at_point_304______________________________ (pres_plasma_electron_profile304)_ 2.29673248189905629e+05 
Total_plasma_electron_pressure_at_point_305______________________________ (pres_plasma_electron_profile305)_ 2.28298936578149383e+05 
Total_plasma_electron_pressure_at_point_306______________________________ (pres_plasma_electron_profile306)_ 2.26923055436060909e+05 
Total_plasma_electron_pressure_at_point_307______________________________ (pres_plasma_electron_profile307)_ 2.25545638923956576e+05 
Total_plasma_electron_pressure_at_point_308______________________________ (pres_plasma_electron_profile308)_ 2.24166721429070545e+05 
Total_plasma_electron_pressure_at_point_309______________________________ (pres_plasma_electron_profile309)_ 2.22786337567660492e+05 
Total_plasma_electron_pressure_at_point_310______________________________ (pres_plasma_electron_profile310)_ 2.21404522187149065e+05 
Total_plasma_electron_pressure_at_point_311______________________________ (pres_plasma_electron_profile311)_ 2.20021310368301667e+05 
Total_plasma_electron_pressure_at_point_312______________________________ (pres_plasma_electron_profile312)_ 2.18636737427441054e+05 
Total_plasma_electron_pressure_at_point_313______________________________ (pres_plasma_electron_profile313)_ 2.17250838918699650e+05 
Total_plasma_electron_pressure_at_point_314______________________________ (pres_plasma_electron_profile314)_ 2.15863650636311708e+05 
Total_plasma_electron_pressure_at_point_315______________________________ (pres_plasma_electron_profile315)_ 2.14475208616943855e+05 
Total_plasma_electron_pressure_at_point_316______________________________ (pres_plasma_electron_profile316)_ 2.13085549142067088e+05 
Total_plasma_electron_pressure_at_point_317______________________________ (pres_plasma_electron_profile317)_ 2.11694708740369999e+05 
Total_plasma_electron_pressure_at_point_318______________________________ (pres_plasma_electron_profile318)_ 2.10302724190214212e+05 
Total_plasma_electron_pressure_at_point_319______________________________ (pres_plasma_electron_profile319)_ 2.08909632522133965e+05 
Total_plasma_electron_pressure_at_point_320______________________________ (pres_plasma_electron_profile320)_ 2.07515471021379315e+05 
Total_plasma_electron_pressure_at_point_321______________________________ (pres_plasma_electron_profile321)_ 2.06120277230505832e+05 
Total_plasma_electron_pressure_at_point_322______________________________ (pres_plasma_electron_profile322)_ 2.04724088952009770e+05 
Total_plasma_electron_pressure_at_point_323______________________________ (pres_plasma_electron_profile323)_ 2.03326944251011970e+05 
Total_plasma_electron_pressure_at_point_324______________________________ (pres_plasma_electron_profile324)_ 2.01928881457990123e+05 
Total_plasma_electron_pressure_at_point_325______________________________ (pres_plasma_electron_profile325)_ 2.00529939171561244e+05 
Total_plasma_electron_pressure_at_point_326______________________________ (pres_plasma_electron_profile326)_ 1.99130156261314900e+05 
Total_plasma_electron_pressure_at_point_327______________________________ (pres_plasma_electron_profile327)_ 1.97729571870699758e+05 
Total_plasma_electron_pressure_at_point_328______________________________ (pres_plasma_electron_profile328)_ 1.96328225419963273e+05 
Total_plasma_electron_pressure_at_point_329______________________________ (pres_plasma_electron_profile329)_ 1.94926156609146943e+05 
Total_plasma_electron_pressure_at_point_330______________________________ (pres_plasma_electron_profile330)_ 1.93523405421137548e+05 
Total_plasma_electron_pressure_at_point_331______________________________ (pres_plasma_electron_profile331)_ 1.92120012124776491e+05 
Total_plasma_electron_pressure_at_point_332______________________________ (pres_plasma_electron_profile332)_ 1.90716017278029030e+05 
Total_plasma_electron_pressure_at_point_333______________________________ (pres_plasma_electron_profile333)_ 1.89311461731213290e+05 
Total_plasma_electron_pressure_at_point_334______________________________ (pres_plasma_electron_profile334)_ 1.87906386630292633e+05 
Total_plasma_electron_pressure_at_point_335______________________________ (pres_plasma_electron_profile335)_ 1.86500833420231414e+05 
Total_plasma_electron_pressure_at_point_336______________________________ (pres_plasma_electron_profile336)_ 1.85094843848416931e+05 
Total_plasma_electron_pressure_at_point_337______________________________ (pres_plasma_electron_profile337)_ 1.83688459968148003e+05 
Total_plasma_electron_pressure_at_point_338______________________________ (pres_plasma_electron_profile338)_ 1.82281724142193649e+05 
Total_plasma_electron_pressure_at_point_339______________________________ (pres_plasma_electron_profile339)_ 1.80874679046421486e+05 
Total_plasma_electron_pressure_at_point_340______________________________ (pres_plasma_electron_profile340)_ 1.79467367673499772e+05 
Total_plasma_electron_pressure_at_point_341______________________________ (pres_plasma_electron_profile341)_ 1.78059833336674725e+05 
Total_plasma_electron_pressure_at_point_342______________________________ (pres_plasma_electron_profile342)_ 1.76652119673622510e+05 
Total_plasma_electron_pressure_at_point_343______________________________ (pres_plasma_electron_profile343)_ 1.75244270650382445e+05 
Total_plasma_electron_pressure_at_point_344______________________________ (pres_plasma_electron_profile344)_ 1.73836330565369775e+05 
Total_plasma_electron_pressure_at_point_345______________________________ (pres_plasma_electron_profile345)_ 1.72428344053471723e+05 
Total_plasma_electron_pressure_at_point_346______________________________ (pres_plasma_electron_profile346)_ 1.71020356090229616e+05 
Total_plasma_electron_pressure_at_point_347______________________________ (pres_plasma_electron_profile347)_ 1.69612411996108247e+05 
Total_plasma_electron_pressure_at_point_348______________________________ (pres_plasma_electron_profile348)_ 1.68204557440855599e+05 
Total_plasma_electron_pressure_at_point_349______________________________ (pres_plasma_electron_profile349)_ 1.66796838447955786e+05 
Total_plasma_electron_pressure_at_point_350______________________________ (pres_plasma_electron_profile350)_ 1.65389301399176795e+05 
Total_plasma_electron_pressure_at_point_351______________________________ (pres_plasma_electron_profile351)_ 1.63981993039217137e+05 
Total_plasma_electron_pressure_at_point_352______________________________ (pres_plasma_electron_profile352)_ 1.62574960480452661e+05 
Total_plasma_electron_pressure_at_point_353______________________________ (pres_plasma_electron_profile353)_ 1.61168251207787864e+05 
Total_plasma_electron_pressure_at_point_354______________________________ (pres_plasma_electron_profile354)_ 1.59761913083613850e+05 
Total_plasma_electron_pressure_at_point_355______________________________ (pres_plasma_electron_profile355)_ 1.58355994352876383e+05 
Total_plasma_electron_pressure_at_point_356______________________________ (pres_plasma_electron_profile356)_ 1.56950543648257328e+05 
Total_plasma_electron_pressure_at_point_357______________________________ (pres_plasma_electron_profile357)_ 1.55545609995472390e+05 
Total_plasma_electron_pressure_at_point_358______________________________ (pres_plasma_electron_profile358)_ 1.54141242818689265e+05 
Total_plasma_electron_pressure_at_point_359______________________________ (pres_plasma_electron_profile359)_ 1.52737491946069815e+05 
Total_plasma_electron_pressure_at_point_360______________________________ (pres_plasma_electron_profile360)_ 1.51334407615439035e+05 
Total_plasma_electron_pressure_at_point_361______________________________ (pres_plasma_electron_profile361)_ 1.49932040480086260e+05 
Total_plasma_electron_pressure_at_point_362______________________________ (pres_plasma_electron_profile362)_ 1.48530441614701063e+05 
Total_plasma_electron_pressure_at_point_363______________________________ (pres_plasma_electron_profile363)_ 1.47129662521449558e+05 
Total_plasma_electron_pressure_at_point_364______________________________ (pres_plasma_electron_profile364)_ 1.45729755136194028e+05 
Total_plasma_electron_pressure_at_point_365______________________________ (pres_plasma_electron_profile365)_ 1.44330771834861982e+05 
Total_plasma_electron_pressure_at_point_366______________________________ (pres_plasma_electron_profile366)_ 1.42932765439967538e+05 
Total_plasma_electron_pressure_at_point_367______________________________ (pres_plasma_electron_profile367)_ 1.41535789227291796e+05 
Total_plasma_electron_pressure_at_point_368______________________________ (pres_plasma_electron_profile368)_ 1.40139896932726289e+05 
Total_plasma_electron_pressure_at_point_369______________________________ (pres_plasma_electron_profile369)_ 1.38745142759284732e+05 
Total_plasma_electron_pressure_at_point_370______________________________ (pres_plasma_electron_profile370)_ 1.37351581384289457e+05 
Total_plasma_electron_pressure_at_point_371______________________________ (pres_plasma_electron_profile371)_ 1.35959267966737330e+05 
