# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g70d8d824c" 
Date_of_run______________________________________________________________ (date)_________________________ "10/09/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "09:22" 
User_____________________________________________________________________ (username)_____________________     "runner" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________      "SQuID" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________           "" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           "" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/stellarator_helias.IN.DAT" 
Optimisation_switch______________________________________________________ (i_process_run_mode)___________            1 
Figure_of_merit_switch___________________________________________________ (i_figure_merit)_______________            6 
# Numerics #
# PROCESS found a feasible solution #
Error_flag_______________________________________________________________ (ifail)________________________            1 
Number_of_iteration_variables____________________________________________ (n_iteration_variables)________            8 
Number_of_constraints_(total)____________________________________________ (n_equality_constraints+n_inequality_constraints)_           14 
Optimisation_switch______________________________________________________ (i_process_run_mode)___________            1 
Figure_of_merit_switch___________________________________________________ (i_figure_merit)_______________            6 
Objective_function_name__________________________________________________ (objf_name)____________________ "Cost of electricity" 
Total_plasma_ion_pressure_at_point_29____________________________________ (pres_plasma_ion_total_profile29)_ 4.18482195281832945e+05 
Total_plasma_ion_pressure_at_point_30____________________________________ (pres_plasma_ion_total_profile30)_ 4.17505297597099561e+05 
Total_plasma_ion_pressure_at_point_31____________________________________ (pres_plasma_ion_total_profile31)_ 4.16496136830277741e+05 
Total_plasma_ion_pressure_at_point_32____________________________________ (pres_plasma_ion_total_profile32)_ 4.15454798829892650e+05 
Total_plasma_ion_pressure_at_point_33____________________________________ (pres_plasma_ion_total_profile33)_ 4.14381372365576099e+05 
Total_plasma_ion_pressure_at_point_34____________________________________ (pres_plasma_ion_total_profile34)_ 4.13275949138737284e+05 
Total_plasma_ion_pressure_at_point_35____________________________________ (pres_plasma_ion_total_profile35)_ 4.12138623793632549e+05 
Total_plasma_ion_pressure_at_point_36____________________________________ (pres_plasma_ion_total_profile36)_ 4.10969493928842130e+05 
Total_plasma_ion_pressure_at_point_37____________________________________ (pres_plasma_ion_total_profile37)_ 4.09768660109159653e+05 
Total_plasma_ion_pressure_at_point_38____________________________________ (pres_plasma_ion_total_profile38)_ 4.08536225877901306e+05 
Total_plasma_ion_pressure_at_point_39____________________________________ (pres_plasma_ion_total_profile39)_ 4.07272297769642086e+05 
Total_plasma_ion_pressure_at_point_40____________________________________ (pres_plasma_ion_total_profile40)_ 4.05976985323385161e+05 
Total_plasma_ion_pressure_at_point_41____________________________________ (pres_plasma_ion_total_profile41)_ 4.04650401096174028e+05 
Total_plasma_ion_pressure_at_point_42____________________________________ (pres_plasma_ion_total_profile42)_ 4.03292660677153966e+05 
Total_plasma_ion_pressure_at_point_43____________________________________ (pres_plasma_ion_total_profile43)_ 4.01903882702091709e+05 
Total_plasma_ion_pressure_at_point_44____________________________________ (pres_plasma_ion_total_profile44)_ 4.00484188868361234e+05 
Total_plasma_ion_pressure_at_point_45____________________________________ (pres_plasma_ion_total_profile45)_ 3.99033703950406809e+05 
Total_plasma_ion_pressure_at_point_46____________________________________ (pres_plasma_ion_total_profile46)_ 3.97552555815690022e+05 
Total_plasma_ion_pressure_at_point_47____________________________________ (pres_plasma_ion_total_profile47)_ 3.96040875441131182e+05 
Total_plasma_ion_pressure_at_point_48____________________________________ (pres_plasma_ion_total_profile48)_ 3.94498796930057812e+05 
Total_plasma_ion_pressure_at_point_49____________________________________ (pres_plasma_ion_total_profile49)_ 3.92926457529666135e+05 
Total_plasma_ion_pressure_at_point_50____________________________________ (pres_plasma_ion_total_profile50)_ 3.91323997649011493e+05 
Total_plasma_ion_pressure_at_point_51____________________________________ (pres_plasma_ion_total_profile51)_ 3.89691560877534794e+05 
Total_plasma_ion_pressure_at_point_52____________________________________ (pres_plasma_ion_total_profile52)_ 3.88029294004140014e+05 
Total_plasma_ion_pressure_at_point_53____________________________________ (pres_plasma_ion_total_profile53)_ 3.86337347036833467e+05 
Total_plasma_ion_pressure_at_point_54____________________________________ (pres_plasma_ion_total_profile54)_ 3.84615873222937051e+05 
Total_plasma_ion_pressure_at_point_55____________________________________ (pres_plasma_ion_total_profile55)_ 3.82865029069891665e+05 
Total_plasma_ion_pressure_at_point_56____________________________________ (pres_plasma_ion_total_profile56)_ 3.81084974366660579e+05 
Total_plasma_ion_pressure_at_point_57____________________________________ (pres_plasma_ion_total_profile57)_ 3.79275872205750726e+05 
Total_plasma_ion_pressure_at_point_58____________________________________ (pres_plasma_ion_total_profile58)_ 3.77437889005864738e+05 
Total_plasma_ion_pressure_at_point_59____________________________________ (pres_plasma_ion_total_profile59)_ 3.75571194535199786e+05 
Total_plasma_ion_pressure_at_point_60____________________________________ (pres_plasma_ion_total_profile60)_ 3.73675961935410392e+05 
Total_plasma_ion_pressure_at_point_61____________________________________ (pres_plasma_ion_total_profile61)_ 3.71752367746249656e+05 
Total_plasma_ion_pressure_at_point_62____________________________________ (pres_plasma_ion_total_profile62)_ 3.69800591930909664e+05 
Total_plasma_ion_pressure_at_point_63____________________________________ (pres_plasma_ion_total_profile63)_ 3.67820817902076058e+05 
Total_plasma_ion_pressure_at_point_64____________________________________ (pres_plasma_ion_total_profile64)_ 3.65813232548717875e+05 
Total_plasma_ion_pressure_at_point_65____________________________________ (pres_plasma_ion_total_profile65)_ 3.63778026263631647e+05 
Total_plasma_ion_pressure_at_point_66____________________________________ (pres_plasma_ion_total_profile66)_ 3.61715392971759138e+05 
Total_plasma_ion_pressure_at_point_67____________________________________ (pres_plasma_ion_total_profile67)_ 3.59625530159303220e+05 
Total_plasma_ion_pressure_at_point_68____________________________________ (pres_plasma_ion_total_profile68)_ 3.57508638903659245e+05 
Total_plasma_ion_pressure_at_point_69____________________________________ (pres_plasma_ion_total_profile69)_ 3.55364923904189956e+05 
Total_plasma_ion_pressure_at_point_70____________________________________ (pres_plasma_ion_total_profile70)_ 3.53194593513864675e+05 
Total_plasma_ion_pressure_at_point_71____________________________________ (pres_plasma_ion_total_profile71)_ 3.50997859771788877e+05 
Total_plasma_ion_pressure_at_point_72____________________________________ (pres_plasma_ion_total_profile72)_ 3.48774938436651777e+05 
Total_plasma_ion_pressure_at_point_73____________________________________ (pres_plasma_ion_total_profile73)_ 3.46526049021114421e+05 
Total_plasma_ion_pressure_at_point_74____________________________________ (pres_plasma_ion_total_profile74)_ 3.44251414827173925e+05 
Total_plasma_ion_pressure_at_point_75____________________________________ (pres_plasma_ion_total_profile75)_ 3.41951262982526328e+05 
Total_plasma_ion_pressure_at_point_76____________________________________ (pres_plasma_ion_total_profile76)_ 3.39625824477963790e+05 
Total_plasma_ion_pressure_at_point_77____________________________________ (pres_plasma_ion_total_profile77)_ 3.37275334205834195e+05 
Total_plasma_ion_pressure_at_point_78____________________________________ (pres_plasma_ion_total_profile78)_ 3.34900030999602342e+05 
Total_plasma_ion_pressure_at_point_79____________________________________ (pres_plasma_ion_total_profile79)_ 3.32500157674540998e+05 
Total_plasma_ion_pressure_at_point_80____________________________________ (pres_plasma_ion_total_profile80)_ 3.30075961069593846e+05 
Total_plasma_ion_pressure_at_point_81____________________________________ (pres_plasma_ion_total_profile81)_ 3.27627692090445140e+05 
Total_plasma_ion_pressure_at_point_82____________________________________ (pres_plasma_ion_total_profile82)_ 3.25155605753838725e+05 
Total_plasma_ion_pressure_at_point_83____________________________________ (pres_plasma_ion_total_profile83)_ 3.22659961233183974e+05 
Total_plasma_ion_pressure_at_point_84____________________________________ (pres_plasma_ion_total_profile84)_ 3.20141021905497531e+05 
Total_plasma_ion_pressure_at_point_85____________________________________ (pres_plasma_ion_total_profile85)_ 3.17599055399722187e+05 
Total_plasma_ion_pressure_at_point_86____________________________________ (pres_plasma_ion_total_profile86)_ 3.15034333646471321e+05 
Total_plasma_ion_pressure_at_point_87____________________________________ (pres_plasma_ion_total_profile87)_ 3.12447132929250773e+05 
Total_plasma_ion_pressure_at_point_88____________________________________ (pres_plasma_ion_total_profile88)_ 3.09837733937208541e+05 
Total_plasma_ion_pressure_at_point_89____________________________________ (pres_plasma_ion_total_profile89)_ 3.07206421819465933e+05 
Total_plasma_ion_pressure_at_point_90____________________________________ (pres_plasma_ion_total_profile90)_ 3.04553486241090985e+05 
Total_plasma_ion_pressure_at_point_91____________________________________ (pres_plasma_ion_total_profile91)_ 3.01879221440769674e+05 
Total_plasma_ion_pressure_at_point_92____________________________________ (pres_plasma_ion_total_profile92)_ 2.99183926290241419e+05 
Total_plasma_ion_pressure_at_point_93____________________________________ (pres_plasma_ion_total_profile93)_ 2.96467904355562583e+05 
Total_plasma_ion_pressure_at_point_94____________________________________ (pres_plasma_ion_total_profile94)_ 2.93731463960268069e+05 
Total_plasma_ion_pressure_at_point_95____________________________________ (pres_plasma_ion_total_profile95)_ 2.90974918250503426e+05 
Total_plasma_ion_pressure_at_point_96____________________________________ (pres_plasma_ion_total_profile96)_ 2.88198585262203414e+05 
Total_plasma_ion_pressure_at_point_97____________________________________ (pres_plasma_ion_total_profile97)_ 2.85402787990397541e+05 
Total_plasma_ion_pressure_at_point_98____________________________________ (pres_plasma_ion_total_profile98)_ 2.82587854460726376e+05 
Total_plasma_ion_pressure_at_point_99____________________________________ (pres_plasma_ion_total_profile99)_ 2.79754117803257599e+05 
Total_plasma_ion_pressure_at_point_100___________________________________ (pres_plasma_ion_total_profile100)_ 2.76901916328694322e+05 
Total_plasma_ion_pressure_at_point_101___________________________________ (pres_plasma_ion_total_profile101)_ 2.74031593607073417e+05 
Total_plasma_ion_pressure_at_point_102___________________________________ (pres_plasma_ion_total_profile102)_ 2.71143498549058975e+05 
Total_plasma_ion_pressure_at_point_103___________________________________ (pres_plasma_ion_total_profile103)_ 2.68237985489936429e+05 
Total_plasma_ion_pressure_at_point_104___________________________________ (pres_plasma_ion_total_profile104)_ 2.65315414276425669e+05 
Total_plasma_ion_pressure_at_point_105___________________________________ (pres_plasma_ion_total_profile105)_ 2.62376150356429862e+05 
Total_plasma_ion_pressure_at_point_106___________________________________ (pres_plasma_ion_total_profile106)_ 2.59420564871852344e+05 
Total_plasma_ion_pressure_at_point_107___________________________________ (pres_plasma_ion_total_profile107)_ 2.56449034754611523e+05 
Total_plasma_ion_pressure_at_point_108___________________________________ (pres_plasma_ion_total_profile108)_ 2.53461942825999489e+05 
Total_plasma_ion_pressure_at_point_109___________________________________ (pres_plasma_ion_total_profile109)_ 2.50459677899533737e+05 
Total_plasma_ion_pressure_at_point_110___________________________________ (pres_plasma_ion_total_profile110)_ 2.47442634887460212e+05 
Total_plasma_ion_pressure_at_point_111___________________________________ (pres_plasma_ion_total_profile111)_ 2.44411214911077346e+05 
Total_plasma_ion_pressure_at_point_112___________________________________ (pres_plasma_ion_total_profile112)_ 2.41365825415059400e+05 
Total_plasma_ion_pressure_at_point_113___________________________________ (pres_plasma_ion_total_profile113)_ 2.38306880285966879e+05 
Total_plasma_ion_pressure_at_point_114___________________________________ (pres_plasma_ion_total_profile114)_ 2.35234799975145579e+05 
Total_plasma_ion_pressure_at_point_115___________________________________ (pres_plasma_ion_total_profile115)_ 2.32150011626227410e+05 
Total_plasma_ion_pressure_at_point_116___________________________________ (pres_plasma_ion_total_profile116)_ 2.29052949207457044e+05 
Total_plasma_ion_pressure_at_point_117___________________________________ (pres_plasma_ion_total_profile117)_ 2.25944053649086156e+05 
Total_plasma_ion_pressure_at_point_118___________________________________ (pres_plasma_ion_total_profile118)_ 2.22823772986089229e+05 
Total_plasma_ion_pressure_at_point_119___________________________________ (pres_plasma_ion_total_profile119)_ 2.19692562506473245e+05 
Total_plasma_ion_pressure_at_point_120___________________________________ (pres_plasma_ion_total_profile120)_ 2.16550884905470739e+05 
Total_plasma_ion_pressure_at_point_121___________________________________ (pres_plasma_ion_total_profile121)_ 2.13399210445923061e+05 
Total_plasma_ion_pressure_at_point_122___________________________________ (pres_plasma_ion_total_profile122)_ 2.10238017125183920e+05 
Total_plasma_ion_pressure_at_point_123___________________________________ (pres_plasma_ion_total_profile123)_ 2.07067790848894132e+05 
Total_plasma_ion_pressure_at_point_124___________________________________ (pres_plasma_ion_total_profile124)_ 2.03889025612001482e+05 
Total_plasma_ion_pressure_at_point_125___________________________________ (pres_plasma_ion_total_profile125)_ 2.00702223687428370e+05 
Total_plasma_ion_pressure_at_point_126___________________________________ (pres_plasma_ion_total_profile126)_ 1.97507895822814433e+05 
Total_plasma_ion_pressure_at_point_127___________________________________ (pres_plasma_ion_total_profile127)_ 1.94306561445795669e+05 
Total_plasma_ion_pressure_at_point_128___________________________________ (pres_plasma_ion_total_profile128)_ 1.91098748878311628e+05 
Total_plasma_ion_pressure_at_point_129___________________________________ (pres_plasma_ion_total_profile129)_ 1.87884995560470939e+05 
Total_plasma_ion_pressure_at_point_130___________________________________ (pres_plasma_ion_total_profile130)_ 1.84665848284541891e+05 
Total_plasma_ion_pressure_at_point_131___________________________________ (pres_plasma_ion_total_profile131)_ 1.81441863439680892e+05 
Total_plasma_ion_pressure_at_point_132___________________________________ (pres_plasma_ion_total_profile132)_ 1.78213607268055552e+05 
Total_plasma_ion_pressure_at_point_133___________________________________ (pres_plasma_ion_total_profile133)_ 1.74981656133071898e+05 
Total_plasma_ion_pressure_at_point_134___________________________________ (pres_plasma_ion_total_profile134)_ 1.71746596800470841e+05 
Total_plasma_ion_pressure_at_point_135___________________________________ (pres_plasma_ion_total_profile135)_ 1.68509026733118779e+05 
Total_plasma_ion_pressure_at_point_136___________________________________ (pres_plasma_ion_total_profile136)_ 1.65269554400386871e+05 
Total_plasma_ion_pressure_at_point_137___________________________________ (pres_plasma_ion_total_profile137)_ 1.62028799603085849e+05 
Total_plasma_ion_pressure_at_point_138___________________________________ (pres_plasma_ion_total_profile138)_ 1.58787393815002521e+05 
Total_plasma_ion_pressure_at_point_139___________________________________ (pres_plasma_ion_total_profile139)_ 1.55545980542179284e+05 
Total_plasma_ion_pressure_at_point_140___________________________________ (pres_plasma_ion_total_profile140)_ 1.52305215701168170e+05 
Total_plasma_ion_pressure_at_point_141___________________________________ (pres_plasma_ion_total_profile141)_ 1.49065768017608585e+05 
Total_plasma_ion_pressure_at_point_142___________________________________ (pres_plasma_ion_total_profile142)_ 1.45828319446591748e+05 
Total_plasma_ion_pressure_at_point_143___________________________________ (pres_plasma_ion_total_profile143)_ 1.42593565616413311e+05 
Total_plasma_ion_pressure_at_point_144___________________________________ (pres_plasma_ion_total_profile144)_ 1.39362216297460400e+05 
Total_plasma_ion_pressure_at_point_145___________________________________ (pres_plasma_ion_total_profile145)_ 1.36134995898148918e+05 
Total_plasma_ion_pressure_at_point_146___________________________________ (pres_plasma_ion_total_profile146)_ 1.32912643990006909e+05 
Total_plasma_ion_pressure_at_point_147___________________________________ (pres_plasma_ion_total_profile147)_ 1.29695915864208771e+05 
Total_plasma_ion_pressure_at_point_148___________________________________ (pres_plasma_ion_total_profile148)_ 1.26485583122094729e+05 
Total_plasma_ion_pressure_at_point_149___________________________________ (pres_plasma_ion_total_profile149)_ 1.23282434302467038e+05 
Total_plasma_ion_pressure_at_point_150___________________________________ (pres_plasma_ion_total_profile150)_ 1.20087275548747522e+05 
Total_plasma_ion_pressure_at_point_151___________________________________ (pres_plasma_ion_total_profile151)_ 1.16900931319405368e+05 
Total_plasma_ion_pressure_at_point_152___________________________________ (pres_plasma_ion_total_profile152)_ 1.13724245145435896e+05 
Total_plasma_ion_pressure_at_point_153___________________________________ (pres_plasma_ion_total_profile153)_ 1.10558080439086494e+05 
Total_plasma_ion_pressure_at_point_154___________________________________ (pres_plasma_ion_total_profile154)_ 1.07403321358503657e+05 
Total_plasma_ion_pressure_at_point_155___________________________________ (pres_plasma_ion_total_profile155)_ 1.04260873733510438e+05 
Total_plasma_ion_pressure_at_point_156___________________________________ (pres_plasma_ion_total_profile156)_ 1.01131666058342526e+05 
Total_plasma_ion_pressure_at_point_157___________________________________ (pres_plasma_ion_total_profile157)_ 9.80166505578722717e+04 
Total_plasma_ion_pressure_at_point_158___________________________________ (pres_plasma_ion_total_profile158)_ 9.49168043346592603e+04 
Total_plasma_ion_pressure_at_point_159___________________________________ (pres_plasma_ion_total_profile159)_ 9.18331306050938292e+04 
Total_plasma_ion_pressure_at_point_160___________________________________ (pres_plasma_ion_total_profile160)_ 8.87666600339720753e+04 
Total_plasma_ion_pressure_at_point_161___________________________________ (pres_plasma_ion_total_profile161)_ 8.57184521780852228e+04 
Total_plasma_ion_pressure_at_point_162___________________________________ (pres_plasma_ion_total_profile162)_ 8.26895970508458704e+04 
Total_plasma_ion_pressure_at_point_163___________________________________ (pres_plasma_ion_total_profile163)_ 7.96812168216625723e+04 
Total_plasma_ion_pressure_at_point_164___________________________________ (pres_plasma_ion_total_profile164)_ 7.66944676657427335e+04 
Total_plasma_ion_pressure_at_point_165___________________________________ (pres_plasma_ion_total_profile165)_ 7.37305417823265889e+04 
Total_plasma_ion_pressure_at_point_166___________________________________ (pres_plasma_ion_total_profile166)_ 7.07906696020920499e+04 
Total_plasma_ion_pressure_at_point_167___________________________________ (pres_plasma_ion_total_profile167)_ 6.78761222077206767e+04 
Total_plasma_ion_pressure_at_point_168___________________________________ (pres_plasma_ion_total_profile168)_ 6.49882139954897721e+04 
Total_plasma_ion_pressure_at_point_169___________________________________ (pres_plasma_ion_total_profile169)_ 6.21283056103941053e+04 
Total_plasma_ion_pressure_at_point_170___________________________________ (pres_plasma_ion_total_profile170)_ 5.92978071928922582e+04 
Total_plasma_ion_pressure_at_point_171___________________________________ (pres_plasma_ion_total_profile171)_ 5.64981819821399258e+04 
Total_plasma_ion_pressure_at_point_172___________________________________ (pres_plasma_ion_total_profile172)_ 5.37309503288235719e+04 
Total_plasma_ion_pressure_at_point_173___________________________________ (pres_plasma_ion_total_profile173)_ 5.09976941808230258e+04 
Total_plasma_ion_pressure_at_point_174___________________________________ (pres_plasma_ion_total_profile174)_ 4.83000621174224216e+04 
Total_plasma_ion_pressure_at_point_175___________________________________ (pres_plasma_ion_total_profile175)_ 4.56397750233249826e+04 
Total_plasma_ion_pressure_at_point_176___________________________________ (pres_plasma_ion_total_profile176)_ 4.30186325132006459e+04 
Total_plasma_ion_pressure_at_point_177___________________________________ (pres_plasma_ion_total_profile177)_ 4.04385202421133290e+04 
Total_plasma_ion_pressure_at_point_178___________________________________ (pres_plasma_ion_total_profile178)_ 3.79014182685740379e+04 
Total_plasma_ion_pressure_at_point_179___________________________________ (pres_plasma_ion_total_profile179)_ 3.54094106774118191e+04 
Total_plasma_ion_pressure_at_point_180___________________________________ (pres_plasma_ion_total_profile180)_ 3.29646967223062020e+04 
Total_plasma_ion_pressure_at_point_181___________________________________ (pres_plasma_ion_total_profile181)_ 3.05696038171556938e+04 
Total_plasma_ion_pressure_at_point_182___________________________________ (pres_plasma_ion_total_profile182)_ 2.82266027979093560e+04 
Total_plasma_ion_pressure_at_point_183___________________________________ (pres_plasma_ion_total_profile183)_ 2.59383260014792322e+04 
Total_plasma_ion_pressure_at_point_184___________________________________ (pres_plasma_ion_total_profile184)_ 2.37075888799105305e+04 
Total_plasma_ion_pressure_at_point_185___________________________________ (pres_plasma_ion_total_profile185)_ 2.15374161074510230e+04 
Total_plasma_ion_pressure_at_point_186___________________________________ (pres_plasma_ion_total_profile186)_ 1.94310734787010260e+04 
Total_plasma_ion_pressure_at_point_187___________________________________ (pres_plasma_ion_total_profile187)_ 1.73921073905324738e+04 
Total_plasma_ion_pressure_at_point_188___________________________________ (pres_plasma_ion_total_profile188)_ 1.54243944356868651e+04 
Total_plasma_ion_pressure_at_point_189___________________________________ (pres_plasma_ion_total_profile189)_ 1.35322047587673424e+04 
Total_plasma_ion_pressure_at_point_190___________________________________ (pres_plasma_ion_total_profile190)_ 1.17202845936580143e+04 
Total_plasma_ion_pressure_at_point_191___________________________________ (pres_plasma_ion_total_profile191)_ 9.99396628762967339e+03 
Total_plasma_ion_pressure_at_point_192___________________________________ (pres_plasma_ion_total_profile192)_ 8.35931903040589350e+03 
Total_plasma_ion_pressure_at_point_193___________________________________ (pres_plasma_ion_total_profile193)_ 6.82336230004748450e+03 
Total_plasma_ion_pressure_at_point_194___________________________________ (pres_plasma_ion_total_profile194)_ 5.39438076945100784e+03 
Total_plasma_ion_pressure_at_point_195___________________________________ (pres_plasma_ion_total_profile195)_ 4.08241378183354755e+03 
Total_plasma_ion_pressure_at_point_196___________________________________ (pres_plasma_ion_total_profile196)_ 2.90007040413930599e+03 
Total_plasma_ion_pressure_at_point_197___________________________________ (pres_plasma_ion_total_profile197)_ 1.86402291437521876e+03 
Total_plasma_ion_pressure_at_point_198___________________________________ (pres_plasma_ion_total_profile198)_ 9.98167146596697307e+02 
Total_plasma_ion_pressure_at_point_199___________________________________ (pres_plasma_ion_total_profile199)_ 3.42212607054815123e+02 
Total_plasma_ion_pressure_at_point_200___________________________________ (pres_plasma_ion_total_profile200)_ 0.00000000000000000e+00 
Total_plasma_fuel_pressure_at_point_0____________________________________ (pres_plasma_fuel_profile0)____ 4.17410670141301816e+05 
Total_plasma_fuel_pressure_at_point_1____________________________________ (pres_plasma_fuel_profile1)____ 4.17394495589034981e+05 
Total_plasma_fuel_pressure_at_point_2____________________________________ (pres_plasma_fuel_profile2)____ 4.17345973266669549e+05 
Total_plasma_fuel_pressure_at_point_3____________________________________ (pres_plasma_fuel_profile3)____ 4.17265107177659636e+05 
Total_plasma_fuel_pressure_at_point_4____________________________________ (pres_plasma_fuel_profile4)____ 4.17151903994930151e+05 
Total_plasma_fuel_pressure_at_point_5____________________________________ (pres_plasma_fuel_profile5)____ 4.17006373061626568e+05 
Total_plasma_fuel_pressure_at_point_6____________________________________ (pres_plasma_fuel_profile6)____ 4.16828526392168191e+05 
Total_plasma_fuel_pressure_at_point_7____________________________________ (pres_plasma_fuel_profile7)____ 4.16618378673600731e+05 
Total_plasma_fuel_pressure_at_point_8____________________________________ (pres_plasma_fuel_profile8)____ 4.16375947267252777e+05 
Total_plasma_fuel_pressure_at_point_9____________________________________ (pres_plasma_fuel_profile9)____ 4.16101252210694307e+05 
Total_plasma_fuel_pressure_at_point_10___________________________________ (pres_plasma_fuel_profile10)___ 4.15794316219999164e+05 
Total_plasma_fuel_pressure_at_point_11___________________________________ (pres_plasma_fuel_profile11)___ 4.15455164692313178e+05 
Total_plasma_fuel_pressure_at_point_12___________________________________ (pres_plasma_fuel_profile12)___ 4.15083825708729564e+05 
Total_plasma_fuel_pressure_at_point_13___________________________________ (pres_plasma_fuel_profile13)___ 4.14680330037469801e+05 
Total_plasma_fuel_pressure_at_point_14___________________________________ (pres_plasma_fuel_profile14)___ 4.14244711137377075e+05 
Total_plasma_fuel_pressure_at_point_15___________________________________ (pres_plasma_fuel_profile15)___ 4.13777005161718989e+05 
Total_plasma_fuel_pressure_at_point_16___________________________________ (pres_plasma_fuel_profile16)___ 4.13277250962304475e+05 
Total_plasma_fuel_pressure_at_point_17___________________________________ (pres_plasma_fuel_profile17)___ 4.12745490093916422e+05 
Total_plasma_fuel_pressure_at_point_18___________________________________ (pres_plasma_fuel_profile18)___ 4.12181766819061653e+05 
Total_plasma_fuel_pressure_at_point_19___________________________________ (pres_plasma_fuel_profile19)___ 4.11586128113040817e+05 
Total_plasma_fuel_pressure_at_point_20___________________________________ (pres_plasma_fuel_profile20)___ 4.10958623669342545e+05 
Total_plasma_fuel_pressure_at_point_21___________________________________ (pres_plasma_fuel_profile21)___ 4.10299305905361834e+05 
Total_plasma_fuel_pressure_at_point_22___________________________________ (pres_plasma_fuel_profile22)___ 4.09608229968447471e+05 
Total_plasma_fuel_pressure_at_point_23___________________________________ (pres_plasma_fuel_profile23)___ 4.08885453742282465e+05 
Total_plasma_fuel_pressure_at_point_24___________________________________ (pres_plasma_fuel_profile24)___ 4.08131037853598478e+05 
Total_plasma_fuel_pressure_at_point_25___________________________________ (pres_plasma_fuel_profile25)___ 4.07345045679229544e+05 
Total_plasma_fuel_pressure_at_point_26___________________________________ (pres_plasma_fuel_profile26)___ 4.06527543353508459e+05 
Total_plasma_fuel_pressure_at_point_27___________________________________ (pres_plasma_fuel_profile27)___ 4.05678599776010087e+05 
Total_plasma_fuel_pressure_at_point_28___________________________________ (pres_plasma_fuel_profile28)___ 4.04798286619644728e+05 
Total_plasma_fuel_pressure_at_point_29___________________________________ (pres_plasma_fuel_profile29)___ 4.03886678339107195e+05 
Total_plasma_fuel_pressure_at_point_30___________________________________ (pres_plasma_fuel_profile30)___ 4.02943852179685084e+05 
Total_plasma_fuel_pressure_at_point_31___________________________________ (pres_plasma_fuel_profile31)___ 4.01969888186432479e+05 
Total_plasma_fuel_pressure_at_point_32___________________________________ (pres_plasma_fuel_profile32)___ 4.00964869213712343e+05 
Total_plasma_fuel_pressure_at_point_33___________________________________ (pres_plasma_fuel_profile33)___ 3.99928880935113877e+05 
Total_plasma_fuel_pressure_at_point_34___________________________________ (pres_plasma_fuel_profile34)___ 3.98862011853751552e+05 
Total_plasma_fuel_pressure_at_point_35___________________________________ (pres_plasma_fuel_profile35)___ 3.97764353312948195e+05 
Total_plasma_fuel_pressure_at_point_36___________________________________ (pres_plasma_fuel_profile36)___ 3.96635999507312081e+05 
Total_plasma_fuel_pressure_at_point_37___________________________________ (pres_plasma_fuel_profile37)___ 3.95477047494211001e+05 
Total_plasma_fuel_pressure_at_point_38___________________________________ (pres_plasma_fuel_profile38)___ 3.94287597205653030e+05 
Total_plasma_fuel_pressure_at_point_39___________________________________ (pres_plasma_fuel_profile39)___ 3.93067751460577943e+05 
Total_plasma_fuel_pressure_at_point_40___________________________________ (pres_plasma_fuel_profile40)___ 3.91817615977567271e+05 
Total_plasma_fuel_pressure_at_point_41___________________________________ (pres_plasma_fuel_profile41)___ 3.90537299387982057e+05 
Total_plasma_fuel_pressure_at_point_42___________________________________ (pres_plasma_fuel_profile42)___ 3.89226913249533740e+05 
Total_plasma_fuel_pressure_at_point_43___________________________________ (pres_plasma_fuel_profile43)___ 3.87886572060297010e+05 
Total_plasma_fuel_pressure_at_point_44___________________________________ (pres_plasma_fuel_profile44)___ 3.86516393273173890e+05 
Total_plasma_fuel_pressure_at_point_45___________________________________ (pres_plasma_fuel_profile45)___ 3.85116497310816310e+05 
Total_plasma_fuel_pressure_at_point_46___________________________________ (pres_plasma_fuel_profile46)___ 3.83687007581017737e+05 
Total_plasma_fuel_pressure_at_point_47___________________________________ (pres_plasma_fuel_profile47)___ 3.82228050492580980e+05 
Total_plasma_fuel_pressure_at_point_48___________________________________ (pres_plasma_fuel_profile48)___ 3.80739755471675540e+05 
Total_plasma_fuel_pressure_at_point_49___________________________________ (pres_plasma_fuel_profile49)___ 3.79222254978689831e+05 
Total_plasma_fuel_pressure_at_point_50___________________________________ (pres_plasma_fuel_profile50)___ 3.77675684525594697e+05 
Total_plasma_fuel_pressure_at_point_51___________________________________ (pres_plasma_fuel_profile51)___ 3.76100182693823066e+05 
Total_plasma_fuel_pressure_at_point_52___________________________________ (pres_plasma_fuel_profile52)___ 3.74495891152682656e+05 
Total_plasma_fuel_pressure_at_point_53___________________________________ (pres_plasma_fuel_profile53)___ 3.72862954678309674e+05 
Total_plasma_fuel_pressure_at_point_54___________________________________ (pres_plasma_fuel_profile54)___ 3.71201521173177753e+05 
Total_plasma_fuel_pressure_at_point_55___________________________________ (pres_plasma_fuel_profile55)___ 3.69511741686175403e+05 
Total_plasma_fuel_pressure_at_point_56___________________________________ (pres_plasma_fuel_profile56)___ 3.67793770433262864e+05 
Total_plasma_fuel_pressure_at_point_57___________________________________ (pres_plasma_fuel_profile57)___ 3.66047764818725584e+05 
